,age,delay_sum,model
161932,1.0,84.0,737-824
161933,1.0,6.0,737-824
161935,1.0,10.0,737-824
161936,1.0,39.0,737-824
161937,1.0,27.0,737-824
161938,1.0,44.0,737-824
161939,1.0,19.0,737-824
161940,1.0,15.0,737-824
161942,1.0,36.0,737-824
161945,1.0,88.0,737-824
161949,1.0,124.0,737-824
161953,1.0,14.0,737-824
161955,1.0,107.0,737-824
161959,1.0,147.0,737-824
161960,1.0,20.0,737-824
161962,1.0,17.0,737-824
161967,1.0,14.0,737-824
161968,1.0,5.0,737-824
161972,1.0,2.0,737-824
161973,1.0,2.0,737-824
161977,1.0,14.0,737-824
161982,1.0,2.0,737-824
161983,1.0,7.0,737-824
161985,1.0,13.0,737-824
161986,1.0,17.0,737-824
161990,1.0,77.0,737-824
161998,1.0,18.0,737-824
162000,1.0,63.0,737-824
162003,1.0,8.0,737-824
162005,1.0,8.0,737-824
162006,1.0,2.0,737-824
162009,1.0,5.0,737-824
162012,1.0,33.0,737-824
162014,1.0,12.0,737-824
162016,1.0,5.0,737-824
162017,1.0,72.0,737-824
162021,1.0,14.0,737-824
162022,1.0,17.0,737-824
162030,1.0,14.0,737-824
162032,1.0,6.0,737-824
162035,1.0,5.0,737-824
162036,1.0,2.0,737-824
162037,1.0,21.0,737-824
162039,1.0,16.0,737-824
162043,1.0,4.0,737-824
162044,1.0,82.0,737-824
162045,1.0,50.0,737-824
162046,1.0,10.0,737-824
162048,1.0,23.0,737-824
162050,1.0,20.0,737-824
162051,1.0,14.0,737-824
162056,1.0,1.0,737-824
162062,1.0,3.0,737-824
162063,1.0,4.0,737-824
162066,1.0,9.0,737-824
162067,1.0,27.0,737-824
162070,1.0,64.0,737-824
162071,1.0,35.0,737-824
162072,1.0,21.0,737-824
162074,1.0,5.0,737-824
162076,1.0,39.0,737-824
162086,1.0,10.0,737-824
162090,1.0,12.0,737-824
162091,1.0,12.0,737-824
162097,1.0,1.0,737-824
162098,1.0,2.0,737-824
162099,1.0,13.0,737-824
162103,1.0,6.0,737-824
162104,1.0,26.0,737-824
162110,1.0,14.0,737-824
162116,1.0,3.0,737-824
162117,1.0,3.0,737-824
162119,1.0,7.0,737-824
162120,1.0,10.0,737-824
162127,1.0,30.0,737-824
162138,1.0,135.0,737-824
162139,1.0,26.0,737-824
162142,1.0,14.0,737-824
162143,1.0,1.0,737-824
162154,1.0,46.0,737-824
162156,1.0,11.0,737-824
162160,1.0,12.0,737-824
162161,1.0,84.0,737-824
162163,1.0,15.0,737-824
162169,1.0,6.0,737-824
162170,1.0,26.0,737-824
162172,1.0,26.0,737-824
162177,1.0,5.0,737-824
162183,1.0,4.0,737-824
162188,1.0,9.0,737-824
162190,1.0,5.0,737-824
162193,1.0,4.0,737-824
162195,1.0,2.0,737-824
162202,1.0,15.0,737-824
162203,1.0,4.0,737-824
162205,1.0,7.0,737-824
162207,1.0,1.0,737-824
162208,1.0,5.0,737-824
162209,1.0,35.0,737-824
162225,1.0,25.0,737-824
162229,1.0,12.0,737-824
162230,1.0,1.0,737-824
162231,1.0,15.0,737-824
162232,1.0,89.0,737-824
162235,1.0,138.0,737-824
162237,1.0,1.0,737-824
162238,1.0,126.0,737-824
162239,1.0,33.0,737-824
162241,1.0,11.0,737-824
162247,1.0,8.0,737-824
162249,1.0,20.0,737-824
162255,1.0,26.0,737-824
162261,1.0,12.0,737-824
162262,1.0,59.0,737-824
162264,1.0,36.0,737-824
162268,1.0,40.0,737-824
162269,1.0,4.0,737-824
162271,1.0,202.0,737-824
162272,1.0,244.0,737-824
162274,1.0,9.0,737-824
162277,1.0,241.0,737-824
162278,1.0,8.0,737-824
162279,1.0,47.0,737-824
162280,1.0,14.0,737-824
162281,1.0,23.0,737-824
162286,1.0,74.0,737-824
162287,1.0,6.0,737-824
162290,1.0,8.0,737-824
162295,1.0,31.0,737-824
162296,1.0,6.0,737-824
162297,1.0,20.0,737-824
162301,1.0,101.0,737-824
162308,1.0,63.0,737-824
162311,1.0,4.0,737-824
162313,1.0,7.0,737-824
162321,1.0,86.0,737-824
162325,1.0,16.0,737-824
162328,1.0,42.0,737-824
162329,1.0,27.0,737-824
162330,1.0,227.0,737-824
162331,1.0,108.0,737-824
162333,1.0,25.0,737-824
162339,1.0,1.0,737-824
162341,1.0,200.0,737-824
162342,1.0,11.0,737-824
162346,1.0,1.0,737-824
162347,1.0,65.0,737-824
162349,1.0,15.0,737-824
162369,1.0,1.0,737-824
162372,1.0,3.0,737-824
162373,1.0,3.0,737-824
162374,1.0,6.0,737-824
162380,1.0,104.0,737-824
162383,1.0,3.0,737-824
162386,1.0,36.0,737-824
162387,1.0,4.0,737-824
162389,1.0,273.0,737-824
162391,1.0,92.0,737-824
162392,1.0,9.0,737-824
162393,1.0,138.0,737-824
162394,1.0,13.0,737-824
162395,1.0,4.0,737-824
162396,1.0,109.0,737-824
162399,1.0,6.0,737-824
162401,1.0,4.0,737-824
162404,1.0,116.0,737-824
162405,1.0,16.0,737-824
162406,1.0,5.0,737-824
162409,1.0,15.0,737-824
162413,1.0,148.0,737-824
162414,1.0,274.0,737-824
162415,1.0,323.0,737-824
162417,1.0,8.0,737-824
162420,1.0,1.0,737-824
162424,1.0,117.0,737-824
162425,1.0,7.0,737-824
162427,1.0,63.0,737-824
162434,1.0,3.0,737-824
162435,1.0,59.0,737-824
162436,1.0,27.0,737-824
162437,1.0,56.0,737-824
162440,1.0,2.0,737-824
162441,1.0,14.0,737-824
162448,1.0,4.0,737-824
162450,1.0,4.0,737-824
162451,1.0,7.0,737-824
162452,1.0,4.0,737-824
162453,1.0,7.0,737-824
162454,1.0,22.0,737-824
162456,1.0,19.0,737-824
162458,1.0,9.0,737-824
162459,1.0,104.0,737-824
162463,1.0,4.0,737-824
162466,1.0,34.0,737-824
162468,1.0,3.0,737-824
162472,1.0,48.0,737-824
162480,1.0,6.0,737-824
162486,1.0,6.0,737-824
162491,1.0,198.0,737-824
162492,1.0,106.0,737-824
162495,1.0,15.0,737-824
162496,1.0,8.0,737-824
162497,1.0,10.0,737-824
162498,1.0,47.0,737-824
162501,1.0,66.0,737-824
162507,1.0,22.0,737-824
162509,1.0,64.0,737-824
162513,1.0,566.0,737-824
162515,1.0,284.0,737-824
162518,1.0,6.0,737-824
162522,1.0,17.0,737-824
162525,1.0,12.0,737-824
162526,1.0,1.0,737-824
162532,1.0,2.0,737-824
162537,1.0,5.0,737-824
162538,1.0,1.0,737-824
162543,1.0,7.0,737-824
162549,1.0,1.0,737-824
162550,1.0,2.0,737-824
162553,1.0,14.0,737-824
162554,1.0,7.0,737-824
162561,1.0,3.0,737-824
162563,1.0,3.0,737-824
162568,1.0,11.0,737-824
162570,1.0,73.0,737-824
162571,1.0,29.0,737-824
162575,1.0,8.0,737-824
162580,1.0,4.0,737-824
162584,1.0,16.0,737-824
162585,1.0,2.0,737-824
162587,1.0,1.0,737-824
162588,1.0,17.0,737-824
162589,1.0,4.0,737-824
162593,1.0,36.0,737-824
162594,1.0,9.0,737-824
162605,1.0,24.0,737-824
162606,1.0,13.0,737-824
162607,1.0,74.0,737-824
162609,1.0,57.0,737-824
162612,1.0,7.0,737-824
162614,1.0,4.0,737-824
162616,1.0,44.0,737-824
162622,1.0,21.0,737-824
162623,1.0,49.0,737-824
162624,1.0,7.0,737-824
162627,1.0,10.0,737-824
162632,1.0,6.0,737-824
162635,1.0,20.0,737-824
162636,1.0,81.0,737-824
162638,1.0,70.0,737-824
162639,1.0,2.0,737-824
162640,1.0,14.0,737-824
162641,1.0,1.0,737-824
162647,1.0,1.0,737-824
162653,1.0,14.0,737-824
162654,1.0,4.0,737-824
162656,1.0,1.0,737-824
162658,1.0,25.0,737-824
162662,1.0,4.0,737-824
162664,1.0,21.0,737-824
162665,1.0,262.0,737-824
162668,1.0,15.0,737-824
162675,1.0,18.0,737-824
162678,1.0,25.0,737-824
162679,1.0,2.0,737-824
162680,1.0,22.0,737-824
162683,1.0,2.0,737-824
162693,1.0,31.0,737-824
162694,1.0,25.0,737-824
162695,1.0,35.0,737-824
162698,1.0,474.0,737-824
162699,1.0,147.0,737-824
162701,1.0,39.0,737-824
162704,1.0,75.0,737-824
162705,1.0,148.0,737-824
162708,1.0,13.0,737-824
162710,1.0,2.0,737-824
162711,1.0,49.0,737-824
162712,1.0,3.0,737-824
162714,1.0,57.0,737-824
162715,1.0,28.0,737-824
162716,1.0,14.0,737-824
162717,1.0,14.0,737-824
162719,1.0,10.0,737-824
162722,1.0,8.0,737-824
162723,1.0,7.0,737-824
162724,1.0,67.0,737-824
162726,1.0,5.0,737-824
162727,1.0,1.0,737-824
162728,1.0,9.0,737-824
162729,1.0,62.0,737-824
162730,1.0,13.0,737-824
162731,1.0,9.0,737-824
162733,1.0,6.0,737-824
162734,1.0,2.0,737-824
162738,1.0,18.0,737-824
162739,1.0,59.0,737-824
162742,1.0,3.0,737-824
162744,1.0,333.0,737-824
162748,3.0,25.0,737-824
162749,3.0,122.0,737-824
162750,3.0,14.0,737-824
162751,3.0,13.0,737-824
162752,3.0,6.0,737-824
162753,3.0,34.0,737-824
162754,3.0,16.0,737-824
162755,3.0,5.0,737-824
162757,3.0,4.0,737-824
162762,3.0,39.0,737-824
162766,3.0,13.0,737-824
162773,3.0,55.0,737-824
162774,3.0,109.0,737-824
162775,3.0,8.0,737-824
162778,3.0,66.0,737-824
162780,3.0,8.0,737-824
162782,3.0,41.0,737-824
162785,3.0,2.0,737-824
162786,3.0,41.0,737-824
162787,3.0,32.0,737-824
162788,3.0,1.0,737-824
162794,3.0,34.0,737-824
162795,3.0,29.0,737-824
162796,3.0,9.0,737-824
162798,3.0,2.0,737-824
162805,3.0,384.0,737-824
162808,3.0,18.0,737-824
162809,3.0,31.0,737-824
162810,3.0,3.0,737-824
162811,3.0,9.0,737-824
162812,3.0,6.0,737-824
162816,3.0,29.0,737-824
162823,3.0,79.0,737-824
162824,3.0,22.0,737-824
162825,3.0,23.0,737-824
162826,3.0,47.0,737-824
162828,3.0,13.0,737-824
162829,3.0,35.0,737-824
162831,3.0,4.0,737-824
162832,3.0,62.0,737-824
162834,3.0,5.0,737-824
162835,3.0,72.0,737-824
162837,3.0,25.0,737-824
162838,3.0,28.0,737-824
162839,3.0,36.0,737-824
162841,3.0,85.0,737-824
162842,3.0,59.0,737-824
162845,3.0,539.0,737-824
162846,3.0,24.0,737-824
162847,3.0,3.0,737-824
162851,3.0,21.0,737-824
162852,3.0,7.0,737-824
162854,3.0,9.0,737-824
162856,3.0,3.0,737-824
162860,3.0,28.0,737-824
162862,3.0,3.0,737-824
162864,3.0,1.0,737-824
162868,3.0,58.0,737-824
162874,3.0,7.0,737-824
162875,3.0,105.0,737-824
162877,3.0,22.0,737-824
162878,3.0,2.0,737-824
162880,3.0,18.0,737-824
162882,3.0,35.0,737-824
162885,3.0,53.0,737-824
162886,3.0,60.0,737-824
162889,3.0,22.0,737-824
162890,3.0,34.0,737-824
162891,3.0,14.0,737-824
162893,3.0,6.0,737-824
162894,3.0,24.0,737-824
162895,3.0,4.0,737-824
162896,3.0,4.0,737-824
162901,3.0,7.0,737-824
162902,3.0,9.0,737-824
162904,3.0,12.0,737-824
162907,3.0,26.0,737-824
162915,3.0,28.0,737-824
162917,3.0,10.0,737-824
162920,3.0,18.0,737-824
162921,3.0,7.0,737-824
162925,3.0,106.0,737-824
162926,3.0,276.0,737-824
162927,3.0,32.0,737-824
162930,3.0,49.0,737-824
162932,3.0,7.0,737-824
162934,3.0,6.0,737-824
162936,3.0,14.0,737-824
162938,3.0,97.0,737-824
162939,3.0,1.0,737-824
162940,3.0,34.0,737-824
162941,3.0,28.0,737-824
162946,3.0,66.0,737-824
162948,3.0,20.0,737-824
162949,3.0,20.0,737-824
162951,3.0,139.0,737-824
162952,3.0,5.0,737-824
162956,3.0,10.0,737-824
162960,3.0,44.0,737-824
162961,3.0,7.0,737-824
162970,3.0,68.0,737-824
162971,3.0,104.0,737-824
162973,3.0,26.0,737-824
162974,3.0,44.0,737-824
162975,3.0,19.0,737-824
162979,3.0,98.0,737-824
162980,3.0,4.0,737-824
162986,3.0,324.0,737-824
162987,3.0,85.0,737-824
162990,3.0,5.0,737-824
162995,3.0,89.0,737-824
162999,3.0,4.0,737-824
163000,3.0,33.0,737-824
163005,3.0,6.0,737-824
163006,3.0,19.0,737-824
163011,3.0,113.0,737-824
163012,3.0,4.0,737-824
163020,3.0,44.0,737-824
163021,3.0,43.0,737-824
163022,3.0,7.0,737-824
163026,3.0,430.0,737-824
163027,3.0,21.0,737-824
163028,3.0,9.0,737-824
163030,3.0,4.0,737-824
163031,3.0,38.0,737-824
163034,3.0,5.0,737-824
163035,3.0,8.0,737-824
163037,3.0,16.0,737-824
163041,3.0,26.0,737-824
163043,3.0,78.0,737-824
163050,3.0,18.0,737-824
163053,3.0,124.0,737-824
163054,3.0,6.0,737-824
163056,3.0,5.0,737-824
163059,3.0,58.0,737-824
163060,3.0,13.0,737-824
163061,3.0,8.0,737-824
163065,3.0,9.0,737-824
163066,3.0,9.0,737-824
163067,3.0,7.0,737-824
163076,3.0,5.0,737-824
163078,3.0,29.0,737-824
163083,3.0,6.0,737-824
163085,3.0,14.0,737-824
163086,3.0,21.0,737-824
163087,3.0,54.0,737-824
163089,3.0,3.0,737-824
163090,3.0,13.0,737-824
163092,3.0,4.0,737-824
163097,3.0,19.0,737-824
163099,3.0,37.0,737-824
163105,3.0,10.0,737-824
163108,3.0,96.0,737-824
163109,3.0,21.0,737-824
163112,3.0,3.0,737-824
163113,3.0,6.0,737-824
163115,3.0,48.0,737-824
163117,3.0,7.0,737-824
163118,3.0,11.0,737-824
163121,3.0,5.0,737-824
163124,3.0,51.0,737-824
163125,3.0,105.0,737-824
163126,3.0,124.0,737-824
163127,3.0,14.0,737-824
163137,3.0,3.0,737-824
163139,3.0,14.0,737-824
163141,3.0,3.0,737-824
163148,3.0,17.0,737-824
163152,3.0,7.0,737-824
163158,3.0,17.0,737-824
163161,3.0,13.0,737-824
163162,3.0,1.0,737-824
163165,3.0,1.0,737-824
163169,3.0,62.0,737-824
163170,3.0,70.0,737-824
163171,3.0,16.0,737-824
163172,3.0,94.0,737-824
163173,3.0,129.0,737-824
163176,3.0,79.0,737-824
163187,3.0,3.0,737-824
163188,3.0,45.0,737-824
163189,3.0,55.0,737-824
163190,3.0,318.0,737-824
163191,3.0,3.0,737-824
163192,3.0,1.0,737-824
163195,3.0,167.0,737-824
163197,3.0,15.0,737-824
163198,3.0,3.0,737-824
163200,3.0,26.0,737-824
163204,3.0,286.0,737-824
163208,3.0,10.0,737-824
163212,3.0,103.0,737-824
163213,3.0,19.0,737-824
163214,3.0,29.0,737-824
163215,3.0,6.0,737-824
163216,3.0,80.0,737-824
163217,3.0,14.0,737-824
163218,3.0,52.0,737-824
163219,3.0,1.0,737-824
163220,3.0,35.0,737-824
163222,3.0,107.0,737-824
163224,3.0,12.0,737-824
163225,3.0,4.0,737-824
163228,3.0,107.0,737-824
163231,3.0,82.0,737-824
163232,3.0,19.0,737-824
163241,3.0,78.0,737-824
163245,3.0,2.0,737-824
163253,3.0,15.0,737-824
163256,3.0,143.0,737-824
163257,3.0,24.0,737-824
163258,3.0,13.0,737-824
163259,3.0,7.0,737-824
163263,3.0,53.0,737-824
163266,3.0,334.0,737-824
163269,3.0,8.0,737-824
163271,3.0,1.0,737-824
163272,3.0,24.0,737-824
163276,3.0,10.0,737-824
163282,3.0,23.0,737-824
163283,3.0,3.0,737-824
163284,3.0,25.0,737-824
163289,3.0,6.0,737-824
163291,3.0,14.0,737-824
163299,3.0,334.0,737-824
163302,3.0,7.0,737-824
163305,3.0,12.0,737-824
163309,3.0,410.0,737-824
163320,3.0,60.0,737-824
163321,3.0,67.0,737-824
163323,3.0,1.0,737-824
163326,3.0,5.0,737-824
163329,3.0,9.0,737-824
163331,3.0,58.0,737-824
163332,3.0,1.0,737-824
163334,3.0,11.0,737-824
163335,3.0,11.0,737-824
163339,3.0,10.0,737-824
163343,3.0,174.0,737-824
163347,3.0,10.0,737-824
163351,3.0,12.0,737-824
163352,3.0,23.0,737-824
163364,3.0,7.0,737-824
163366,3.0,16.0,737-824
163367,3.0,5.0,737-824
163372,3.0,9.0,737-824
163373,3.0,2.0,737-824
163376,3.0,9.0,737-824
163377,3.0,4.0,737-824
163378,3.0,47.0,737-824
163379,3.0,26.0,737-824
163381,3.0,6.0,737-824
163382,3.0,2.0,737-824
163387,3.0,92.0,737-824
163391,3.0,17.0,737-824
163392,3.0,16.0,737-824
163394,3.0,9.0,737-824
163395,3.0,178.0,737-824
163396,3.0,7.0,737-824
163398,3.0,105.0,737-824
163399,3.0,48.0,737-824
163400,3.0,3.0,737-824
163402,3.0,69.0,737-824
163406,3.0,8.0,737-824
163408,3.0,52.0,737-824
163412,3.0,16.0,737-824
163418,3.0,159.0,737-824
163419,3.0,198.0,737-824
163422,3.0,1.0,737-824
163432,3.0,3.0,737-824
163434,3.0,20.0,737-824
163435,3.0,38.0,737-824
163436,3.0,30.0,737-824
163437,3.0,5.0,737-824
163438,3.0,14.0,737-824
163442,3.0,4.0,737-824
163444,3.0,120.0,737-824
163445,3.0,11.0,737-824
163448,3.0,167.0,737-824
163449,3.0,3.0,737-824
163454,3.0,20.0,737-824
163455,3.0,8.0,737-824
163456,3.0,75.0,737-824
163460,3.0,30.0,737-824
163462,3.0,15.0,737-824
163464,3.0,19.0,737-824
163468,3.0,10.0,737-824
163475,3.0,2.0,737-824
163482,3.0,8.0,737-824
163489,3.0,17.0,737-824
163494,3.0,9.0,737-824
163497,3.0,4.0,737-824
163501,3.0,5.0,737-824
163505,3.0,2.0,737-824
163506,3.0,4.0,737-824
163512,3.0,233.0,737-824
163513,3.0,4.0,737-824
163515,3.0,32.0,737-824
163516,3.0,187.0,737-824
163522,3.0,168.0,737-824
163527,3.0,12.0,737-824
163531,3.0,2.0,737-824
163533,3.0,2.0,737-824
163541,3.0,77.0,737-824
163546,3.0,9.0,737-824
163549,3.0,18.0,737-824
163552,3.0,1.0,737-824
163553,3.0,2.0,737-824
163557,3.0,109.0,737-824
163559,3.0,46.0,737-824
163564,3.0,14.0,737-824
163567,3.0,107.0,737-824
163572,3.0,5.0,737-824
163581,3.0,27.0,737-824
163593,3.0,14.0,737-824
163600,3.0,6.0,737-824
163601,3.0,17.0,737-824
163607,3.0,1.0,737-824
163609,3.0,13.0,737-824
163613,3.0,47.0,737-824
163620,3.0,81.0,737-824
163621,3.0,91.0,737-824
163623,3.0,10.0,737-824
163624,3.0,75.0,737-824
163628,3.0,24.0,737-824
163629,3.0,65.0,737-824
163631,3.0,87.0,737-824
163633,3.0,10.0,737-824
163635,3.0,32.0,737-824
163636,3.0,149.0,737-824
163641,3.0,22.0,737-824
163646,3.0,6.0,737-824
163652,3.0,13.0,737-824
163655,3.0,12.0,737-824
163657,3.0,19.0,737-824
163659,3.0,33.0,737-824
163661,3.0,5.0,737-824
163667,3.0,1.0,737-824
163669,3.0,8.0,737-824
163670,3.0,3.0,737-824
163673,3.0,66.0,737-824
163675,3.0,2.0,737-824
163678,3.0,6.0,737-824
163680,3.0,4.0,737-824
163682,3.0,2.0,737-824
163686,3.0,14.0,737-824
163689,3.0,9.0,737-824
163690,3.0,2.0,737-824
163692,3.0,135.0,737-824
163695,3.0,259.0,737-824
163696,3.0,4.0,737-824
163697,3.0,18.0,737-824
163703,3.0,36.0,737-824
163706,3.0,8.0,737-824
163707,3.0,3.0,737-824
163711,3.0,10.0,737-824
163712,3.0,6.0,737-824
163714,3.0,159.0,737-824
163717,3.0,65.0,737-824
163718,3.0,6.0,737-824
163721,3.0,36.0,737-824
163723,3.0,5.0,737-824
163724,3.0,17.0,737-824
163725,3.0,8.0,737-824
163729,3.0,5.0,737-824
163730,3.0,14.0,737-824
163735,3.0,15.0,737-824
163737,3.0,3.0,737-824
163741,3.0,29.0,737-824
163756,3.0,29.0,737-824
163759,3.0,11.0,737-824
163761,3.0,16.0,737-824
163762,3.0,58.0,737-824
163772,3.0,18.0,737-824
163775,3.0,4.0,737-824
163776,3.0,88.0,737-824
163779,3.0,49.0,737-824
163781,3.0,6.0,737-824
163783,3.0,132.0,737-824
163786,3.0,41.0,737-824
163790,3.0,2.0,737-824
163792,3.0,9.0,737-824
163793,3.0,24.0,737-824
163796,3.0,3.0,737-824
163799,3.0,7.0,737-824
163802,3.0,82.0,737-824
163803,3.0,6.0,737-824
163808,3.0,27.0,737-824
163810,3.0,47.0,737-824
163811,3.0,5.0,737-824
163816,3.0,40.0,737-824
163817,3.0,3.0,737-824
163819,3.0,2.0,737-824
163824,3.0,74.0,737-824
163828,3.0,25.0,737-824
163835,3.0,49.0,737-824
163836,3.0,42.0,737-824
163839,3.0,12.0,737-824
163843,3.0,17.0,737-824
163848,3.0,4.0,737-824
163849,3.0,6.0,737-824
163850,3.0,7.0,737-824
163851,3.0,5.0,737-824
163854,3.0,36.0,737-824
163855,3.0,1.0,737-824
163858,3.0,9.0,737-824
163862,3.0,2.0,737-824
163863,3.0,46.0,737-824
163867,3.0,22.0,737-824
163871,3.0,75.0,737-824
163872,3.0,40.0,737-824
163873,3.0,54.0,737-824
163876,3.0,63.0,737-824
163878,3.0,337.0,737-824
163879,3.0,283.0,737-824
163880,3.0,122.0,737-824
163881,3.0,119.0,737-824
163882,3.0,89.0,737-824
163883,3.0,42.0,737-824
163884,3.0,48.0,737-824
163885,3.0,82.0,737-824
163886,3.0,4.0,737-824
163889,3.0,68.0,737-824
163890,3.0,35.0,737-824
163891,3.0,31.0,737-824
163892,3.0,42.0,737-824
163894,3.0,13.0,737-824
163895,3.0,4.0,737-824
163898,3.0,18.0,737-824
163899,3.0,27.0,737-824
163901,3.0,4.0,737-824
163902,3.0,20.0,737-824
163903,3.0,11.0,737-824
163906,3.0,27.0,737-824
163907,3.0,35.0,737-824
163912,3.0,1.0,737-824
163913,3.0,7.0,737-824
163914,3.0,82.0,737-824
163916,3.0,3.0,737-824
163917,3.0,30.0,737-824
163925,3.0,7.0,737-824
163928,3.0,27.0,737-824
163932,3.0,182.0,737-824
163938,3.0,13.0,737-824
163939,3.0,2.0,737-824
163940,3.0,22.0,737-824
163942,3.0,5.0,737-824
163963,3.0,6.0,737-824
163968,3.0,2.0,737-824
163975,3.0,9.0,737-824
163984,3.0,3.0,737-824
163985,3.0,35.0,737-824
163986,3.0,5.0,737-824
163996,3.0,83.0,737-824
164003,3.0,5.0,737-824
164011,3.0,25.0,737-824
164012,3.0,45.0,737-824
164015,3.0,2.0,737-824
164035,3.0,6.0,737-824
164038,3.0,15.0,737-824
164050,3.0,8.0,737-824
164052,3.0,1.0,737-824
164059,3.0,5.0,737-824
164061,3.0,7.0,737-824
164062,3.0,47.0,737-824
164064,3.0,8.0,737-824
164069,3.0,3.0,737-824
164070,3.0,3.0,737-824
164076,3.0,2.0,737-824
164080,3.0,1.0,737-824
164081,3.0,438.0,737-824
164083,3.0,10.0,737-824
164086,3.0,60.0,737-824
164091,3.0,111.0,737-824
164092,3.0,43.0,737-824
164093,3.0,54.0,737-824
164096,3.0,1.0,737-824
164099,3.0,9.0,737-824
164108,3.0,4.0,737-824
164109,3.0,12.0,737-824
164110,3.0,12.0,737-824
164113,3.0,7.0,737-824
164115,3.0,19.0,737-824
164131,3.0,14.0,737-824
164133,3.0,4.0,737-824
164142,3.0,7.0,737-824
164145,3.0,145.0,737-824
164146,3.0,6.0,737-824
164149,3.0,39.0,737-824
164151,3.0,17.0,737-824
164152,3.0,8.0,737-824
164156,3.0,112.0,737-824
164163,3.0,5.0,737-824
164164,3.0,12.0,737-824
164166,3.0,7.0,737-824
164179,3.0,1.0,737-824
164189,3.0,32.0,737-824
164191,3.0,1.0,737-824
164194,3.0,21.0,737-824
164201,3.0,17.0,737-824
164204,3.0,67.0,737-824
164205,3.0,18.0,737-824
164210,3.0,2.0,737-824
164211,3.0,10.0,737-824
164214,3.0,70.0,737-824
164216,3.0,7.0,737-824
164222,3.0,26.0,737-824
164224,3.0,42.0,737-824
164228,3.0,9.0,737-824
164229,3.0,70.0,737-824
164233,3.0,94.0,737-824
164235,3.0,29.0,737-824
164242,3.0,76.0,737-824
164247,3.0,7.0,737-824
164248,3.0,97.0,737-824
164252,3.0,9.0,737-824
164256,3.0,15.0,737-824
164257,3.0,21.0,737-824
164258,3.0,1.0,737-824
164268,3.0,4.0,737-824
164271,3.0,22.0,737-824
164273,3.0,80.0,737-824
164278,3.0,23.0,737-824
164280,3.0,30.0,737-824
164285,3.0,11.0,737-824
164302,3.0,106.0,737-824
164303,3.0,34.0,737-824
164304,3.0,5.0,737-824
164306,3.0,2.0,737-824
164310,3.0,436.0,737-824
164312,3.0,5.0,737-824
164313,3.0,182.0,737-824
164314,3.0,145.0,737-824
164318,3.0,8.0,737-824
164319,3.0,1.0,737-824
164320,3.0,64.0,737-824
164323,3.0,12.0,737-824
164324,3.0,1.0,737-824
164326,3.0,7.0,737-824
164329,3.0,23.0,737-824
164332,3.0,4.0,737-824
164333,3.0,48.0,737-824
164336,3.0,107.0,737-824
164338,3.0,22.0,737-824
164339,3.0,30.0,737-824
164344,3.0,55.0,737-824
164347,3.0,14.0,737-824
164351,3.0,16.0,737-824
164363,3.0,3.0,737-824
164367,3.0,26.0,737-824
164368,3.0,62.0,737-824
164369,3.0,59.0,737-824
164371,3.0,32.0,737-824
164373,3.0,1.0,737-824
164375,3.0,33.0,737-824
164383,3.0,2.0,737-824
164390,3.0,3.0,737-824
164391,3.0,12.0,737-824
164395,3.0,149.0,737-824
164396,3.0,39.0,737-824
164403,3.0,26.0,737-824
164418,3.0,185.0,737-824
164422,3.0,6.0,737-824
164425,3.0,6.0,737-824
164427,3.0,31.0,737-824
164432,3.0,248.0,737-824
164439,3.0,6.0,737-824
164442,3.0,2.0,737-824
164450,3.0,58.0,737-824
164455,3.0,4.0,737-824
164461,3.0,13.0,737-824
164462,3.0,18.0,737-824
164463,3.0,252.0,737-824
164465,3.0,32.0,737-824
164468,3.0,102.0,737-824
164471,3.0,5.0,737-824
164478,3.0,5.0,737-824
164479,3.0,13.0,737-824
164480,3.0,217.0,737-824
164481,3.0,12.0,737-824
164483,3.0,6.0,737-824
164488,3.0,1.0,737-824
164489,3.0,56.0,737-824
164490,3.0,42.0,737-824
164493,3.0,5.0,737-824
164494,3.0,25.0,737-824
164495,3.0,1.0,737-824
164496,3.0,14.0,737-824
164498,3.0,52.0,737-824
164499,3.0,15.0,737-824
164502,3.0,46.0,737-824
164503,3.0,5.0,737-824
164505,3.0,38.0,737-824
164506,3.0,6.0,737-824
164507,3.0,6.0,737-824
164514,3.0,10.0,737-824
164530,3.0,59.0,737-824
164532,3.0,7.0,737-824
164533,3.0,4.0,737-824
164535,3.0,7.0,737-824
164537,3.0,10.0,737-824
164538,3.0,30.0,737-824
164541,3.0,26.0,737-824
164544,3.0,41.0,737-824
164545,3.0,11.0,737-824
164546,3.0,75.0,737-824
164549,3.0,60.0,737-824
164550,3.0,10.0,737-824
164556,3.0,93.0,737-824
164557,3.0,110.0,737-824
164560,3.0,28.0,737-824
164561,3.0,46.0,737-824
164563,3.0,94.0,737-824
164566,3.0,21.0,737-824
164568,3.0,5.0,737-824
164570,3.0,49.0,737-824
164572,3.0,16.0,737-824
164575,3.0,51.0,737-824
164576,3.0,19.0,737-824
164579,3.0,11.0,737-824
164587,3.0,12.0,737-824
164589,3.0,2.0,737-824
164590,3.0,13.0,737-824
164591,3.0,52.0,737-824
164593,3.0,2.0,737-824
164600,3.0,7.0,737-824
164602,3.0,6.0,737-824
164604,3.0,107.0,737-824
164611,3.0,7.0,737-824
164613,3.0,40.0,737-824
164614,3.0,27.0,737-824
164615,3.0,8.0,737-824
164617,3.0,3.0,737-824
