,age,delay_sum,model
7907,7.0,172.0,757-224
7908,7.0,15.0,757-224
7909,7.0,8.0,757-224
7910,7.0,1.0,757-224
7911,7.0,50.0,757-224
7915,7.0,73.0,757-224
7917,7.0,24.0,757-224
7918,7.0,8.0,757-224
7922,7.0,332.0,757-224
7923,7.0,5.0,757-224
7926,7.0,247.0,757-224
7927,7.0,40.0,757-224
7928,7.0,17.0,757-224
7930,7.0,3.0,757-224
7931,7.0,271.0,757-224
7936,7.0,22.0,757-224
7937,7.0,7.0,757-224
7949,7.0,18.0,757-224
7950,7.0,44.0,757-224
7952,7.0,21.0,757-224
7954,7.0,10.0,757-224
7955,7.0,13.0,757-224
7956,7.0,43.0,757-224
7957,7.0,41.0,757-224
7958,7.0,50.0,757-224
7959,7.0,40.0,757-224
7960,7.0,6.0,757-224
7961,7.0,16.0,757-224
7967,7.0,16.0,757-224
7969,7.0,58.0,757-224
7976,7.0,22.0,757-224
7979,7.0,8.0,757-224
7983,7.0,7.0,757-224
7987,7.0,117.0,757-224
7991,7.0,34.0,757-224
7992,7.0,167.0,757-224
7994,7.0,3.0,757-224
8001,7.0,56.0,757-224
8002,7.0,74.0,757-224
8004,7.0,16.0,757-224
8006,7.0,36.0,757-224
8007,7.0,4.0,757-224
8012,7.0,3.0,757-224
8013,7.0,126.0,757-224
8014,7.0,1.0,757-224
8015,7.0,10.0,757-224
8016,7.0,22.0,757-224
8020,7.0,4.0,757-224
8022,7.0,6.0,757-224
8023,7.0,5.0,757-224
8024,7.0,103.0,757-224
8025,7.0,3.0,757-224
8026,7.0,28.0,757-224
8028,7.0,21.0,757-224
8029,7.0,43.0,757-224
8030,7.0,12.0,757-224
8032,7.0,3.0,757-224
8033,7.0,124.0,757-224
8037,7.0,11.0,757-224
8038,7.0,42.0,757-224
8039,7.0,25.0,757-224
8040,7.0,6.0,757-224
8052,7.0,79.0,757-224
8053,7.0,106.0,757-224
8054,7.0,82.0,757-224
8055,7.0,4.0,757-224
8056,7.0,5.0,757-224
8059,7.0,23.0,757-224
8066,7.0,25.0,757-224
8071,7.0,188.0,757-224
8073,7.0,13.0,757-224
8077,7.0,17.0,757-224
8079,7.0,6.0,757-224
8082,7.0,52.0,757-224
8083,7.0,28.0,757-224
8084,7.0,2.0,757-224
8085,7.0,33.0,757-224
8086,7.0,19.0,757-224
8090,7.0,3.0,757-224
8091,7.0,6.0,757-224
8094,7.0,36.0,757-224
8095,7.0,181.0,757-224
8102,7.0,678.0,757-224
8104,7.0,8.0,757-224
8105,7.0,7.0,757-224
8107,7.0,2.0,757-224
8109,7.0,3.0,757-224
8112,7.0,5.0,757-224
8114,7.0,81.0,757-224
8115,7.0,115.0,757-224
8117,7.0,14.0,757-224
8119,7.0,43.0,757-224
8121,7.0,7.0,757-224
8122,7.0,18.0,757-224
8123,7.0,13.0,757-224
8126,7.0,11.0,757-224
8127,7.0,45.0,757-224
8128,7.0,12.0,757-224
8129,7.0,1.0,757-224
8133,7.0,19.0,757-224
8135,7.0,11.0,757-224
8137,7.0,100.0,757-224
8138,7.0,11.0,757-224
8139,7.0,4.0,757-224
8141,7.0,192.0,757-224
8144,7.0,7.0,757-224
8145,7.0,27.0,757-224
8146,7.0,29.0,757-224
8149,7.0,117.0,757-224
8150,7.0,127.0,757-224
8152,7.0,29.0,757-224
8153,7.0,19.0,757-224
8154,7.0,244.0,757-224
8157,7.0,40.0,757-224
8158,7.0,128.0,757-224
8161,7.0,55.0,757-224
8162,7.0,83.0,757-224
8163,7.0,107.0,757-224
8166,7.0,26.0,757-224
8167,7.0,5.0,757-224
8168,7.0,65.0,757-224
8169,7.0,6.0,757-224
8170,7.0,60.0,757-224
8171,7.0,74.0,757-224
8175,7.0,4.0,757-224
8176,7.0,2.0,757-224
8178,7.0,11.0,757-224
8179,7.0,322.0,757-224
8183,7.0,266.0,757-224
8185,7.0,1.0,757-224
8186,7.0,63.0,757-224
8192,7.0,61.0,757-224
8194,7.0,12.0,757-224
8198,7.0,44.0,757-224
8202,7.0,35.0,757-224
8203,7.0,29.0,757-224
8204,7.0,66.0,757-224
8205,7.0,2.0,757-224
8206,7.0,22.0,757-224
8207,7.0,111.0,757-224
8208,7.0,106.0,757-224
8211,7.0,82.0,757-224
8212,7.0,1.0,757-224
8216,7.0,72.0,757-224
8219,7.0,11.0,757-224
8222,7.0,152.0,757-224
8223,7.0,69.0,757-224
8224,7.0,81.0,757-224
8225,7.0,129.0,757-224
8229,7.0,1.0,757-224
8230,7.0,11.0,757-224
8233,7.0,4.0,757-224
8236,7.0,10.0,757-224
8239,7.0,8.0,757-224
8241,7.0,2.0,757-224
8242,7.0,192.0,757-224
8243,7.0,19.0,757-224
8244,6.0,94.0,757-224
8248,6.0,30.0,757-224
8252,6.0,17.0,757-224
8254,6.0,1.0,757-224
8255,6.0,3.0,757-224
8256,6.0,340.0,757-224
8257,6.0,44.0,757-224
8258,6.0,69.0,757-224
8259,6.0,59.0,757-224
8261,6.0,63.0,757-224
8263,6.0,24.0,757-224
8267,6.0,37.0,757-224
8268,6.0,75.0,757-224
8269,6.0,64.0,757-224
8270,6.0,74.0,757-224
8271,6.0,84.0,757-224
8273,6.0,3.0,757-224
8275,6.0,8.0,757-224
8277,6.0,15.0,757-224
8278,6.0,4.0,757-224
8280,6.0,26.0,757-224
8281,6.0,24.0,757-224
8284,6.0,52.0,757-224
8285,6.0,10.0,757-224
8286,6.0,1.0,757-224
8290,6.0,39.0,757-224
8291,6.0,64.0,757-224
8292,6.0,43.0,757-224
8294,6.0,27.0,757-224
8295,6.0,45.0,757-224
8296,6.0,4.0,757-224
8299,6.0,29.0,757-224
8300,6.0,202.0,757-224
8301,6.0,181.0,757-224
8302,6.0,10.0,757-224
8305,6.0,77.0,757-224
8306,6.0,10.0,757-224
8307,6.0,119.0,757-224
8312,6.0,57.0,757-224
8313,6.0,22.0,757-224
8317,6.0,725.0,757-224
8320,6.0,118.0,757-224
8322,6.0,115.0,757-224
8323,6.0,58.0,757-224
8324,6.0,21.0,757-224
8326,6.0,18.0,757-224
8327,6.0,9.0,757-224
8332,6.0,19.0,757-224
8333,6.0,157.0,757-224
8334,6.0,24.0,757-224
8338,6.0,4.0,757-224
8339,6.0,5.0,757-224
8340,6.0,17.0,757-224
8342,6.0,6.0,757-224
8344,6.0,197.0,757-224
8345,6.0,9.0,757-224
8346,6.0,214.0,757-224
8347,6.0,1.0,757-224
8348,6.0,74.0,757-224
8349,6.0,10.0,757-224
8357,6.0,26.0,757-224
8358,6.0,9.0,757-224
8359,6.0,18.0,757-224
8367,6.0,14.0,757-224
8369,6.0,2.0,757-224
8370,6.0,7.0,757-224
8371,6.0,11.0,757-224
8372,6.0,21.0,757-224
8375,6.0,2.0,757-224
8377,6.0,181.0,757-224
8378,6.0,19.0,757-224
8379,6.0,12.0,757-224
8380,6.0,19.0,757-224
8385,6.0,149.0,757-224
8387,6.0,32.0,757-224
8391,6.0,39.0,757-224
8392,6.0,69.0,757-224
8393,6.0,1.0,757-224
8395,6.0,20.0,757-224
8396,6.0,143.0,757-224
8397,6.0,11.0,757-224
8398,6.0,81.0,757-224
8399,6.0,54.0,757-224
8402,6.0,102.0,757-224
8403,6.0,303.0,757-224
8404,6.0,11.0,757-224
8406,6.0,32.0,757-224
8407,6.0,90.0,757-224
8410,6.0,33.0,757-224
8411,6.0,11.0,757-224
8412,6.0,4.0,757-224
8414,6.0,20.0,757-224
8416,6.0,12.0,757-224
8418,6.0,1.0,757-224
8419,6.0,11.0,757-224
8421,6.0,7.0,757-224
8424,6.0,5.0,757-224
8428,6.0,12.0,757-224
8429,6.0,39.0,757-224
8430,6.0,35.0,757-224
8433,6.0,16.0,757-224
8434,6.0,32.0,757-224
8436,6.0,17.0,757-224
8437,6.0,42.0,757-224
8439,6.0,21.0,757-224
8441,6.0,20.0,757-224
8444,6.0,6.0,757-224
8445,6.0,69.0,757-224
8448,6.0,9.0,757-224
8450,6.0,5.0,757-224
8451,6.0,35.0,757-224
8452,6.0,15.0,757-224
8454,6.0,46.0,757-224
8455,6.0,66.0,757-224
8459,6.0,141.0,757-224
8460,6.0,94.0,757-224
8461,6.0,10.0,757-224
8462,6.0,10.0,757-224
8465,6.0,11.0,757-224
8468,6.0,3.0,757-224
8469,6.0,117.0,757-224
8470,6.0,13.0,757-224
8471,6.0,18.0,757-224
8473,6.0,14.0,757-224
8475,6.0,3.0,757-224
8476,6.0,27.0,757-224
8477,6.0,6.0,757-224
8478,6.0,2.0,757-224
8479,6.0,34.0,757-224
8482,6.0,36.0,757-224
8483,6.0,53.0,757-224
8487,6.0,52.0,757-224
8489,6.0,23.0,757-224
8490,6.0,31.0,757-224
8491,6.0,13.0,757-224
8492,6.0,28.0,757-224
8497,6.0,81.0,757-224
8498,6.0,15.0,757-224
8499,6.0,33.0,757-224
8500,6.0,74.0,757-224
8501,6.0,34.0,757-224
8502,6.0,8.0,757-224
8507,6.0,3.0,757-224
8510,6.0,43.0,757-224
8511,6.0,68.0,757-224
8514,6.0,30.0,757-224
8516,6.0,119.0,757-224
8517,6.0,34.0,757-224
8518,6.0,3.0,757-224
8520,6.0,23.0,757-224
8524,6.0,52.0,757-224
8526,6.0,2.0,757-224
8528,6.0,15.0,757-224
8530,6.0,213.0,757-224
8531,6.0,103.0,757-224
8534,6.0,20.0,757-224
8536,6.0,138.0,757-224
8537,6.0,112.0,757-224
8539,6.0,22.0,757-224
8542,6.0,117.0,757-224
8543,6.0,36.0,757-224
8544,6.0,75.0,757-224
8545,6.0,86.0,757-224
8548,6.0,392.0,757-224
8549,6.0,216.0,757-224
8550,6.0,13.0,757-224
8551,6.0,17.0,757-224
8552,6.0,145.0,757-224
8553,6.0,1.0,757-224
8554,6.0,1.0,757-224
8559,6.0,114.0,757-224
8560,6.0,4.0,757-224
8568,6.0,156.0,757-224
8570,6.0,4.0,757-224
8571,6.0,318.0,757-224
8572,6.0,48.0,757-224
8575,6.0,103.0,757-224
8576,6.0,14.0,757-224
8578,6.0,17.0,757-224
8579,6.0,5.0,757-224
8581,6.0,281.0,757-224
8583,6.0,13.0,757-224
8586,6.0,8.0,757-224
8588,6.0,11.0,757-224
8592,6.0,160.0,757-224
8593,6.0,24.0,757-224
8594,6.0,46.0,757-224
8595,6.0,104.0,757-224
8597,6.0,152.0,757-224
8600,6.0,9.0,757-224
8602,6.0,37.0,757-224
8603,6.0,21.0,757-224
8604,6.0,49.0,757-224
8609,6.0,221.0,757-224
8614,6.0,667.0,757-224
8615,6.0,56.0,757-224
8617,6.0,68.0,757-224
8618,6.0,5.0,757-224
8619,6.0,55.0,757-224
8623,6.0,45.0,757-224
8633,6.0,15.0,757-224
8637,6.0,2.0,757-224
8639,6.0,4.0,757-224
8640,6.0,9.0,757-224
8641,6.0,68.0,757-224
8644,6.0,16.0,757-224
8646,6.0,1.0,757-224
8649,6.0,20.0,757-224
8650,6.0,11.0,757-224
8651,6.0,2.0,757-224
8661,6.0,16.0,757-224
8662,6.0,24.0,757-224
8664,6.0,10.0,757-224
8681,6.0,37.0,757-224
8683,6.0,45.0,757-224
8685,6.0,6.0,757-224
8686,6.0,4.0,757-224
8692,6.0,21.0,757-224
8697,6.0,233.0,757-224
8701,6.0,13.0,757-224
8702,6.0,43.0,757-224
8703,6.0,25.0,757-224
8705,6.0,8.0,757-224
8706,6.0,5.0,757-224
8709,6.0,19.0,757-224
8712,6.0,3.0,757-224
8713,6.0,26.0,757-224
8715,6.0,16.0,757-224
8716,6.0,43.0,757-224
8717,6.0,12.0,757-224
8721,6.0,9.0,757-224
8724,6.0,101.0,757-224
8726,6.0,524.0,757-224
8730,6.0,25.0,757-224
8731,6.0,13.0,757-224
8732,6.0,34.0,757-224
8734,6.0,19.0,757-224
8737,6.0,8.0,757-224
8738,6.0,16.0,757-224
8740,6.0,12.0,757-224
8742,6.0,6.0,757-224
8743,6.0,4.0,757-224
8745,6.0,7.0,757-224
8747,6.0,3.0,757-224
8748,6.0,9.0,757-224
8749,6.0,1.0,757-224
8753,6.0,22.0,757-224
8754,6.0,4.0,757-224
8755,6.0,97.0,757-224
8756,6.0,4.0,757-224
8757,6.0,48.0,757-224
8759,6.0,33.0,757-224
8760,6.0,105.0,757-224
8762,6.0,62.0,757-224
8765,6.0,5.0,757-224
8773,6.0,3.0,757-224
8777,6.0,46.0,757-224
8778,6.0,7.0,757-224
8782,6.0,7.0,757-224
8783,6.0,23.0,757-224
8785,6.0,16.0,757-224
8787,6.0,6.0,757-224
8792,6.0,2.0,757-224
8793,6.0,8.0,757-224
8795,6.0,4.0,757-224
8796,6.0,2.0,757-224
8797,6.0,6.0,757-224
8799,6.0,31.0,757-224
8803,6.0,77.0,757-224
8805,6.0,7.0,757-224
8806,6.0,38.0,757-224
8808,6.0,3.0,757-224
8811,6.0,3.0,757-224
8812,6.0,98.0,757-224
8817,6.0,8.0,757-224
8818,6.0,40.0,757-224
8820,6.0,17.0,757-224
8821,5.0,2.0,757-224
8822,5.0,14.0,757-224
8823,5.0,2.0,757-224
8826,5.0,6.0,757-224
8827,5.0,22.0,757-224
8829,5.0,72.0,757-224
8831,5.0,166.0,757-224
8832,5.0,19.0,757-224
8834,5.0,61.0,757-224
8836,5.0,27.0,757-224
8837,5.0,82.0,757-224
8838,5.0,7.0,757-224
8839,5.0,86.0,757-224
8840,5.0,1.0,757-224
8842,5.0,12.0,757-224
8843,5.0,85.0,757-224
8845,5.0,58.0,757-224
8849,5.0,116.0,757-224
8851,5.0,55.0,757-224
8852,5.0,141.0,757-224
8854,5.0,102.0,757-224
8857,5.0,204.0,757-224
8860,5.0,36.0,757-224
8864,5.0,2.0,757-224
8865,5.0,7.0,757-224
8867,5.0,4.0,757-224
8869,5.0,694.0,757-224
8870,5.0,82.0,757-224
8874,5.0,10.0,757-224
8875,5.0,5.0,757-224
8876,5.0,12.0,757-224
8877,5.0,78.0,757-224
8878,5.0,20.0,757-224
8879,5.0,42.0,757-224
8880,5.0,10.0,757-224
8881,5.0,75.0,757-224
8885,5.0,9.0,757-224
8893,5.0,13.0,757-224
8895,5.0,8.0,757-224
8896,5.0,22.0,757-224
8897,5.0,4.0,757-224
8900,5.0,12.0,757-224
8901,5.0,16.0,757-224
8902,5.0,81.0,757-224
8903,5.0,20.0,757-224
8905,5.0,4.0,757-224
8906,5.0,7.0,757-224
8908,5.0,153.0,757-224
8916,5.0,73.0,757-224
8917,5.0,2.0,757-224
8918,5.0,13.0,757-224
8922,5.0,374.0,757-224
8923,5.0,1.0,757-224
8925,5.0,1.0,757-224
8926,5.0,16.0,757-224
8927,5.0,11.0,757-224
8928,5.0,21.0,757-224
8929,5.0,8.0,757-224
8932,5.0,27.0,757-224
8933,5.0,65.0,757-224
8934,5.0,57.0,757-224
8935,5.0,13.0,757-224
8936,5.0,12.0,757-224
8939,5.0,16.0,757-224
8941,5.0,5.0,757-224
8948,5.0,38.0,757-224
8949,5.0,1.0,757-224
8950,5.0,33.0,757-224
8956,5.0,9.0,757-224
8957,5.0,3.0,757-224
8959,5.0,6.0,757-224
8960,5.0,42.0,757-224
8961,5.0,71.0,757-224
8963,5.0,6.0,757-224
8965,5.0,8.0,757-224
8971,5.0,22.0,757-224
8974,5.0,4.0,757-224
8975,5.0,1.0,757-224
8976,5.0,187.0,757-224
8977,5.0,10.0,757-224
8978,5.0,43.0,757-224
8979,5.0,118.0,757-224
8980,5.0,41.0,757-224
8981,5.0,178.0,757-224
8982,5.0,176.0,757-224
8983,5.0,12.0,757-224
8984,5.0,71.0,757-224
8988,5.0,1.0,757-224
8990,5.0,3.0,757-224
8994,5.0,28.0,757-224
8997,5.0,9.0,757-224
8998,5.0,9.0,757-224
9000,5.0,145.0,757-224
9001,5.0,4.0,757-224
9002,5.0,11.0,757-224
9008,5.0,19.0,757-224
9009,5.0,31.0,757-224
9012,5.0,64.0,757-224
9013,5.0,23.0,757-224
9015,5.0,55.0,757-224
9018,5.0,94.0,757-224
9025,5.0,7.0,757-224
9026,5.0,7.0,757-224
9028,5.0,59.0,757-224
9034,5.0,32.0,757-224
9035,5.0,192.0,757-224
9038,5.0,3.0,757-224
9039,5.0,152.0,757-224
9040,5.0,7.0,757-224
9042,5.0,22.0,757-224
9043,5.0,5.0,757-224
9046,5.0,176.0,757-224
9049,5.0,18.0,757-224
9050,5.0,15.0,757-224
9052,5.0,3.0,757-224
9054,5.0,11.0,757-224
9055,5.0,5.0,757-224
9056,5.0,12.0,757-224
9057,5.0,5.0,757-224
9060,5.0,55.0,757-224
9065,5.0,6.0,757-224
9066,5.0,25.0,757-224
9069,5.0,25.0,757-224
9070,5.0,3.0,757-224
9071,5.0,94.0,757-224
9072,5.0,2.0,757-224
9075,5.0,678.0,757-224
9076,5.0,6.0,757-224
9079,5.0,46.0,757-224
9080,5.0,25.0,757-224
9081,5.0,17.0,757-224
9082,5.0,17.0,757-224
9083,5.0,15.0,757-224
9084,5.0,21.0,757-224
9085,5.0,45.0,757-224
9087,5.0,38.0,757-224
9089,5.0,20.0,757-224
9091,5.0,61.0,757-224
9092,5.0,32.0,757-224
9093,5.0,4.0,757-224
9094,5.0,30.0,757-224
9098,5.0,31.0,757-224
9099,5.0,4.0,757-224
9100,5.0,300.0,757-224
9101,5.0,76.0,757-224
9102,5.0,75.0,757-224
9103,5.0,54.0,757-224
9104,5.0,24.0,757-224
9108,5.0,26.0,757-224
9109,5.0,52.0,757-224
9110,5.0,7.0,757-224
9118,5.0,5.0,757-224
9120,5.0,70.0,757-224
9124,5.0,11.0,757-224
9125,5.0,8.0,757-224
9128,5.0,150.0,757-224
9130,5.0,3.0,757-224
9132,5.0,371.0,757-224
9133,5.0,34.0,757-224
9134,5.0,136.0,757-224
9135,5.0,2.0,757-224
9136,5.0,163.0,757-224
9137,5.0,395.0,757-224
9139,5.0,97.0,757-224
9140,5.0,55.0,757-224
9141,5.0,13.0,757-224
9142,5.0,4.0,757-224
9144,5.0,5.0,757-224
9146,5.0,2.0,757-224
9147,5.0,74.0,757-224
9149,5.0,26.0,757-224
9150,5.0,99.0,757-224
9152,5.0,70.0,757-224
9153,5.0,29.0,757-224
9154,5.0,82.0,757-224
9155,5.0,25.0,757-224
9156,5.0,17.0,757-224
9157,5.0,28.0,757-224
9160,5.0,14.0,757-224
9163,5.0,671.0,757-224
9167,5.0,9.0,757-224
9171,5.0,14.0,757-224
9172,5.0,43.0,757-224
9173,5.0,3.0,757-224
9174,5.0,76.0,757-224
9180,5.0,51.0,757-224
9182,5.0,40.0,757-224
9184,5.0,5.0,757-224
9185,5.0,2.0,757-224
9186,5.0,3.0,757-224
9188,5.0,3.0,757-224
9198,5.0,52.0,757-224
9202,5.0,13.0,757-224
9214,5.0,33.0,757-224
9217,5.0,1.0,757-224
9222,5.0,23.0,757-224
9226,5.0,19.0,757-224
9227,5.0,38.0,757-224
9228,5.0,8.0,757-224
9232,5.0,120.0,757-224
9234,5.0,89.0,757-224
9235,5.0,2.0,757-224
9237,5.0,26.0,757-224
9238,5.0,4.0,757-224
9239,5.0,26.0,757-224
9241,5.0,41.0,757-224
9244,5.0,169.0,757-224
9245,5.0,15.0,757-224
9247,5.0,9.0,757-224
9248,5.0,49.0,757-224
9249,5.0,54.0,757-224
9252,5.0,30.0,757-224
9254,5.0,23.0,757-224
9256,5.0,13.0,757-224
9260,5.0,5.0,757-224
9267,5.0,2.0,757-224
9268,5.0,11.0,757-224
9270,5.0,6.0,757-224
9271,5.0,211.0,757-224
9272,5.0,77.0,757-224
9273,5.0,87.0,757-224
9274,5.0,30.0,757-224
9276,5.0,40.0,757-224
9279,5.0,56.0,757-224
9285,5.0,13.0,757-224
9286,5.0,14.0,757-224
9287,5.0,6.0,757-224
9289,5.0,33.0,757-224
9290,5.0,49.0,757-224
9291,5.0,28.0,757-224
9292,5.0,10.0,757-224
9293,5.0,97.0,757-224
9295,5.0,22.0,757-224
9296,5.0,108.0,757-224
9297,5.0,14.0,757-224
9298,5.0,74.0,757-224
9299,5.0,14.0,757-224
9300,5.0,39.0,757-224
9301,5.0,24.0,757-224
9302,5.0,11.0,757-224
9304,5.0,2.0,757-224
9306,5.0,1.0,757-224
9307,5.0,11.0,757-224
9308,5.0,1.0,757-224
9310,5.0,18.0,757-224
9311,5.0,12.0,757-224
9312,5.0,5.0,757-224
9313,5.0,30.0,757-224
9314,5.0,10.0,757-224
9315,5.0,3.0,757-224
9316,5.0,33.0,757-224
9317,5.0,19.0,757-224
9318,5.0,84.0,757-224
9320,5.0,24.0,757-224
9321,5.0,31.0,757-224
9326,5.0,10.0,757-224
9327,5.0,23.0,757-224
9328,5.0,43.0,757-224
9330,5.0,32.0,757-224
9331,5.0,67.0,757-224
9332,5.0,18.0,757-224
9337,5.0,40.0,757-224
9340,3.0,183.0,757-224
9342,3.0,14.0,757-224
9344,3.0,67.0,757-224
9345,3.0,150.0,757-224
9347,3.0,51.0,757-224
9350,3.0,4.0,757-224
9353,3.0,254.0,757-224
9354,3.0,18.0,757-224
9357,3.0,201.0,757-224
9359,3.0,115.0,757-224
9360,3.0,212.0,757-224
9361,3.0,31.0,757-224
9363,3.0,88.0,757-224
9364,3.0,223.0,757-224
9369,3.0,236.0,757-224
9372,3.0,261.0,757-224
9373,3.0,221.0,757-224
9376,3.0,2.0,757-224
9379,3.0,28.0,757-224
9382,3.0,4.0,757-224
9385,3.0,127.0,757-224
9386,3.0,104.0,757-224
9387,3.0,14.0,757-224
9391,3.0,3.0,757-224
9394,3.0,40.0,757-224
9395,3.0,24.0,757-224
9396,3.0,11.0,757-224
9397,3.0,16.0,757-224
9398,3.0,60.0,757-224
9401,3.0,4.0,757-224
9402,3.0,65.0,757-224
9403,3.0,2.0,757-224
9409,3.0,10.0,757-224
9410,3.0,13.0,757-224
9411,3.0,6.0,757-224
9412,3.0,87.0,757-224
9413,3.0,16.0,757-224
9414,3.0,13.0,757-224
9415,3.0,19.0,757-224
9416,3.0,10.0,757-224
9418,3.0,75.0,757-224
9420,3.0,45.0,757-224
9422,3.0,164.0,757-224
9424,3.0,21.0,757-224
9429,3.0,23.0,757-224
9430,3.0,228.0,757-224
9433,3.0,3.0,757-224
9435,3.0,33.0,757-224
9438,3.0,13.0,757-224
9445,3.0,34.0,757-224
9446,3.0,21.0,757-224
9448,3.0,47.0,757-224
9449,3.0,9.0,757-224
9453,3.0,13.0,757-224
9454,3.0,5.0,757-224
9455,3.0,9.0,757-224
9457,3.0,18.0,757-224
9458,3.0,402.0,757-224
9461,3.0,19.0,757-224
9462,3.0,30.0,757-224
9464,3.0,8.0,757-224
9465,3.0,9.0,757-224
9466,3.0,60.0,757-224
9468,3.0,24.0,757-224
9469,3.0,8.0,757-224
9470,3.0,22.0,757-224
9471,3.0,11.0,757-224
9472,3.0,4.0,757-224
9473,3.0,3.0,757-224
9474,3.0,15.0,757-224
9475,3.0,35.0,757-224
9476,3.0,8.0,757-224
9482,3.0,24.0,757-224
9483,3.0,37.0,757-224
9487,3.0,30.0,757-224
9488,3.0,6.0,757-224
9491,3.0,8.0,757-224
9492,3.0,9.0,757-224
9494,3.0,2.0,757-224
9505,3.0,2.0,757-224
9507,3.0,14.0,757-224
9508,3.0,15.0,757-224
9509,3.0,11.0,757-224
9516,3.0,13.0,757-224
9517,3.0,45.0,757-224
9518,3.0,3.0,757-224
9520,3.0,13.0,757-224
9521,3.0,713.0,757-224
9527,3.0,12.0,757-224
9532,3.0,118.0,757-224
9533,3.0,3.0,757-224
9535,3.0,182.0,757-224
9536,3.0,65.0,757-224
9539,3.0,244.0,757-224
9540,3.0,24.0,757-224
9543,3.0,42.0,757-224
9546,3.0,18.0,757-224
9547,3.0,91.0,757-224
9553,3.0,51.0,757-224
9554,3.0,112.0,757-224
9555,3.0,6.0,757-224
9557,3.0,30.0,757-224
9559,3.0,286.0,757-224
9561,3.0,27.0,757-224
9563,3.0,35.0,757-224
9566,3.0,90.0,757-224
9571,3.0,6.0,757-224
9572,3.0,69.0,757-224
9575,3.0,410.0,757-224
9578,3.0,357.0,757-224
9579,3.0,200.0,757-224
9580,3.0,19.0,757-224
9581,3.0,374.0,757-224
9585,3.0,35.0,757-224
9587,3.0,22.0,757-224
9588,3.0,14.0,757-224
9589,3.0,57.0,757-224
9590,3.0,288.0,757-224
9591,3.0,19.0,757-224
9592,3.0,18.0,757-224
9594,3.0,17.0,757-224
9595,3.0,345.0,757-224
9598,3.0,8.0,757-224
9599,3.0,5.0,757-224
9600,3.0,274.0,757-224
9601,3.0,19.0,757-224
9603,3.0,10.0,757-224
9604,3.0,8.0,757-224
9605,3.0,7.0,757-224
9608,3.0,2.0,757-224
9609,3.0,5.0,757-224
9610,3.0,4.0,757-224
9611,3.0,28.0,757-224
9612,3.0,179.0,757-224
9613,3.0,443.0,757-224
9614,3.0,297.0,757-224
9615,3.0,351.0,757-224
9617,3.0,26.0,757-224
9620,3.0,87.0,757-224
9622,3.0,3.0,757-224
9625,3.0,9.0,757-224
9633,3.0,1.0,757-224
9641,3.0,14.0,757-224
9642,3.0,7.0,757-224
9653,3.0,104.0,757-224
9655,3.0,2.0,757-224
9657,3.0,19.0,757-224
9658,3.0,4.0,757-224
9662,3.0,18.0,757-224
9663,3.0,158.0,757-224
9664,3.0,151.0,757-224
9665,3.0,210.0,757-224
9666,3.0,1.0,757-224
9667,3.0,2.0,757-224
9668,3.0,8.0,757-224
9670,3.0,19.0,757-224
9672,3.0,5.0,757-224
9674,3.0,14.0,757-224
9682,3.0,2.0,757-224
9683,3.0,27.0,757-224
9688,3.0,36.0,757-224
9689,3.0,9.0,757-224
9690,3.0,18.0,757-224
9692,3.0,45.0,757-224
9694,3.0,17.0,757-224
9696,3.0,54.0,757-224
9697,3.0,50.0,757-224
9698,3.0,6.0,757-224
9701,3.0,5.0,757-224
9703,3.0,69.0,757-224
9704,3.0,9.0,757-224
9707,3.0,20.0,757-224
9708,3.0,4.0,757-224
9712,3.0,2.0,757-224
9716,3.0,12.0,757-224
9717,3.0,24.0,757-224
9725,3.0,2.0,757-224
9726,3.0,5.0,757-224
9743,3.0,18.0,757-224
9746,3.0,14.0,757-224
9747,3.0,2.0,757-224
9754,3.0,16.0,757-224
9760,3.0,20.0,757-224
9762,3.0,23.0,757-224
9765,3.0,3.0,757-224
9766,3.0,69.0,757-224
9769,3.0,65.0,757-224
9770,3.0,10.0,757-224
9771,3.0,2.0,757-224
9772,3.0,366.0,757-224
9773,3.0,205.0,757-224
9776,3.0,33.0,757-224
9777,3.0,67.0,757-224
9780,3.0,6.0,757-224
9787,3.0,10.0,757-224
9802,3.0,99.0,757-224
9804,3.0,65.0,757-224
9805,3.0,53.0,757-224
9809,3.0,5.0,757-224
9815,3.0,6.0,757-224
9816,3.0,26.0,757-224
9817,3.0,10.0,757-224
9818,3.0,1.0,757-224
9821,3.0,11.0,757-224
9822,3.0,20.0,757-224
9825,3.0,1.0,757-224
9830,3.0,3.0,757-224
9831,3.0,6.0,757-224
9832,3.0,1.0,757-224
9833,3.0,45.0,757-224
9834,3.0,12.0,757-224
9837,3.0,8.0,757-224
9843,3.0,17.0,757-224
9845,3.0,22.0,757-224
9846,3.0,11.0,757-224
9851,3.0,11.0,757-224
9853,3.0,26.0,757-224
9857,3.0,69.0,757-224
9863,3.0,101.0,757-224
9865,3.0,30.0,757-224
9866,3.0,15.0,757-224
9867,3.0,15.0,757-224
9869,3.0,6.0,757-224
9870,3.0,73.0,757-224
9871,3.0,38.0,757-224
9872,3.0,4.0,757-224
9876,3.0,24.0,757-224
9877,3.0,128.0,757-224
9880,3.0,8.0,757-224
9881,3.0,10.0,757-224
9882,3.0,131.0,757-224
9883,3.0,13.0,757-224
9884,3.0,34.0,757-224
9888,3.0,38.0,757-224
9889,3.0,60.0,757-224
9891,3.0,10.0,757-224
