,UniqueCarrier,Description,Origin,Distance,lat,long
603,DH,Independence Air,GRR,180.75096525096524,42.88081972,-85.52276778
604,DL,Delta Air Lines Inc.,GRR,283.93839260711286,42.88081972,-85.52276778
605,EV,Atlantic Southeast Airlines,GRR,611.021855345912,42.88081972,-85.52276778
606,MQ,American Eagle Airlines Inc.,GRR,387.9088584152741,42.88081972,-85.52276778
607,NW,Northwest Airlines Inc.,GRR,258.72901826001805,42.88081972,-85.52276778
608,OH,Comair Inc.,GRR,317.94978354978355,42.88081972,-85.52276778
609,OO,Skywest Airlines Inc.,GRR,402.602795573675,42.88081972,-85.52276778
610,UA,United Air Lines Inc.,GRR,136.98863699660225,42.88081972,-85.52276778
611,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),GRR,318.97105341689047,42.88081972,-85.52276778
612,XE,Expressjet Airlines Inc.,GRR,518.4015294794835,42.88081972,-85.52276778
613,YV,Mesa Airlines Inc.,GRR,137.0,42.88081972,-85.52276778
614,9E,Pinnacle Airlines Inc.,GSO,570.7278608976951,36.09774694,-79.9372975
615,AA,American Airlines Inc.,GSO,998.244318181818,36.09774694,-79.9372975
616,CO,Continental Air Lines Inc.,GSO,581.741924238903,36.09774694,-79.9372975
617,DH,Independence Air,GSO,318.4992370647801,36.09774694,-79.9372975
618,DL,Delta Air Lines Inc.,GSO,309.82776460444063,36.09774694,-79.9372975
619,EV,Atlantic Southeast Airlines,GSO,371.2631414267835,36.09774694,-79.9372975
620,FL,AirTran Airways Corporation,GSO,306.0,36.09774694,-79.9372975
621,MQ,American Eagle Airlines Inc.,GSO,854.396958832983,36.09774694,-79.9372975
622,NW,Northwest Airlines Inc.,GSO,461.2199630314233,36.09774694,-79.9372975
623,OH,Comair Inc.,GSO,434.6132883014034,36.09774694,-79.9372975
624,OO,Skywest Airlines Inc.,GSO,958.997299729973,36.09774694,-79.9372975
625,UA,United Air Lines Inc.,GSO,535.4663087248322,36.09774694,-79.9372975
626,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),GSO,237.2053781512605,36.09774694,-79.9372975
627,XE,Expressjet Airlines Inc.,GSO,663.9055917435073,36.09774694,-79.9372975
628,YV,Mesa Airlines Inc.,GSO,237.0368144252442,36.09774694,-79.9372975
629,9E,Pinnacle Airlines Inc.,GSP,476.8206039076376,34.89566722,-82.21885833
630,CO,Continental Air Lines Inc.,GSP,488.9688473520249,34.89566722,-82.21885833
631,DH,Independence Air,GSP,401.6375177848309,34.89566722,-82.21885833
632,DL,Delta Air Lines Inc.,GSP,153.0,34.89566722,-82.21885833
633,EV,Atlantic Southeast Airlines,GSP,192.8071585098612,34.89566722,-82.21885833
634,MQ,American Eagle Airlines Inc.,GSP,728.1656771096514,34.89566722,-82.21885833
635,NW,Northwest Airlines Inc.,GSP,508.0,34.89566722,-82.21885833
636,OH,Comair Inc.,GSP,404.8354640151515,34.89566722,-82.21885833
637,OO,Skywest Airlines Inc.,GSP,153.04132231404958,34.89566722,-82.21885833
638,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),GSP,194.48015770424,34.89566722,-82.21885833
639,XE,Expressjet Airlines Inc.,GSP,646.9746712558468,34.89566722,-82.21885833
640,YV,Mesa Airlines Inc.,GSP,464.7856416514135,34.89566722,-82.21885833
641,9E,Pinnacle Airlines Inc.,GTF,887.0,47.48200194,-111.3706853
642,DL,Delta Air Lines Inc.,GTF,341.58605798889573,47.48200194,-111.3706853
643,NW,Northwest Airlines Inc.,GTF,565.100050132493,47.48200194,-111.3706853
644,OO,Skywest Airlines Inc.,GTF,492.0738499951983,47.48200194,-111.3706853
645,9E,Pinnacle Airlines Inc.,HLN,913.0,46.60681806,-111.9827503
646,DL,Delta Air Lines Inc.,HLN,367.4798892688487,46.60681806,-111.9827503
647,NW,Northwest Airlines Inc.,HLN,174.0,46.60681806,-111.9827503
648,OH,Comair Inc.,HLN,401.89759887005647,46.60681806,-111.9827503
649,OO,Skywest Airlines Inc.,HLN,401.6671524336928,46.60681806,-111.9827503
650,9E,Pinnacle Airlines Inc.,HOU,696.0,29.64541861,-95.27888889
651,AA,American Airlines Inc.,HOU,841.1798356982823,29.64541861,-95.27888889
652,B6,JetBlue Airways,HOU,1428.0,29.64541861,-95.27888889
653,CO,Continental Air Lines Inc.,HOU,494.2796875,29.64541861,-95.27888889
654,DL,Delta Air Lines Inc.,HOU,731.5148753685339,29.64541861,-95.27888889
655,EV,Atlantic Southeast Airlines,HOU,472.5543778801844,29.64541861,-95.27888889
656,FL,AirTran Airways Corporation,HOU,696.0,29.64541861,-95.27888889
657,MQ,American Eagle Airlines Inc.,HOU,247.0,29.64541861,-95.27888889
658,NW,Northwest Airlines Inc.,HOU,906.734425415736,29.64541861,-95.27888889
659,OH,Comair Inc.,HOU,886.0,29.64541861,-95.27888889
660,OO,Skywest Airlines Inc.,HOU,695.8288043478261,29.64541861,-95.27888889
661,TW,Trans World Airways LLC,HOU,764.7259887005649,29.64541861,-95.27888889
662,TZ,ATA Airlines d/b/a ATA,HOU,1428.0,29.64541861,-95.27888889
663,WN,Southwest Airlines Co.,HOU,439.4311796597953,29.64541861,-95.27888889
664,XE,Expressjet Airlines Inc.,HOU,1107.0,29.64541861,-95.27888889
665,9E,Pinnacle Airlines Inc.,HPN,640.4979355904211,41.06695778,-73.70757444
666,AA,American Airlines Inc.,HPN,737.7982421411039,41.06695778,-73.70757444
667,B6,JetBlue Airways,HPN,1035.9314641744547,41.06695778,-73.70757444
668,DH,Independence Air,HPN,461.46055944055945,41.06695778,-73.70757444
669,EV,Atlantic Southeast Airlines,HPN,779.7419939577039,41.06695778,-73.70757444
670,FL,AirTran Airways Corporation,HPN,935.3438138015516,41.06695778,-73.70757444
671,MQ,American Eagle Airlines Inc.,HPN,552.2376817066264,41.06695778,-73.70757444
672,NW,Northwest Airlines Inc.,HPN,611.3170896025151,41.06695778,-73.70757444
673,OH,Comair Inc.,HPN,628.1858323494687,41.06695778,-73.70757444
674,OO,Skywest Airlines Inc.,HPN,738.0,41.06695778,-73.70757444
675,UA,United Air Lines Inc.,HPN,734.1330740615489,41.06695778,-73.70757444
676,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),HPN,345.0,41.06695778,-73.70757444
677,XE,Expressjet Airlines Inc.,HPN,394.2043057050592,41.06695778,-73.70757444
678,9E,Pinnacle Airlines Inc.,HSV,326.1918604651163,34.6404475,-86.77310944
679,AA,American Airlines Inc.,HSV,601.7598910780074,34.6404475,-86.77310944
680,DH,Independence Air,HSV,572.221119133574,34.6404475,-86.77310944
681,DL,Delta Air Lines Inc.,HSV,173.21611974668969,34.6404475,-86.77310944
682,EV,Atlantic Southeast Airlines,HSV,314.92349561536133,34.6404475,-86.77310944
683,MQ,American Eagle Airlines Inc.,HSV,557.6699879227053,34.6404475,-86.77310944
684,OH,Comair Inc.,HSV,382.0674924165824,34.6404475,-86.77310944
685,OO,Skywest Airlines Inc.,HSV,1046.3396825396826,34.6404475,-86.77310944
686,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),HSV,333.0,34.6404475,-86.77310944
687,XE,Expressjet Airlines Inc.,HSV,628.1902563286101,34.6404475,-86.77310944
688,YV,Mesa Airlines Inc.,HSV,582.5737704918033,34.6404475,-86.77310944
689,9E,Pinnacle Airlines Inc.,IAD,666.0572289156627,38.94453194,-77.45580972
690,AA,American Airlines Inc.,IAD,1440.2573294026151,38.94453194,-77.45580972
691,AS,Alaska Airlines Inc.,IAD,2306.0,38.94453194,-77.45580972
692,B6,JetBlue Airways,IAD,1489.4150021070377,38.94453194,-77.45580972
693,CO,Continental Air Lines Inc.,IAD,1116.681878658861,38.94453194,-77.45580972
694,DH,Independence Air,IAD,363.62043636815713,38.94453194,-77.45580972
695,DL,Delta Air Lines Inc.,IAD,760.0718629883715,38.94453194,-77.45580972
696,EV,Atlantic Southeast Airlines,IAD,529.9311050477489,38.94453194,-77.45580972
697,FL,AirTran Airways Corporation,IAD,561.6381241693564,38.94453194,-77.45580972
698,HP,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),IAD,2005.604686482968,38.94453194,-77.45580972
699,MQ,American Eagle Airlines Inc.,IAD,540.8643550321666,38.94453194,-77.45580972
700,NW,Northwest Airlines Inc.,IAD,613.1353975416213,38.94453194,-77.45580972
701,OH,Comair Inc.,IAD,389.2372098022356,38.94453194,-77.45580972
702,OO,Skywest Airlines Inc.,IAD,533.0,38.94453194,-77.45580972
703,TW,Trans World Airways LLC,IAD,666.8907388137357,38.94453194,-77.45580972
704,UA,United Air Lines Inc.,IAD,1348.8117104236633,38.94453194,-77.45580972
705,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),IAD,474.7573652327276,38.94453194,-77.45580972
706,WN,Southwest Airlines Co.,IAD,777.2716807367614,38.94453194,-77.45580972
707,XE,Expressjet Airlines Inc.,IAD,474.8878923766816,38.94453194,-77.45580972
708,YV,Mesa Airlines Inc.,IAD,384.3488476706002,38.94453194,-77.45580972
709,9E,Pinnacle Airlines Inc.,IAH,572.3648170011807,29.98047222,-95.33972222
710,AA,American Airlines Inc.,IAH,557.190397057822,29.98047222,-95.33972222
711,CO,Continental Air Lines Inc.,IAH,967.3237509183606,29.98047222,-95.33972222
712,DL,Delta Air Lines Inc.,IAH,747.7403275633795,29.98047222,-95.33972222
713,EV,Atlantic Southeast Airlines,IAH,614.506585446164,29.98047222,-95.33972222
714,F9,Frontier Airlines Inc.,IAH,861.0,29.98047222,-95.33972222
715,HP,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),IAH,1036.3659713657569,29.98047222,-95.33972222
716,MQ,American Eagle Airlines Inc.,IAH,225.609644087256,29.98047222,-95.33972222
717,NW,Northwest Airlines Inc.,IAH,912.1276919106472,29.98047222,-95.33972222
718,OH,Comair Inc.,IAH,860.9117647058823,29.98047222,-95.33972222
719,OO,Skywest Airlines Inc.,IAH,303.2248253001254,29.98047222,-95.33972222
720,TW,Trans World Airways LLC,IAH,668.038808038808,29.98047222,-95.33972222
721,UA,United Air Lines Inc.,IAH,984.980291417502,29.98047222,-95.33972222
722,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),IAH,1091.440242788849,29.98047222,-95.33972222
723,WN,Southwest Airlines Co.,IAH,217.0,29.98047222,-95.33972222
724,XE,Expressjet Airlines Inc.,IAH,581.0207623685757,29.98047222,-95.33972222
725,YV,Mesa Airlines Inc.,IAH,962.2142041562,29.98047222,-95.33972222
726,9E,Pinnacle Airlines Inc.,ICT,488.83872799545713,37.64995889,-97.43304583
727,AA,American Airlines Inc.,ICT,333.88575491822706,37.64995889,-97.43304583
728,DH,Independence Air,ICT,588.0,37.64995889,-97.43304583
729,DL,Delta Air Lines Inc.,ICT,781.0,37.64995889,-97.43304583
730,EV,Atlantic Southeast Airlines,ICT,752.4453016314658,37.64995889,-97.43304583
731,FL,AirTran Airways Corporation,ICT,785.3104302770894,37.64995889,-97.43304583
732,HP,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),ICT,888.1786287089013,37.64995889,-97.43304583
733,MQ,American Eagle Airlines Inc.,ICT,425.62308998302206,37.64995889,-97.43304583
734,NW,Northwest Airlines Inc.,ICT,453.0,37.64995889,-97.43304583
735,OH,Comair Inc.,ICT,724.757327080891,37.64995889,-97.43304583
736,OO,Skywest Airlines Inc.,ICT,519.4727294285037,37.64995889,-97.43304583
737,TW,Trans World Airways LLC,ICT,401.1956430313736,37.64995889,-97.43304583
738,UA,United Air Lines Inc.,ICT,497.7052200614125,37.64995889,-97.43304583
739,XE,Expressjet Airlines Inc.,ICT,559.6305021698698,37.64995889,-97.43304583
740,YV,Mesa Airlines Inc.,ICT,870.0,37.64995889,-97.43304583
741,9E,Pinnacle Airlines Inc.,IDA,939.0,43.51455556,-112.0701667
742,DL,Delta Air Lines Inc.,IDA,188.0,43.51455556,-112.0701667
743,OO,Skywest Airlines Inc.,IDA,212.12851114334697,43.51455556,-112.0701667
744,9E,Pinnacle Airlines Inc.,IND,607.2445852364815,39.71732917,-86.29438417
745,AA,American Airlines Inc.,IND,615.1148943251789,39.71732917,-86.29438417
746,CO,Continental Air Lines Inc.,IND,693.0179372197309,39.71732917,-86.29438417
747,DH,Independence Air,IND,368.352644836272,39.71732917,-86.29438417
748,DL,Delta Air Lines Inc.,IND,452.8987132695741,39.71732917,-86.29438417
749,EV,Atlantic Southeast Airlines,IND,484.4479031560744,39.71732917,-86.29438417
750,F9,Frontier Airlines Inc.,IND,977.0,39.71732917,-86.29438417
751,FL,AirTran Airways Corporation,IND,756.4887554878595,39.71732917,-86.29438417
752,HP,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),IND,1496.6724442138038,39.71732917,-86.29438417
753,MQ,American Eagle Airlines Inc.,IND,257.78834976817086,39.71732917,-86.29438417
754,NW,Northwest Airlines Inc.,IND,449.4745855991613,39.71732917,-86.29438417
755,OH,Comair Inc.,IND,249.5301714017375,39.71732917,-86.29438417
756,OO,Skywest Airlines Inc.,IND,352.1452607964105,39.71732917,-86.29438417
757,TW,Trans World Airways LLC,IND,263.8283430334479,39.71732917,-86.29438417
758,TZ,ATA Airlines d/b/a ATA,IND,1059.4942788626242,39.71732917,-86.29438417
759,UA,United Air Lines Inc.,IND,464.6044177832595,39.71732917,-86.29438417
760,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),IND,520.1677339939856,39.71732917,-86.29438417
761,WN,Southwest Airlines Co.,IND,594.3472346385363,39.71732917,-86.29438417
762,XE,Expressjet Airlines Inc.,IND,556.5647671011418,39.71732917,-86.29438417
763,YV,Mesa Airlines Inc.,IND,428.0,39.71732917,-86.29438417
764,9E,Pinnacle Airlines Inc.,INL,254.0,48.56618722,-93.40306667
765,9E,Pinnacle Airlines Inc.,JAN,411.6643109540636,32.31116667,-90.07588889
766,DL,Delta Air Lines Inc.,JAN,320.7132897136115,32.31116667,-90.07588889
767,EV,Atlantic Southeast Airlines,JAN,424.4291647956893,32.31116667,-90.07588889
768,MQ,American Eagle Airlines Inc.,JAN,415.8760035080618,32.31116667,-90.07588889
769,NW,Northwest Airlines Inc.,JAN,189.0,32.31116667,-90.07588889
770,OH,Comair Inc.,JAN,554.6049833887043,32.31116667,-90.07588889
771,OO,Skywest Airlines Inc.,JAN,408.0,32.31116667,-90.07588889
772,TW,Trans World Airways LLC,JAN,444.0,32.31116667,-90.07588889
773,WN,Southwest Airlines Co.,JAN,574.0196725280712,32.31116667,-90.07588889
774,XE,Expressjet Airlines Inc.,JAN,361.62749898000817,32.31116667,-90.07588889
775,YV,Mesa Airlines Inc.,JAN,562.0,32.31116667,-90.07588889
776,9E,Pinnacle Airlines Inc.,JAX,579.0084925690021,30.49405556,-81.68786111
777,AA,American Airlines Inc.,JAX,904.1703723912154,30.49405556,-81.68786111
778,B6,JetBlue Airways,JAX,829.0,30.49405556,-81.68786111
779,CO,Continental Air Lines Inc.,JAX,789.6151719762541,30.49405556,-81.68786111
780,DH,Independence Air,JAX,706.7315901814301,30.49405556,-81.68786111
781,DL,Delta Air Lines Inc.,JAX,422.3071585031384,30.49405556,-81.68786111
782,EV,Atlantic Southeast Airlines,JAX,830.903274559194,30.49405556,-81.68786111
783,F9,Frontier Airlines Inc.,JAX,1447.0,30.49405556,-81.68786111
784,FL,AirTran Airways Corporation,JAX,270.0897157858692,30.49405556,-81.68786111
785,MQ,American Eagle Airlines Inc.,JAX,539.7039133247089,30.49405556,-81.68786111
786,NW,Northwest Airlines Inc.,JAX,789.0977137328784,30.49405556,-81.68786111
787,OH,Comair Inc.,JAX,766.6628129748299,30.49405556,-81.68786111
788,OO,Skywest Airlines Inc.,JAX,875.0070778564207,30.49405556,-81.68786111
789,TW,Trans World Airways LLC,JAX,753.0,30.49405556,-81.68786111
790,UA,United Air Lines Inc.,JAX,865.0,30.49405556,-81.68786111
791,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),JAX,531.8138537578136,30.49405556,-81.68786111
792,WN,Southwest Airlines Co.,JAX,448.3494409650994,30.49405556,-81.68786111
793,XE,Expressjet Airlines Inc.,JAX,797.6066890222379,30.49405556,-81.68786111
794,YV,Mesa Airlines Inc.,JAX,644.31189166314,30.49405556,-81.68786111
795,9E,Pinnacle Airlines Inc.,LAN,74.0,42.7787,-84.58735806
796,DH,Independence Air,LAN,276.75470881143104,42.7787,-84.58735806
797,EV,Atlantic Southeast Airlines,LAN,507.1096196868009,42.7787,-84.58735806
798,NW,Northwest Airlines Inc.,LAN,131.1347294938918,42.7787,-84.58735806
799,OH,Comair Inc.,LAN,278.45014245014244,42.7787,-84.58735806
800,OO,Skywest Airlines Inc.,LAN,178.97414854329094,42.7787,-84.58735806
801,YV,Mesa Airlines Inc.,LAN,179.0,42.7787,-84.58735806
802,9E,Pinnacle Airlines Inc.,LEX,296.0,38.03697222,-84.60538889
803,DH,Independence Air,LEX,214.2859399684044,38.03697222,-84.60538889
804,DL,Delta Air Lines Inc.,LEX,212.70310198423013,38.03697222,-84.60538889
805,EV,Atlantic Southeast Airlines,LEX,390.4324825324397,38.03697222,-84.60538889
806,MQ,American Eagle Airlines Inc.,LEX,598.0141935483871,38.03697222,-84.60538889
807,NW,Northwest Airlines Inc.,LEX,296.0,38.03697222,-84.60538889
808,OH,Comair Inc.,LEX,218.59052829543512,38.03697222,-84.60538889
809,OO,Skywest Airlines Inc.,LEX,337.42148760330576,38.03697222,-84.60538889
810,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),LEX,289.0,38.03697222,-84.60538889
811,XE,Expressjet Airlines Inc.,LEX,593.5142977291841,38.03697222,-84.60538889
812,YV,Mesa Airlines Inc.,LEX,282.0,38.03697222,-84.60538889
813,9E,Pinnacle Airlines Inc.,LGA,659.1539007092199,40.77724306,-73.87260917
814,AA,American Airlines Inc.,LGA,1030.9430555789686,40.77724306,-73.87260917
815,B6,JetBlue Airways,LGA,1056.876042245692,40.77724306,-73.87260917
816,CO,Continental Air Lines Inc.,LGA,1088.9863163856255,40.77724306,-73.87260917
817,DH,Independence Air,LGA,229.0,40.77724306,-73.87260917
818,DL,Delta Air Lines Inc.,LGA,584.6403661850951,40.77724306,-73.87260917
819,EV,Atlantic Southeast Airlines,LGA,633.9600679694138,40.77724306,-73.87260917
820,F9,Frontier Airlines Inc.,LGA,1619.2554325543256,40.77724306,-73.87260917
821,FL,AirTran Airways Corporation,LGA,603.4965184788431,40.77724306,-73.87260917
822,HP,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),LGA,478.0,40.77724306,-73.87260917
823,MQ,American Eagle Airlines Inc.,LGA,416.8592167266521,40.77724306,-73.87260917
824,NW,Northwest Airlines Inc.,LGA,772.6138054490516,40.77724306,-73.87260917
825,OH,Comair Inc.,LGA,572.0972544610474,40.77724306,-73.87260917
826,TW,Trans World Airways LLC,LGA,922.4438241080449,40.77724306,-73.87260917
827,TZ,ATA Airlines d/b/a ATA,LGA,752.313851962558,40.77724306,-73.87260917
828,UA,United Air Lines Inc.,LGA,919.721906036124,40.77724306,-73.87260917
829,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),LGA,442.62853377727697,40.77724306,-73.87260917
830,XE,Expressjet Airlines Inc.,LGA,418.229715800324,40.77724306,-73.87260917
831,YV,Mesa Airlines Inc.,LGA,236.6147490820073,40.77724306,-73.87260917
832,9E,Pinnacle Airlines Inc.,LIT,704.0320699708454,34.72939611,-92.22424556
833,AA,American Airlines Inc.,LIT,301.54287375254336,34.72939611,-92.22424556
834,CO,Continental Air Lines Inc.,LIT,435.625,34.72939611,-92.22424556
835,DL,Delta Air Lines Inc.,LIT,398.00451467268624,34.72939611,-92.22424556
836,EV,Atlantic Southeast Airlines,LIT,495.0508173868965,34.72939611,-92.22424556
837,MQ,American Eagle Airlines Inc.,LIT,368.2649984511066,34.72939611,-92.22424556
838,NW,Northwest Airlines Inc.,LIT,131.115850447604,34.72939611,-92.22424556
839,OH,Comair Inc.,LIT,518.5632551528074,34.72939611,-92.22424556
840,OO,Skywest Airlines Inc.,LIT,708.680926916221,34.72939611,-92.22424556
841,TW,Trans World Airways LLC,LIT,295.9298202005137,34.72939611,-92.22424556
842,UA,United Air Lines Inc.,LIT,346.4020979020979,34.72939611,-92.22424556
843,WN,Southwest Airlines Co.,LIT,445.0624626660855,34.72939611,-92.22424556
844,XE,Expressjet Airlines Inc.,LIT,467.0403225806452,34.72939611,-92.22424556
845,YV,Mesa Airlines Inc.,LIT,641.0,34.72939611,-92.22424556
846,9E,Pinnacle Airlines Inc.,LNK,411.7649253731343,40.85097222,-96.75925
847,DH,Independence Air,LNK,466.0,40.85097222,-96.75925
848,MQ,American Eagle Airlines Inc.,LNK,466.0,40.85097222,-96.75925
849,OO,Skywest Airlines Inc.,LNK,438.9413828222248,40.85097222,-96.75925
850,TW,Trans World Airways LLC,LNK,368.9173519736842,40.85097222,-96.75925
851,UA,United Air Lines Inc.,LNK,445.5832139446037,40.85097222,-96.75925
852,YV,Mesa Airlines Inc.,LNK,466.0,40.85097222,-96.75925
853,9E,Pinnacle Airlines Inc.,LSE,120.0,43.87937972,-91.25653778
854,MQ,American Eagle Airlines Inc.,LSE,215.0,43.87937972,-91.25653778
855,NW,Northwest Airlines Inc.,LSE,120.03297620704048,43.87937972,-91.25653778
856,9E,Pinnacle Airlines Inc.,MBS,98.85081585081583,43.53291472,-84.07964722
857,DH,Independence Air,MBS,222.0,43.53291472,-84.07964722
858,NW,Northwest Airlines Inc.,MBS,167.1870376628741,43.53291472,-84.07964722
859,OO,Skywest Airlines Inc.,MBS,222.0,43.53291472,-84.07964722
860,UA,United Air Lines Inc.,MBS,222.0,43.53291472,-84.07964722
861,YV,Mesa Airlines Inc.,MBS,222.0,43.53291472,-84.07964722
862,9E,Pinnacle Airlines Inc.,MCI,437.45394340758577,39.29760528,-94.71390556
863,AA,American Airlines Inc.,MCI,448.67199938071707,39.29760528,-94.71390556
864,CO,Continental Air Lines Inc.,MCI,804.1175014967073,39.29760528,-94.71390556
865,DL,Delta Air Lines Inc.,MCI,736.5826058564751,39.29760528,-94.71390556
866,EV,Atlantic Southeast Airlines,MCI,659.211673151751,39.29760528,-94.71390556
867,F9,Frontier Airlines Inc.,MCI,532.9458173164928,39.29760528,-94.71390556
868,FL,AirTran Airways Corporation,MCI,706.284375,39.29760528,-94.71390556
869,HP,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),MCI,1053.0459439577342,39.29760528,-94.71390556
870,MQ,American Eagle Airlines Inc.,MCI,563.2634099616859,39.29760528,-94.71390556
871,NW,Northwest Airlines Inc.,MCI,462.12739885149614,39.29760528,-94.71390556
872,OH,Comair Inc.,MCI,581.1714913887871,39.29760528,-94.71390556
873,OO,Skywest Airlines Inc.,MCI,699.4353164304252,39.29760528,-94.71390556
874,TW,Trans World Airways LLC,MCI,241.0831463583017,39.29760528,-94.71390556
875,UA,United Air Lines Inc.,MCI,478.7147381965753,39.29760528,-94.71390556
876,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),MCI,909.6652881454064,39.29760528,-94.71390556
877,WN,Southwest Airlines Co.,MCI,707.6877448949178,39.29760528,-94.71390556
878,XE,Expressjet Airlines Inc.,MCI,796.8170762711865,39.29760528,-94.71390556
879,YV,Mesa Airlines Inc.,MCI,794.1472612990123,39.29760528,-94.71390556
880,9E,Pinnacle Airlines Inc.,MDT,524.3177570093458,40.19349528,-76.76340361
881,AA,American Airlines Inc.,MDT,593.8599939975991,40.19349528,-76.76340361
882,DH,Independence Air,MDT,304.30451332245786,40.19349528,-76.76340361
883,DL,Delta Air Lines Inc.,MDT,361.13170567812745,40.19349528,-76.76340361
884,EV,Atlantic Southeast Airlines,MDT,593.3047822983583,40.19349528,-76.76340361
885,MQ,American Eagle Airlines Inc.,MDT,628.7377871050484,40.19349528,-76.76340361
886,NW,Northwest Airlines Inc.,MDT,369.9197553405149,40.19349528,-76.76340361
887,OH,Comair Inc.,MDT,482.423560453205,40.19349528,-76.76340361
888,OO,Skywest Airlines Inc.,MDT,594.0,40.19349528,-76.76340361
889,TW,Trans World Airways LLC,MDT,94.0,40.19349528,-76.76340361
890,UA,United Air Lines Inc.,MDT,504.94882120983306,40.19349528,-76.76340361
891,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),MDT,285.6533359928194,40.19349528,-76.76340361
892,XE,Expressjet Airlines Inc.,MDT,280.0,40.19349528,-76.76340361
893,YV,Mesa Airlines Inc.,MDT,344.7725441586613,40.19349528,-76.76340361
894,9E,Pinnacle Airlines Inc.,MDW,337.38709677419354,41.7859825,-87.75242444
895,AA,American Airlines Inc.,MDW,790.0356243801969,41.7859825,-87.75242444
896,CO,Continental Air Lines Inc.,MDW,550.511951142466,41.7859825,-87.75242444
897,DH,Independence Air,MDW,249.0,41.7859825,-87.75242444
898,DL,Delta Air Lines Inc.,MDW,590.0,41.7859825,-87.75242444
899,EV,Atlantic Southeast Airlines,MDW,590.0,41.7859825,-87.75242444
900,F9,Frontier Airlines Inc.,MDW,895.0,41.7859825,-87.75242444
901,FL,AirTran Airways Corporation,MDW,658.7247729749364,41.7859825,-87.75242444
902,HP,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),MDW,606.9054036872219,41.7859825,-87.75242444
903,MQ,American Eagle Airlines Inc.,MDW,755.6104651162791,41.7859825,-87.75242444
904,NW,Northwest Airlines Inc.,MDW,303.5577381184832,41.7859825,-87.75242444
905,OH,Comair Inc.,MDW,459.7004950495049,41.7859825,-87.75242444
906,TW,Trans World Airways LLC,MDW,251.0,41.7859825,-87.75242444
907,TZ,ATA Airlines d/b/a ATA,MDW,956.6075703311188,41.7859825,-87.75242444
908,UA,United Air Lines Inc.,MDW,840.8530751708428,41.7859825,-87.75242444
909,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),MDW,596.8370649106303,41.7859825,-87.75242444
910,WN,Southwest Airlines Co.,MDW,631.1663174376973,41.7859825,-87.75242444
911,XE,Expressjet Airlines Inc.,MDW,322.86601212821256,41.7859825,-87.75242444
912,YV,Mesa Airlines Inc.,MDW,577.0,41.7859825,-87.75242444
913,9E,Pinnacle Airlines Inc.,MEM,452.77266519592393,35.04241667,-89.97666667
914,AA,American Airlines Inc.,MEM,433.5687192830298,35.04241667,-89.97666667
915,CO,Continental Air Lines Inc.,MEM,526.1379104477612,35.04241667,-89.97666667
916,DH,Independence Air,MEM,447.1469387755102,35.04241667,-89.97666667
917,DL,Delta Air Lines Inc.,MEM,342.1613732208751,35.04241667,-89.97666667
918,EV,Atlantic Southeast Airlines,MEM,427.9251047055925,35.04241667,-89.97666667
919,F9,Frontier Airlines Inc.,MEM,876.85,35.04241667,-89.97666667
920,FL,AirTran Airways Corporation,MEM,340.6081447963801,35.04241667,-89.97666667
921,MQ,American Eagle Airlines Inc.,MEM,509.4064375661998,35.04241667,-89.97666667
922,NW,Northwest Airlines Inc.,MEM,635.887911669784,35.04241667,-89.97666667
923,OH,Comair Inc.,MEM,402.8930010993038,35.04241667,-89.97666667
924,OO,Skywest Airlines Inc.,MEM,657.5502798687512,35.04241667,-89.97666667
925,TW,Trans World Airways LLC,MEM,256.0,35.04241667,-89.97666667
926,UA,United Air Lines Inc.,MEM,506.56403162055335,35.04241667,-89.97666667
927,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),MEM,527.7777422705121,35.04241667,-89.97666667
928,XE,Expressjet Airlines Inc.,MEM,625.428486055777,35.04241667,-89.97666667
