,UniqueCarrier,Description,Origin,Distance,lat,long
929,YV,Mesa Airlines Inc.,MEM,794.1400809716599,35.04241667,-89.97666667
930,9E,Pinnacle Airlines Inc.,MGM,280.0,32.30064417,-86.39397611
931,DL,Delta Air Lines Inc.,MGM,185.8046461242176,32.30064417,-86.39397611
932,EV,Atlantic Southeast Airlines,MGM,231.3761600329965,32.30064417,-86.39397611
933,OO,Skywest Airlines Inc.,MGM,622.0,32.30064417,-86.39397611
934,XE,Expressjet Airlines Inc.,MGM,554.0,32.30064417,-86.39397611
935,YV,Mesa Airlines Inc.,MGM,372.0,32.30064417,-86.39397611
936,9E,Pinnacle Airlines Inc.,MHT,924.2916666666666,42.93451639,-71.43705583
937,CO,Continental Air Lines Inc.,MHT,236.0174781523096,42.93451639,-71.43705583
938,DH,Independence Air,MHT,421.0588876772083,42.93451639,-71.43705583
939,DL,Delta Air Lines Inc.,MHT,861.8345841629653,42.93451639,-71.43705583
940,EV,Atlantic Southeast Airlines,MHT,933.6579949238578,42.93451639,-71.43705583
941,MQ,American Eagle Airlines Inc.,MHT,195.0,42.93451639,-71.43705583
942,NW,Northwest Airlines Inc.,MHT,652.3487447698744,42.93451639,-71.43705583
943,OH,Comair Inc.,MHT,595.939263322884,42.93451639,-71.43705583
944,UA,United Air Lines Inc.,MHT,836.1861293345829,42.93451639,-71.43705583
945,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),MHT,418.3968705547653,42.93451639,-71.43705583
946,WN,Southwest Airlines Co.,MHT,703.4891994917408,42.93451639,-71.43705583
947,XE,Expressjet Airlines Inc.,MHT,378.7941252476527,42.93451639,-71.43705583
948,YV,Mesa Airlines Inc.,MHT,519.4959923052261,42.93451639,-71.43705583
949,9E,Pinnacle Airlines Inc.,MKE,491.25,42.94722222,-87.89658333
950,AA,American Airlines Inc.,MKE,317.0,42.94722222,-87.89658333
951,CO,Continental Air Lines Inc.,MKE,812.5439103722443,42.94722222,-87.89658333
952,DH,Independence Air,MKE,318.0,42.94722222,-87.89658333
953,DL,Delta Air Lines Inc.,MKE,522.6685649202733,42.94722222,-87.89658333
954,EV,Atlantic Southeast Airlines,MKE,653.9372829861111,42.94722222,-87.89658333
955,F9,Frontier Airlines Inc.,MKE,895.0,42.94722222,-87.89658333
956,FL,AirTran Airways Corporation,MKE,806.6539424907324,42.94722222,-87.89658333
957,HP,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),MKE,1474.0783469651312,42.94722222,-87.89658333
958,MQ,American Eagle Airlines Inc.,MKE,394.3758262945281,42.94722222,-87.89658333
959,NW,Northwest Airlines Inc.,MKE,389.7853397391901,42.94722222,-87.89658333
960,OH,Comair Inc.,MKE,367.8722164412071,42.94722222,-87.89658333
961,OO,Skywest Airlines Inc.,MKE,456.895352930822,42.94722222,-87.89658333
962,TW,Trans World Airways LLC,MKE,317.04416934128074,42.94722222,-87.89658333
963,UA,United Air Lines Inc.,MKE,67.0,42.94722222,-87.89658333
964,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),MKE,595.3904948280682,42.94722222,-87.89658333
965,XE,Expressjet Airlines Inc.,MKE,666.5070081418119,42.94722222,-87.89658333
966,YV,Mesa Airlines Inc.,MKE,67.0,42.94722222,-87.89658333
967,9E,Pinnacle Airlines Inc.,MLI,340.2695012787724,41.44852639,-90.50753917
968,AA,American Airlines Inc.,MLI,187.0,41.44852639,-90.50753917
969,DH,Independence Air,MLI,172.63283108643932,41.44852639,-90.50753917
970,EV,Atlantic Southeast Airlines,MLI,633.0,41.44852639,-90.50753917
971,FL,AirTran Airways Corporation,MLI,691.3305446778213,41.44852639,-90.50753917
972,MQ,American Eagle Airlines Inc.,MLI,235.02125491337893,41.44852639,-90.50753917
973,OH,Comair Inc.,MLI,383.437106918239,41.44852639,-90.50753917
974,OO,Skywest Airlines Inc.,MLI,374.6710307069745,41.44852639,-90.50753917
975,TW,Trans World Airways LLC,MLI,186.9314607852833,41.44852639,-90.50753917
976,YV,Mesa Airlines Inc.,MLI,139.6219512195122,41.44852639,-90.50753917
977,9E,Pinnacle Airlines Inc.,MOB,317.0,30.69141667,-88.24283333
978,DL,Delta Air Lines Inc.,MOB,286.3242252373641,30.69141667,-88.24283333
979,EV,Atlantic Southeast Airlines,MOB,378.2794537554314,30.69141667,-88.24283333
980,MQ,American Eagle Airlines Inc.,MOB,560.966310873916,30.69141667,-88.24283333
981,OO,Skywest Airlines Inc.,MOB,540.0,30.69141667,-88.24283333
982,XE,Expressjet Airlines Inc.,MOB,427.0,30.69141667,-88.24283333
983,YV,Mesa Airlines Inc.,MOB,526.0,30.69141667,-88.24283333
984,9E,Pinnacle Airlines Inc.,MSN,540.9569377990431,43.13985778,-89.33751361
985,DH,Independence Air,MSN,373.0,43.13985778,-89.33751361
986,EV,Atlantic Southeast Airlines,MSN,701.5851142225497,43.13985778,-89.33751361
987,MQ,American Eagle Airlines Inc.,MSN,228.26280343039875,43.13985778,-89.33751361
988,NW,Northwest Airlines Inc.,MSN,275.7906065070289,43.13985778,-89.33751361
989,OH,Comair Inc.,MSN,378.9364835839215,43.13985778,-89.33751361
990,OO,Skywest Airlines Inc.,MSN,338.4865880744917,43.13985778,-89.33751361
991,UA,United Air Lines Inc.,MSN,109.0,43.13985778,-89.33751361
992,XE,Expressjet Airlines Inc.,MSN,539.911787665886,43.13985778,-89.33751361
993,YV,Mesa Airlines Inc.,MSN,125.29545454545456,43.13985778,-89.33751361
994,9E,Pinnacle Airlines Inc.,MSO,1013.0,46.91630556,-114.0905556
995,DL,Delta Air Lines Inc.,MSO,353.0034238758274,46.91630556,-114.0905556
996,EV,Atlantic Southeast Airlines,MSO,436.0,46.91630556,-114.0905556
997,NW,Northwest Airlines Inc.,MSO,795.391415313225,46.91630556,-114.0905556
998,OO,Skywest Airlines Inc.,MSO,524.7180409337606,46.91630556,-114.0905556
999,9E,Pinnacle Airlines Inc.,MSP,491.150511934369,44.88054694,-93.2169225
1000,AA,American Airlines Inc.,MSP,567.0979834870468,44.88054694,-93.2169225
1001,CO,Continental Air Lines Inc.,MSP,1005.232963204877,44.88054694,-93.2169225
1002,DL,Delta Air Lines Inc.,MSP,865.5379232124327,44.88054694,-93.2169225
1003,EV,Atlantic Southeast Airlines,MSP,902.8123963515754,44.88054694,-93.2169225
1004,F9,Frontier Airlines Inc.,MSP,680.0,44.88054694,-93.2169225
1005,FL,AirTran Airways Corporation,MSP,795.0086903022379,44.88054694,-93.2169225
1006,HP,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),MSP,1282.056233421751,44.88054694,-93.2169225
1007,MQ,American Eagle Airlines Inc.,MSP,599.7831596733315,44.88054694,-93.2169225
1008,NW,Northwest Airlines Inc.,MSP,830.7809073659485,44.88054694,-93.2169225
1009,OH,Comair Inc.,MSP,632.0545919053382,44.88054694,-93.2169225
1010,OO,Skywest Airlines Inc.,MSP,851.6828731981432,44.88054694,-93.2169225
1011,TW,Trans World Airways LLC,MSP,450.9240173790037,44.88054694,-93.2169225
1012,TZ,ATA Airlines d/b/a ATA,MSP,349.0,44.88054694,-93.2169225
1013,UA,United Air Lines Inc.,MSP,460.9978686251348,44.88054694,-93.2169225
1014,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),MSP,951.6449248930596,44.88054694,-93.2169225
1015,XE,Expressjet Airlines Inc.,MSP,843.3985083357707,44.88054694,-93.2169225
1016,YV,Mesa Airlines Inc.,MSP,933.8021978021978,44.88054694,-93.2169225
1017,9E,Pinnacle Airlines Inc.,MYR,725.0873015873016,33.67975,-78.92833333
1018,CO,Continental Air Lines Inc.,MYR,550.0478488138319,33.67975,-78.92833333
1019,DL,Delta Air Lines Inc.,MYR,317.0,33.67975,-78.92833333
1020,EV,Atlantic Southeast Airlines,MYR,316.9129257641921,33.67975,-78.92833333
1021,FL,AirTran Airways Corporation,MYR,317.0,33.67975,-78.92833333
1022,NW,Northwest Airlines Inc.,MYR,636.0,33.67975,-78.92833333
1023,OH,Comair Inc.,MYR,547.2145041502839,33.67975,-78.92833333
1024,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),MYR,163.72200039533504,33.67975,-78.92833333
1025,XE,Expressjet Airlines Inc.,MYR,551.026981450253,33.67975,-78.92833333
1026,YV,Mesa Airlines Inc.,MYR,288.32150615496016,33.67975,-78.92833333
1027,9E,Pinnacle Airlines Inc.,OKC,653.7890590809628,35.39308833,-97.60073389
1028,AA,American Airlines Inc.,OKC,358.9646383866481,35.39308833,-97.60073389
1029,CO,Continental Air Lines Inc.,OKC,395.0,35.39308833,-97.60073389
1030,DH,Independence Air,OKC,693.0,35.39308833,-97.60073389
1031,DL,Delta Air Lines Inc.,OKC,656.0918237964743,35.39308833,-97.60073389
1032,EV,Atlantic Southeast Airlines,OKC,630.154694485842,35.39308833,-97.60073389
1033,F9,Frontier Airlines Inc.,OKC,495.0,35.39308833,-97.60073389
1034,MQ,American Eagle Airlines Inc.,OKC,395.6956993329357,35.39308833,-97.60073389
1035,NW,Northwest Airlines Inc.,OKC,447.187114239307,35.39308833,-97.60073389
1036,OH,Comair Inc.,OKC,768.482516116429,35.39308833,-97.60073389
1037,OO,Skywest Airlines Inc.,OKC,714.654398181043,35.39308833,-97.60073389
1038,TW,Trans World Airways LLC,OKC,462.17857722917006,35.39308833,-97.60073389
1039,UA,United Air Lines Inc.,OKC,503.23176507736025,35.39308833,-97.60073389
1040,WN,Southwest Airlines Co.,OKC,393.9523413438842,35.39308833,-97.60073389
1041,XE,Expressjet Airlines Inc.,OKC,630.069355558863,35.39308833,-97.60073389
1042,YV,Mesa Airlines Inc.,OKC,798.2911668484188,35.39308833,-97.60073389
1043,9E,Pinnacle Airlines Inc.,OMA,520.8857736240914,41.30251861,-95.89417306
1044,AA,American Airlines Inc.,OMA,555.8340386778807,41.30251861,-95.89417306
1045,CO,Continental Air Lines Inc.,OMA,781.7136782423813,41.30251861,-95.89417306
1046,DL,Delta Air Lines Inc.,OMA,824.15,41.30251861,-95.89417306
1047,EV,Atlantic Southeast Airlines,OMA,810.7262108705809,41.30251861,-95.89417306
1048,F9,Frontier Airlines Inc.,OMA,472.0,41.30251861,-95.89417306
1049,HP,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),OMA,1043.3982483681732,41.30251861,-95.89417306
1050,MQ,American Eagle Airlines Inc.,OMA,416.3450413223141,41.30251861,-95.89417306
1051,NW,Northwest Airlines Inc.,OMA,325.923305692593,41.30251861,-95.89417306
1052,OH,Comair Inc.,OMA,652.7806921675774,41.30251861,-95.89417306
1053,OO,Skywest Airlines Inc.,OMA,710.8222154222766,41.30251861,-95.89417306
1054,TW,Trans World Airways LLC,OMA,342.14509581032803,41.30251861,-95.89417306
1055,UA,United Air Lines Inc.,OMA,445.9156302209022,41.30251861,-95.89417306
1056,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),OMA,1037.0,41.30251861,-95.89417306
1057,WN,Southwest Airlines Co.,OMA,657.4427515004287,41.30251861,-95.89417306
1058,XE,Expressjet Airlines Inc.,OMA,934.3481037924151,41.30251861,-95.89417306
1059,YV,Mesa Airlines Inc.,OMA,1037.0,41.30251861,-95.89417306
1060,9E,Pinnacle Airlines Inc.,ORF,1043.5382436260622,36.89461111,-76.20122222
1061,AA,American Airlines Inc.,ORF,1163.5306989589972,36.89461111,-76.20122222
1062,CO,Continental Air Lines Inc.,ORF,647.2976682050037,36.89461111,-76.20122222
1063,DH,Independence Air,ORF,359.5500719989527,36.89461111,-76.20122222
1064,DL,Delta Air Lines Inc.,ORF,508.8093944203815,36.89461111,-76.20122222
1065,EV,Atlantic Southeast Airlines,ORF,515.1281229980782,36.89461111,-76.20122222
1066,MQ,American Eagle Airlines Inc.,ORF,594.9954783607263,36.89461111,-76.20122222
1067,NW,Northwest Airlines Inc.,ORF,531.0675958188153,36.89461111,-76.20122222
1068,OH,Comair Inc.,ORF,442.548841495524,36.89461111,-76.20122222
1069,OO,Skywest Airlines Inc.,ORF,717.1882470119522,36.89461111,-76.20122222
1070,TW,Trans World Airways LLC,ORF,777.6602236642275,36.89461111,-76.20122222
1071,UA,United Air Lines Inc.,ORF,611.1612858909191,36.89461111,-76.20122222
1072,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),ORF,274.3868462519697,36.89461111,-76.20122222
1073,WN,Southwest Airlines Co.,ORF,526.633785061456,36.89461111,-76.20122222
1074,XE,Expressjet Airlines Inc.,ORF,572.1749315485245,36.89461111,-76.20122222
1075,YV,Mesa Airlines Inc.,ORF,288.2529035316426,36.89461111,-76.20122222
1076,9E,Pinnacle Airlines Inc.,PFN,417.0,30.21208333,-85.68280556
1077,EV,Atlantic Southeast Airlines,PFN,253.4480121166225,30.21208333,-85.68280556
1078,OH,Comair Inc.,PFN,484.5113122171946,30.21208333,-85.68280556
1079,OO,Skywest Airlines Inc.,PFN,694.8108108108108,30.21208333,-85.68280556
1080,9E,Pinnacle Airlines Inc.,PHL,724.0396873120866,39.87195278,-75.24114083
1081,AA,American Airlines Inc.,PHL,1030.6747690277166,39.87195278,-75.24114083
1082,CO,Continental Air Lines Inc.,PHL,1035.8752689574233,39.87195278,-75.24114083
1083,DH,Independence Air,PHL,244.9157470660361,39.87195278,-75.24114083
1084,DL,Delta Air Lines Inc.,PHL,759.5404703747645,39.87195278,-75.24114083
1085,EV,Atlantic Southeast Airlines,PHL,594.9769053117783,39.87195278,-75.24114083
1086,F9,Frontier Airlines Inc.,PHL,1557.0,39.87195278,-75.24114083
1087,FL,AirTran Airways Corporation,PHL,700.6721783127749,39.87195278,-75.24114083
1088,HP,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),PHL,1883.567623849189,39.87195278,-75.24114083
1089,MQ,American Eagle Airlines Inc.,PHL,318.64,39.87195278,-75.24114083
1090,NW,Northwest Airlines Inc.,PHL,705.9661445865536,39.87195278,-75.24114083
1091,OH,Comair Inc.,PHL,455.7055853581571,39.87195278,-75.24114083
1092,OO,Skywest Airlines Inc.,PHL,687.9619377162629,39.87195278,-75.24114083
1093,TW,Trans World Airways LLC,PHL,811.5522275358671,39.87195278,-75.24114083
1094,TZ,ATA Airlines d/b/a ATA,PHL,668.2540064102565,39.87195278,-75.24114083
1095,UA,United Air Lines Inc.,PHL,1283.0700606930905,39.87195278,-75.24114083
1096,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),PHL,738.8429461180104,39.87195278,-75.24114083
1097,WN,Southwest Airlines Co.,PHL,756.8190269461078,39.87195278,-75.24114083
1098,XE,Expressjet Airlines Inc.,PHL,306.2605030403538,39.87195278,-75.24114083
1099,YV,Mesa Airlines Inc.,PHL,201.1247174076865,39.87195278,-75.24114083
1100,9E,Pinnacle Airlines Inc.,PIA,345.9836734693878,40.66424333,-89.69330556
1101,DH,Independence Air,PIA,130.0,40.66424333,-89.69330556
1102,EV,Atlantic Southeast Airlines,PIA,563.8119079837618,40.66424333,-89.69330556
1103,MQ,American Eagle Airlines Inc.,PIA,209.68435816047835,40.66424333,-89.69330556
1104,OO,Skywest Airlines Inc.,PIA,152.39107308048105,40.66424333,-89.69330556
1105,TW,Trans World Airways LLC,PIA,137.0,40.66424333,-89.69330556
1106,9E,Pinnacle Airlines Inc.,PIR,872.5,44.38267694,-100.285965
1107,9E,Pinnacle Airlines Inc.,PIT,519.3163109756098,40.49146583,-80.23287083
1108,AA,American Airlines Inc.,PIT,1063.6337209302326,40.49146583,-80.23287083
1109,B6,JetBlue Airways,PIT,390.6460412508317,40.49146583,-80.23287083
1110,CO,Continental Air Lines Inc.,PIT,1027.9820176775374,40.49146583,-80.23287083
1111,DH,Independence Air,PIT,200.83145609987787,40.49146583,-80.23287083
1112,DL,Delta Air Lines Inc.,PIT,476.0362391297761,40.49146583,-80.23287083
1113,EV,Atlantic Southeast Airlines,PIT,461.71044202434337,40.49146583,-80.23287083
1114,FL,AirTran Airways Corporation,PIT,602.7834578973592,40.49146583,-80.23287083
1115,HA,Hawaiian Airlines Inc.,PIT,2243.0,40.49146583,-80.23287083
1116,HP,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),PIT,1826.9453580901857,40.49146583,-80.23287083
1117,MQ,American Eagle Airlines Inc.,PIT,558.7277092796885,40.49146583,-80.23287083
1118,NW,Northwest Airlines Inc.,PIT,420.7179735398516,40.49146583,-80.23287083
1119,OH,Comair Inc.,PIT,293.12980323477905,40.49146583,-80.23287083
1120,OO,Skywest Airlines Inc.,PIT,543.9475409836066,40.49146583,-80.23287083
1121,TW,Trans World Airways LLC,PIT,546.5619412515964,40.49146583,-80.23287083
1122,TZ,ATA Airlines d/b/a ATA,PIT,402.0,40.49146583,-80.23287083
1123,UA,United Air Lines Inc.,PIT,494.4541129032258,40.49146583,-80.23287083
1124,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),PIT,609.6398492201396,40.49146583,-80.23287083
1125,WN,Southwest Airlines Co.,PIT,645.7504436557232,40.49146583,-80.23287083
1126,XE,Expressjet Airlines Inc.,PIT,594.689334769728,40.49146583,-80.23287083
1127,YV,Mesa Airlines Inc.,PIT,214.8474152306837,40.49146583,-80.23287083
1128,9E,Pinnacle Airlines Inc.,PLN,243.0,45.5709275,-84.796715
1129,NW,Northwest Airlines Inc.,PLN,611.0,45.5709275,-84.796715
1130,9E,Pinnacle Airlines Inc.,PNS,355.0,30.47330556,-87.18744444
1131,CO,Continental Air Lines Inc.,PNS,464.0494296577947,30.47330556,-87.18744444
1132,DL,Delta Air Lines Inc.,PNS,255.6611536318583,30.47330556,-87.18744444
1133,EV,Atlantic Southeast Airlines,PNS,347.47982619491,30.47330556,-87.18744444
1134,FL,AirTran Airways Corporation,PNS,272.0091503267974,30.47330556,-87.18744444
1135,MQ,American Eagle Airlines Inc.,PNS,630.6370521760039,30.47330556,-87.18744444
1136,OH,Comair Inc.,PNS,735.2021636240703,30.47330556,-87.18744444
1137,OO,Skywest Airlines Inc.,PNS,592.6824644549763,30.47330556,-87.18744444
1138,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),PNS,488.0,30.47330556,-87.18744444
1139,XE,Expressjet Airlines Inc.,PNS,489.0,30.47330556,-87.18744444
1140,YV,Mesa Airlines Inc.,PNS,488.0,30.47330556,-87.18744444
1141,9E,Pinnacle Airlines Inc.,PWM,751.0814332247558,43.64616667,-70.30875
1142,B6,JetBlue Airways,PWM,274.0,43.64616667,-70.30875
1143,CO,Continental Air Lines Inc.,PWM,284.0,43.64616667,-70.30875
1144,DH,Independence Air,PWM,573.7793828892005,43.64616667,-70.30875
1145,DL,Delta Air Lines Inc.,PWM,712.1450360961841,43.64616667,-70.30875
1146,EV,Atlantic Southeast Airlines,PWM,1024.4706591639872,43.64616667,-70.30875
1147,FL,AirTran Airways Corporation,PWM,551.0366972477065,43.64616667,-70.30875
1148,MQ,American Eagle Airlines Inc.,PWM,357.70881379725256,43.64616667,-70.30875
1149,NW,Northwest Airlines Inc.,PWM,668.1213378273269,43.64616667,-70.30875
1150,OH,Comair Inc.,PWM,375.73612440191386,43.64616667,-70.30875
1151,OO,Skywest Airlines Inc.,PWM,907.0166666666668,43.64616667,-70.30875
1152,TW,Trans World Airways LLC,PWM,169.0,43.64616667,-70.30875
1153,UA,United Air Lines Inc.,PWM,683.9161667192927,43.64616667,-70.30875
1154,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),PWM,450.783708456037,43.64616667,-70.30875
1155,XE,Expressjet Airlines Inc.,PWM,322.80591971888094,43.64616667,-70.30875
1156,YV,Mesa Airlines Inc.,PWM,669.0833333333334,43.64616667,-70.30875
1157,9E,Pinnacle Airlines Inc.,RAP,490.0,44.04532139,-103.0573708
1158,EV,Atlantic Southeast Airlines,RAP,508.0,44.04532139,-103.0573708
1159,NW,Northwest Airlines Inc.,RAP,490.0,44.04532139,-103.0573708
1160,OO,Skywest Airlines Inc.,RAP,412.7418656564973,44.04532139,-103.0573708
1161,XE,Expressjet Airlines Inc.,RAP,301.0,44.04532139,-103.0573708
1162,YV,Mesa Airlines Inc.,RAP,312.6057268722467,44.04532139,-103.0573708
1163,9E,Pinnacle Airlines Inc.,RDU,569.4986772486773,35.87763889,-78.78747222
1164,AA,American Airlines Inc.,RDU,839.6197773010522,35.87763889,-78.78747222
1165,B6,JetBlue Airways,RDU,457.07209302325583,35.87763889,-78.78747222
1166,CO,Continental Air Lines Inc.,RDU,669.3130102982809,35.87763889,-78.78747222
1167,DH,Independence Air,RDU,357.3136196848694,35.87763889,-78.78747222
1168,DL,Delta Air Lines Inc.,RDU,406.4842514939125,35.87763889,-78.78747222
1169,EV,Atlantic Southeast Airlines,RDU,814.1954652071931,35.87763889,-78.78747222
1170,FL,AirTran Airways Corporation,RDU,356.0,35.87763889,-78.78747222
1171,HP,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),RDU,1923.0545508449447,35.87763889,-78.78747222
1172,MQ,American Eagle Airlines Inc.,RDU,454.2876422729505,35.87763889,-78.78747222
1173,NW,Northwest Airlines Inc.,RDU,676.8522806485831,35.87763889,-78.78747222
1174,OH,Comair Inc.,RDU,459.4280145180804,35.87763889,-78.78747222
1175,OO,Skywest Airlines Inc.,RDU,670.3026315789474,35.87763889,-78.78747222
1176,TW,Trans World Airways LLC,RDU,663.6068190061661,35.87763889,-78.78747222
1177,UA,United Air Lines Inc.,RDU,649.5629183400267,35.87763889,-78.78747222
1178,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),RDU,280.566854093205,35.87763889,-78.78747222
