,tailnum,Distance,CRSElapsedTime,aircraft_type,engine_type,model,manufacturer
2497,N584AA,906.9625008712623,150.525060996863,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-82(MD-82),MCDONNELL DOUGLAS
2498,N584AS,1483.5122699386502,217.07055214723925,Fixed Wing Multi-Engine,Turbo-Fan,737-890,BOEING
2499,N584HA,2607.3047162859248,330.63817243920414,Fixed Wing Multi-Engine,Turbo-Jet,767-3G5,BOEING
2500,N584JB,1350.932494684621,205.7413182140326,,,,
2501,N584NW,1471.669729130366,213.57136068430222,Fixed Wing Multi-Engine,Turbo-Jet,757-351,BOEING
2502,N584SW,193.5267473643108,63.58758297540023,Fixed Wing Multi-Engine,Turbo-Prop,EMB-120ER,EMBRAER
2503,N584UA,1315.2462219906201,193.54394649991315,Fixed Wing Multi-Engine,Turbo-Jet,757-222,BOEING
2504,N585AA,903.1398107515085,149.8127271480491,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-82(MD-82),MCDONNELL DOUGLAS
2505,N585AS,1516.0416666666667,220.83333333333334,Fixed Wing Multi-Engine,Turbo-Fan,737-890,BOEING
2506,N585HA,2597.423272727273,329.7541818181818,Fixed Wing Multi-Engine,Turbo-Jet,767-3G5,BOEING
2507,N585JB,1304.2508498837,199.8981928788692,Fixed Wing Multi-Engine,Turbo-Fan,A320-232,AIRBUS
2508,N585NW,1462.3403503133536,212.48417162140447,Fixed Wing Multi-Engine,Turbo-Jet,757-351,BOEING
2509,N585SW,186.5330026985632,62.350959083947195,Fixed Wing Multi-Engine,Turbo-Prop,EMB-120ER,EMBRAER
2510,N585UA,1292.496365524403,190.8631014191762,Fixed Wing Multi-Engine,Turbo-Jet,757-222,BOEING
2511,N58606,799.0977852348993,141.1686577181208,Fixed Wing Multi-Engine,Turbo-Fan,737-524,BOEING
2512,N586AA,899.9566258466169,149.46954974681813,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-82(MD-82),MCDONNELL DOUGLAS
2513,N586AS,1345.4173228346456,203.1220472440945,Fixed Wing Multi-Engine,Turbo-Fan,737-890,BOEING
2514,N586HA,2617.8485394879194,332.11720158672915,Fixed Wing Multi-Engine,Turbo-Jet,767-3G5,BOEING
2515,N586JB,1342.579863603733,204.38711414213927,Fixed Wing Multi-Engine,Turbo-Fan,A320-232,AIRBUS
2516,N586NW,1462.4975530179445,212.60864600326263,Fixed Wing Multi-Engine,Turbo-Jet,757-351,BOEING
2517,N586SW,194.49151360148804,63.93582887700535,Fixed Wing Multi-Engine,Turbo-Prop,EMB-120ER,EMBRAER
2518,N586UA,1297.540732404121,191.47593073593075,Fixed Wing Multi-Engine,Turbo-Jet,757-222,BOEING
2519,N587AA,911.5997094832953,151.0980419290113,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-82(MD-82),MCDONNELL DOUGLAS
2520,N587AS,1392.1604938271605,207.43827160493828,Fixed Wing Multi-Engine,Turbo-Fan,737-890,BOEING
2521,N587HA,2622.263540530716,332.3118865866957,Fixed Wing Multi-Engine,Turbo-Fan,767-33A,BOEING
2522,N587JB,1323.3970886309194,202.4136723788465,Fixed Wing Multi-Engine,Turbo-Fan,A320-232,AIRBUS
2523,N587NW,1466.5823095823096,213.15741195741197,Fixed Wing Multi-Engine,Turbo-Jet,757-351,BOEING
2524,N587SW,498.58422368720164,98.58422368720164,Fixed Wing Multi-Engine,Turbo-Jet,CL-600-2B19,CANADAIR
2525,N587UA,1303.4156489881368,192.17916957431962,Fixed Wing Multi-Engine,Turbo-Jet,757-222,BOEING
2526,N588AA,1126.370077554401,176.57219251336898,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-83(MD-83),MCDONNELL DOUGLAS
2527,N588AS,1638.986301369863,239.91780821917808,Fixed Wing Multi-Engine,Turbo-Fan,737-890,BOEING
2528,N588HA,2621.149106817353,332.41596791833757,Fixed Wing Multi-Engine,Turbo-Jet,767-3CB,BOEING
2529,N588JB,1337.4245895379916,204.18995799923636,Fixed Wing Multi-Engine,Turbo-Fan,A320-232,AIRBUS
2530,N588NW,1464.789898989899,212.78198653198652,Fixed Wing Multi-Engine,Turbo-Jet,757-351,BOEING
2531,N588SW,492.6562534618367,97.89110446438463,Fixed Wing Multi-Engine,Turbo-Jet,CL-600-2B19,CANADAIR
2532,N588UA,1307.8353743876837,192.70031490552833,Fixed Wing Multi-Engine,Turbo-Jet,757-222,BOEING
2533,N588US,510.890719904411,100.96554814298517,Fixed Wing Multi-Engine,Turbo-Jet,737-301,BOEING
2534,N589AA,1128.2507624275693,176.77798962782185,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-83(MD-83),MCDONNELL DOUGLAS
2535,N589AS,1398.8064516129032,208.2741935483871,Fixed Wing Multi-Engine,Turbo-Fan,737-890,BOEING
2536,N589HA,2613.011139992573,331.8057927961381,Fixed Wing Multi-Engine,Turbo-Fan,767-33A,BOEING
2537,N589JB,1345.6664711632454,205.2115347018573,Fixed Wing Multi-Engine,Turbo-Fan,A320-232,AIRBUS
2538,N589NW,1489.6812521618817,215.44967139398133,Fixed Wing Multi-Engine,Turbo-Jet,757-351,BOEING
2539,N589SW,499.1647329246935,98.78338441330999,Fixed Wing Multi-Engine,Turbo-Jet,CL-600-2B19,CANADAIR
2540,N589UA,1752.1179735593905,242.1893228378242,Fixed Wing Multi-Engine,Turbo-Jet,757-222,BOEING
2541,N589US,623.6649470829122,115.07738126894644,Fixed Wing Multi-Engine,Turbo-Jet,737-301,BOEING
2542,N59053,3232.2945478723404,410.12632978723406,Fixed Wing Multi-Engine,Turbo-Jet,767-424ER,BOEING
2543,N590AA,1134.9749123490456,177.5388451648095,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-83(MD-83),MCDONNELL DOUGLAS
2544,N590HA,2609.851783060921,331.67533432392275,Fixed Wing Multi-Engine,Turbo-Jet,767-3CB,BOEING
2545,N590JB,1369.8808758537566,207.98573724387305,Fixed Wing Multi-Engine,Turbo-Fan,A320-232,AIRBUS
2546,N590NW,1469.8326045128565,213.13503585796747,Fixed Wing Multi-Engine,Turbo-Jet,757-351,BOEING
2547,N590SW,495.7171628721541,98.36700963222417,Fixed Wing Multi-Engine,Turbo-Jet,CL-600-2B19,CANADAIR
2548,N590UA,1748.9995924605196,241.77503820682628,Fixed Wing Multi-Engine,Turbo-Jet,757-222,BOEING
2549,N590US,622.8096510447283,114.82482765991557,Fixed Wing Multi-Engine,Turbo-Jet,737-301,BOEING
2550,N591AA,1124.3177908555908,176.20442197404165,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-83(MD-83),MCDONNELL DOUGLAS
2551,N591HA,2607.715282880235,331.2185892725937,Fixed Wing Multi-Engine,Turbo-Fan,767-33A,BOEING
2552,N591JB,1350.6770811490878,205.68190396309498,Fixed Wing Multi-Engine,Turbo-Fan,A320-232,AIRBUS
2553,N591ML,364.1724454649828,88.14328358208955,,,,
2554,N591NW,1508.8277737490935,217.30511240029006,Fixed Wing Multi-Engine,Turbo-Jet,757-351,BOEING
2555,N591SW,497.5119008445761,98.29735658659646,Fixed Wing Multi-Engine,Turbo-Jet,CL-600-2B19,CANADAIR
2556,N591US,618.3227267938047,114.14940469918871,Fixed Wing Multi-Engine,Turbo-Jet,737-301,BOEING
2557,N592AA,1127.3190610902975,176.45136871081206,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-83(MD-83),MCDONNELL DOUGLAS
2558,N592HA,2604.83339820942,331.0373686259245,Fixed Wing Multi-Engine,Turbo-Jet,767-3CB,BOEING
2559,N592JB,1311.353064212508,201.0110855469567,Fixed Wing Multi-Engine,Turbo-Fan,A320-232,AIRBUS
2560,N592ML,359.50750489449644,87.78159669349576,,,,
2561,N592NW,1492.8693548387096,215.46075268817205,Fixed Wing Multi-Engine,Turbo-Jet,757-351,BOEING
2562,N592UA,1267.6347024708032,187.77627711130532,Fixed Wing Multi-Engine,Turbo-Jet,757-222,BOEING
2563,N59302,863.6684745297267,147.02107647947275,Fixed Wing Multi-Engine,Turbo-Jet,737-3TO,BOEING
2564,N59338,1018.6618222058281,166.27701954998156,Fixed Wing Multi-Engine,Turbo-Jet,737-3TO,BOEING
2565,N593AA,1125.9427213040526,176.3028153068156,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-83(MD-83),MCDONNELL DOUGLAS
2566,N593HA,2611.748783227256,331.9543242231374,Fixed Wing Multi-Engine,Turbo-Fan,767-33A,BOEING
2567,N593JB,1322.902859545837,202.56349873843567,Fixed Wing Multi-Engine,Turbo-Fan,A320-232,AIRBUS
2568,N593ML,358.1457264003571,87.07185896005356,,,,
2569,N593NW,1512.9007494059588,217.6081155181868,Fixed Wing Multi-Engine,Turbo-Jet,757-351,BOEING
2570,N593UA,1259.0394044093453,186.8979020979021,Fixed Wing Multi-Engine,Turbo-Jet,757-222,BOEING
2571,N594AA,1127.910691445339,176.62292121303332,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-83(MD-83),MCDONNELL DOUGLAS
2572,N594HA,2492.979368932039,317.45509708737865,Fixed Wing Multi-Engine,Turbo-Fan,767-332,BOEING
2573,N594JB,1334.264705882353,204.50395083406497,Fixed Wing Multi-Engine,Turbo-Fan,A320-232,AIRBUS
2574,N594NW,1508.9182448903057,217.25707856741047,Fixed Wing Multi-Engine,Turbo-Jet,757-351,BOEING
2575,N594SW,500.01421243855526,98.64522333832015,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
2576,N594UA,1269.9528907922913,188.2847965738758,Fixed Wing Multi-Engine,Turbo-Jet,757-222,BOEING
2577,N595AA,1131.5019574729408,177.13475122850122,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-83(MD-83),MCDONNELL DOUGLAS
2578,N595JB,1348.9488839285714,205.81049107142857,Fixed Wing Multi-Engine,Turbo-Fan,A320-232,AIRBUS
2579,N595NW,1511.5629377247776,217.39806927881887,Fixed Wing Multi-Engine,Turbo-Jet,757-351,BOEING
2580,N595SW,500.31655701754386,98.65921052631579,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
2581,N595UA,1747.3860244931564,241.45044766903365,Fixed Wing Multi-Engine,Turbo-Jet,757-222,BOEING
2582,N59630,817.2421005212691,142.3776948323573,Fixed Wing Multi-Engine,Turbo-Fan,737-524,BOEING
2583,N596AA,1125.7637341820111,176.38135657446003,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-83(MD-83),MCDONNELL DOUGLAS
2584,N596HA,2497.098124098124,318.1515151515151,Fixed Wing Multi-Engine,Turbo-Fan,767-332,BOEING
2585,N596NW,1489.5793301435406,215.02775119617226,Fixed Wing Multi-Engine,Turbo-Jet,757-351,BOEING
2586,N596UA,1747.4783603828548,241.6034751846842,Fixed Wing Multi-Engine,Turbo-Jet,757-222,BOEING
2587,N597AA,1121.933902569185,175.89299877974375,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-83(MD-83),MCDONNELL DOUGLAS
2588,N597HA,2519.6116751269037,320.4568527918782,Fixed Wing Multi-Engine,Turbo-Fan,767-332,BOEING
2589,N597JB,1319.1387900355871,202.7864768683274,Fixed Wing Multi-Engine,Turbo-Fan,A320-232,AIRBUS
2590,N597SW,497.3875633445946,97.74282094594595,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
2591,N597UA,1742.7658905704307,241.06635622817228,Fixed Wing Multi-Engine,Turbo-Jet,757-222,BOEING
2592,N598AA,1131.0628268225162,177.0361427253153,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-83(MD-83),MCDONNELL DOUGLAS
2593,N598HA,2497.3929889298893,317.08671586715866,Fixed Wing Multi-Engine,Turbo-Fan,767-332,BOEING
2594,N598JB,1330.7446713035674,203.89118240969262,Fixed Wing Multi-Engine,Turbo-Fan,A320-232,AIRBUS
2595,N598UA,1740.1564916330065,240.96676283900752,Fixed Wing Multi-Engine,Turbo-Jet,757-222,BOEING
2596,N599AA,1132.8403980553023,177.3137061236894,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-83(MD-83),MCDONNELL DOUGLAS
2597,N599JB,1311.5814638567867,201.06911398141852,Fixed Wing Multi-Engine,Turbo-Fan,A320-232,AIRBUS
2598,N5BRAA,1422.0247900839663,209.98866817757633,,,,
2599,N5BSAA,1433.4577335775975,211.35217903415784,,,,
2600,N5BTAA,1445.777486224088,212.81336133350834,,,,
2601,N5BUAA,1424.9506666666666,210.3303107080944,,,,
2602,N5BVAA,1444.627815468114,212.57449118046134,,,,
2603,N5BWAA,1414.8368289143912,209.0337686321066,,,,
2604,N5BYAA,1445.999864645371,212.91188413643746,,,,
2605,N5CAAA,1428.565096217651,210.80276081762676,,,,
2606,N5CBAA,1420.0550931430837,209.51658079006475,,,,
2607,N5CCAA,1447.453209794838,212.81906022501656,,,,
2608,N5CDAA,1422.241306079108,210.0669056152927,,,,
2609,N5CEAA,1436.6069140416444,211.69109598184488,,,,
2610,N5CFAA,1420.5697922216302,209.7996269650946,,,,
2611,N5CGAA,1416.7596663135594,209.14333024241623,,,,
2612,N5CHAA,1445.4262807446664,212.81459834171537,,,,
2613,N5CJAA,1414.4005954797672,208.91730951414266,,,,
2614,N5CKAA,1426.1704124801693,210.57548915917505,,,,
2615,N5CLAA,1436.6090446882527,211.78897363843168,,,,
2616,N5CMAA,1443.3146609488074,212.52855227882037,,,,
2617,N5CNAA,1430.3006335797254,211.65818104996302,,,,
2618,N5CPAA,1394.6026196473551,207.4028015721052,,,,
2619,N5CRAA,1388.758939455506,206.5374377730367,,,,
2620,N5CSAA,1393.9270471985703,207.65986752181684,,,,
2621,N5CTAA,1410.7831136220966,209.50947148090006,,,,
2622,N5CUAA,1377.3803531560789,205.53409782829308,,,,
2623,N5CVAA,1406.8077205496695,208.84934955937894,,,,
2624,N5CWAA,1388.6972115578906,206.63995553759094,,,,
2625,N5CXAA,1397.3569058481958,207.91731507417782,,,,
2626,N5CYAA,1421.4886508273228,210.50005306165764,,,,
2627,N5DAAA,1388.1590586325826,206.5185711386239,,,,
2628,N5DBAA,1375.3542265080016,205.30856849666495,,,,
2629,N5DCAA,1422.6258271298593,210.70113753877973,,,,
2630,N5DDAA,1417.5279975020817,210.15915478297075,,,,
2631,N5DEAA,1773.0265599628856,247.82681823454357,,,,
2632,N5DFAA,1793.5982774893819,250.06573046967193,,,,
2633,N5DGAA,1805.5629544143105,251.53525678015004,,,,
2634,N5DHAA,1797.3499211889214,250.3875689674586,,,,
2635,N5DJAA,1785.0182553437319,249.07059503177354,,,,
2636,N5DKAA,1782.4923561675807,248.79687135185617,,,,
2637,N5DLAA,1419.2470030666295,209.3388625592417,,,,
2638,N5DMAA,1427.8845231752798,210.6663557628248,,,,
2639,N5DNAA,1420.1366267330732,209.7792435051824,,,,
2640,N5DPAA,1426.0780788838208,210.46511939898042,,,,
2641,N5DRAA,1417.3959640032724,209.5742533751534,,,,
2642,N5DSAA,1440.0032493907393,212.00582182507446,,,,
2643,N5DTAA,1428.5425023877747,210.80851644602157,,,,
2644,N5DUAA,1437.110291157923,211.69812080536911,,,,
2645,N5DVAA,1409.9944758647903,208.5471524398264,,,,
2646,N5DWAA,1442.036791074512,212.2437242661708,,,,
2647,N5DXAA,1441.3955998906806,212.27480185843126,,,,
2648,N5DYAA,1418.8627580730545,209.66137145882976,,,,
2649,N5EAAA,1416.631004657352,209.2716624517503,,,,
2650,N5EBAA,1429.3942872762061,210.8275249419161,,,,
2651,N5ECAA,1788.1519567516748,249.3266337564645,,,,
2652,N5EDAA,1802.2137016848365,251.43444857496903,,,,
2653,N5EEAA,1423.9629324546952,209.94973632168754,,,,
2654,N5EFAA,1410.6719453242208,208.34839139856643,,,,
2655,N5EGAA,1427.913620689655,210.64793103448275,,,,
2656,N5EHAA,1421.421943136229,209.40886098028955,,,,
2657,N5EJAA,1437.649480907971,211.71564314622557,,,,
2658,N5EKAA,1425.2260696156636,210.10279187817258,,,,
2659,N5ELAA,1413.8039772727273,208.79239921861125,,,,
2660,N5EMAA,1424.6553334578741,210.03251121076232,,,,
2661,N5ENAA,1438.3963565617262,211.44287230279448,,,,
2662,N5EPAA,1412.5839899713467,208.82485673352434,,,,
2663,N5ERAA,1887.316814159292,260.0706355591311,,,,
2664,N5ESAA,1864.8286365857632,257.40706955530214,,,,
2665,N5ETAA,1952.7671417565484,266.46417565485365,,,,
2666,N5EUAA,1950.1176704432519,265.9415623136553,,,,
2667,N5EVAA,1948.7996807661611,266.1763766959298,,,,
2668,N5EWAA,1922.9223473621814,263.09721398933016,,,,
2669,N5EXAA,1912.8068720379147,261.96425750394945,,,,
2670,N5EYAA,1926.0442033353427,263.68696001607395,,,,
2671,N5FAAA,1938.601829753381,265.0033810660302,,,,
2672,N5FBAA,1911.2509400356223,262.00613496932516,,,,
2673,N5FCAA,1907.7577420619366,261.3690709525676,,,,
2674,N5FDAA,1932.5530612244897,264.57897959183674,,,,
2675,N5FEAA,1436.203690216072,210.95581451808692,,,,
2676,N5FFAA,1402.1286731967944,206.85841495992875,,,,
2677,N5FGAA,1433.5475590190235,210.42447856979143,,,,
2678,N5FHAA,1403.8933578487704,206.702597104114,,,,
2679,N5FJAA,1413.830456372665,208.33956017971153,,,,
2680,N5FKAA,1408.3001601464196,207.20247083047357,,,,
2681,N5FLAA,1406.7854963623563,207.18117812720018,,,,
2682,N5FMAA,1429.8841655420604,210.15047233468286,,,,
2683,N5FNAA,1420.7083725305738,208.93532455315145,,,,
2684,N5FPAA,1418.2210477941176,208.96070772058823,,,,
2685,N5FRAA,1406.1788508830762,207.26469930695282,,,,
2686,N5FSAA,1450.8988764044943,212.63540472368723,,,,
2687,N5FTAA,1404.3090457929168,207.14098804421386,,,,
2688,N600TR,420.1487898496641,90.93240217507197,Fixed Wing Multi-Engine,Turbo-Jet,DC-9-51,MCDONNELL DOUGLAS
2689,N600WN,501.63314805457304,93.19504800404245,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
2690,N601AW,1191.445043310876,184.1572666025024,Fixed Wing Multi-Engine,Turbo-Fan,A320-232,AIRBUS
2691,N601DL,1000.5440987051726,158.06108060470476,Fixed Wing Multi-Engine,Turbo-Jet,757-232,BOEING
2692,N601WN,505.9372274617179,93.72528141162154,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
2693,N602AW,1165.355759429154,180.82731906218146,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
2694,N602DL,1007.1183520599251,158.99155600953353,Fixed Wing Multi-Engine,Turbo-Jet,757-232,BOEING
2695,N602NW,487.0418845159437,98.7183567940247,Fixed Wing Multi-Engine,Turbo-Jet,DC-9-32,MCDONNELL DOUGLAS
2696,N602SW,508.4449352784056,94.03534004520239,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
2697,N603AT,609.3771014848447,113.71984292551234,Fixed Wing Multi-Engine,Turbo-Fan,717-200,BOEING
2698,N603AW,1176.378164877456,182.11363176017824,Fixed Wing Multi-Engine,Turbo-Fan,A320-232,AIRBUS
2699,N603DL,1004.6460874839927,158.50427984093818,Fixed Wing Multi-Engine,Turbo-Jet,757-232,BOEING
2700,N603JB,1367.2273371104816,208.11024551463646,Fixed Wing Multi-Engine,Turbo-Fan,A320-232,AIRBUS
2701,N603NW,474.6642105773426,97.08953415095255,,,,
2702,N603SK,615.4514637904468,109.98397534668722,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2C10,BOMBARDIER INC
2703,N603SW,511.16678545972917,94.4063740963242,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
2704,N604AT,606.7407766990291,113.42257281553398,Fixed Wing Multi-Engine,Turbo-Fan,717-200,BOEING
2705,N604AW,1189.899471507353,182.51011029411765,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
2706,N604DL,1006.0440465654572,158.7476342841582,Fixed Wing Multi-Engine,Turbo-Jet,757-232,BOEING
2707,N604SK,618.1662507797879,110.39800374298191,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2C10,BOMBARDIER INC
2708,N604SW,510.1229820051414,94.21850899742931,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
2709,N605AW,1176.6551684881604,180.93101092896174,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
2710,N605DL,1003.7294536657482,158.54767824742962,Fixed Wing Multi-Engine,Turbo-Jet,757-232,BOEING
2711,N605JB,1318.0142443264124,201.97151134717527,Fixed Wing Multi-Engine,Turbo-Fan,A320-232,AIRBUS
2712,N605NW,503.1621748300914,100.93191938129834,,,,
2713,N605SW,511.9646889755697,94.62071443235476,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
2714,N606DL,1008.8539408047889,159.10874625872964,Fixed Wing Multi-Engine,Turbo-Jet,757-232,BOEING
2715,N606JB,1353.0661926942878,206.24785486638882,Fixed Wing Multi-Engine,Turbo-Fan,A320-232,AIRBUS
2716,N606NW,484.3104788024226,98.31904925151412,Fixed Wing Multi-Engine,Turbo-Jet,DC-9-32,MCDONNELL DOUGLAS
2717,N606SK,608.6685393258427,108.96504369538077,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2C10,BOMBARDIER INC
2718,N606SW,502.6022565562106,93.26133360439114,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
2719,N607AS,992.9684361549498,155.96193208990914,Fixed Wing Multi-Engine,Turbo-Jet,737-790,BOEING
2720,N607DL,999.1191943284966,157.99834360299477,Fixed Wing Multi-Engine,Turbo-Jet,757-232,BOEING
2721,N607JB,1369.452455843213,208.23469634647955,Fixed Wing Multi-Engine,Turbo-Fan,A320-232,AIRBUS
2722,N607SK,603.9339443742099,108.42793931731985,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2C10,BOMBARDIER INC
2723,N607SW,508.04870530209615,94.02127003699137,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
2724,N608DA,1060.7498320118264,165.8014379787663,Fixed Wing Multi-Engine,Turbo-Jet,757-232,BOEING
2725,N608JB,1350.5279014933194,206.53969085669374,Fixed Wing Multi-Engine,Turbo-Fan,A320-232,AIRBUS
2726,N608NW,480.64525943135305,97.95038167938931,Fixed Wing Multi-Engine,Turbo-Jet,DC-9-32,MCDONNELL DOUGLAS
2727,N608SK,621.395356442119,111.05068672334859,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2C10,BOMBARDIER INC
2728,N608SW,509.0586797066015,94.24663814180929,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
2729,N609AS,1012.6767971946231,158.34833430742256,Fixed Wing Multi-Engine,Turbo-Jet,737-790,BOEING
2730,N609DL,1058.671598628018,165.6179299213128,Fixed Wing Multi-Engine,Turbo-Jet,757-232,BOEING
2731,N609SK,617.2116009280743,111.13085846867749,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2C10,BOMBARDIER INC
2732,N609SW,507.2414460285132,93.81415478615071,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
2733,N610AA,1401.1073527895226,208.16274752475246,Fixed Wing Multi-Engine,Turbo-Fan,757-223,BOEING
2734,N610AE,399.94948966239207,86.39138968856321,Fixed Wing Multi-Engine,Turbo-Jet,EMB-145,EMBRAER
2735,N610DL,1050.858312803782,164.49750316266062,Fixed Wing Multi-Engine,Turbo-Jet,757-232,BOEING
2736,N610NW,503.5276817658117,100.88903038020739,Fixed Wing Multi-Engine,Turbo-Jet,DC-9-32,MCDONNELL DOUGLAS
2737,N610WN,512.8385150812065,95.06728538283063,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
2738,N611AA,1379.8280654792545,205.97826982492276,Fixed Wing Single-Engine,Reciprocating,F85P-1,MORSE GEORGE JR
2739,N611AE,402.6754820936639,86.4210743801653,Fixed Wing Multi-Engine,Turbo-Jet,EMB-145,EMBRAER
2740,N611AS,1002.3304263565891,157.0940891472868,Fixed Wing Multi-Engine,Turbo-Jet,737-790,BOEING
2741,N611DL,1014.5785276477955,159.857378237659,Fixed Wing Multi-Engine,Turbo-Jet,757-232,BOEING
2742,N611NA,513.284599418846,102.58298048982981,,,,
2743,N611SK,660.5963821368005,117.08875070661391,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2C10,BOMBARDIER INC
2744,N611SW,504.85009048863867,93.60597225015081,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
2745,N612AA,1385.415975885456,206.54182366239638,Fixed Wing Multi-Engine,Turbo-Fan,757-223,BOEING
2746,N612AE,403.4695664067843,86.69265490356996,Fixed Wing Multi-Engine,Turbo-Jet,EMB-145,EMBRAER
2747,N612AS,999.8734998064266,156.87679055361983,Fixed Wing Multi-Engine,Turbo-Jet,737-790,BOEING
2748,N612DL,1020.2699797160243,160.55571331981068,Fixed Wing Multi-Engine,Turbo-Jet,757-232,BOEING
2749,N612JB,1340.335145419951,205.03044305517804,Fixed Wing Multi-Engine,Turbo-Fan,A320-232,AIRBUS
2750,N612SW,502.14835109081685,93.17503805175038,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
2751,N61304,850.8890440101051,145.16001861454595,Fixed Wing Multi-Engine,Turbo-Jet,737-3TO,BOEING
2752,N613AA,1427.4875594833447,210.71135282121006,Fixed Wing Multi-Engine,Turbo-Fan,757-223,BOEING
2753,N613AE,415.4561354802887,87.81718489727929,Fixed Wing Multi-Engine,Turbo-Jet,EMB-145,EMBRAER
2754,N613AS,1012.0448971518987,158.25148338607596,Fixed Wing Multi-Engine,Turbo-Jet,737-790,BOEING
2755,N613DL,1065.6894447424893,166.56672478540773,Fixed Wing Multi-Engine,Turbo-Jet,757-232,BOEING
2756,N613JB,1374.9548660084627,209.3475317348378,Fixed Wing Multi-Engine,Turbo-Fan,A320-232,AIRBUS
2757,N613NW,493.9669071611711,99.67515353884681,Fixed Wing Multi-Engine,Turbo-Jet,DC-9-32,MCDONNELL DOUGLAS
2758,N613SK,665.0957446808511,118.15248226950355,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2C10,BOMBARDIER INC
2759,N613SW,508.0451822520053,93.96791552441873,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
2760,N614AA,1420.1064276711945,209.64392772096932,Fixed Wing Multi-Engine,Turbo-Fan,757-223,BOEING
2761,N614AE,387.3444357366771,84.82236154649948,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
2762,N614AS,1021.1747641748656,159.42397809108428,Fixed Wing Multi-Engine,Turbo-Jet,737-790,BOEING
2763,N614DL,1067.3393750845394,166.6760449073448,Fixed Wing Multi-Engine,Turbo-Jet,757-232,BOEING
2764,N614SK,651.4673784104389,116.09311981020166,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2C10,BOMBARDIER INC
2765,N614SW,508.20164818394545,94.03448977515515,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
2766,N615AA,1439.3892881355932,212.19620338983052,Fixed Wing Multi-Engine,Turbo-Prop,65-A90,BEECH
2767,N615AE,400.3249032614704,86.36912658927584,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
2768,N615AS,1027.9660471394454,160.12075589243068,Fixed Wing Multi-Engine,Turbo-Jet,737-790,BOEING
2769,N615DL,1057.9599442008769,165.35339444665868,Fixed Wing Multi-Engine,Turbo-Jet,757-232,BOEING
2770,N615JB,1321.8675824175825,203.05576923076924,Fixed Wing Multi-Engine,Turbo-Fan,A320-232,AIRBUS
2771,N615SW,511.17604428787115,94.4448917966784,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
