,tailnum,Distance,CRSElapsedTime,aircraft_type,engine_type,model,manufacturer
1587,N402WN,722.5342606903658,122.42400824317362,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1588,N403AA,904.9018885934411,150.11068676259973,,,,
1589,N403CA,467.0826086956522,99.84869565217392,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
1590,N403SW,500.8777777777778,95.38490566037736,Fixed Wing Multi-Engine,Turbo-Jet,CL-600-2B19,CANADAIR
1591,N403UA,1303.310791495444,193.90057173485795,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1592,N403WN,759.0919540229885,126.98014629049112,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1593,N404AA,910.165244909191,151.1175337186898,,,,
1594,N404UA,1296.5041093442917,193.10649513088538,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1595,N404US,582.8059500026997,109.83067868905566,Fixed Wing Multi-Engine,Turbo-Jet,737-401,BOEING
1596,N404WN,734.8086824835941,123.84149419485108,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1597,N405AA,905.3363897249247,150.53517675883793,Balloon,,S55A,RAVEN
1598,N405SW,510.3915812196438,96.36459794927146,Fixed Wing Multi-Engine,Turbo-Jet,CL-600-2B19,CANADAIR
1599,N405UA,1308.4029694323144,194.33103327801555,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1600,N405US,570.5559632051895,108.27027170734301,Fixed Wing Multi-Engine,Turbo-Jet,737-401,BOEING
1601,N405WN,733.2217741935484,123.62903225806451,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1602,N406AA,900.6289902726401,149.5944501541624,,,,
1603,N406SW,514.3779535977761,96.81203891799423,Fixed Wing Multi-Engine,Turbo-Jet,CL-600-2B19,CANADAIR
1604,N406UA,1248.1068151447662,186.8977991624343,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1605,N406US,578.6309823004117,109.30757713491258,Fixed Wing Multi-Engine,Turbo-Jet,737-401,BOEING
1606,N406WN,721.9114636642784,122.2338792221085,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1607,N407AA,906.0173454520225,150.45108243130724,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-82(MD-82),MCDONNELL DOUGLAS
1608,N407SW,522.4522921693354,97.43584119324413,Fixed Wing Multi-Engine,Turbo-Jet,CL-600-2B19,CANADAIR
1609,N407UA,1269.3980333097095,189.44179659815734,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1610,N407WN,722.5092177379173,122.46885899352267,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1611,N408AA,904.4172880419774,149.98978182822424,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-82(MD-82),MCDONNELL DOUGLAS
1612,N408CA,458.83522958147097,100.42421779764324,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
1613,N408SW,519.9593267882188,97.10346315675909,Fixed Wing Multi-Engine,Turbo-Jet,CL-600-2B19,CANADAIR
1614,N408UA,1269.2062740191259,189.49486102422023,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1615,N408WN,747.4448938321536,125.19464105156725,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1616,N409AA,911.7116295264624,151.09714484679665,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-82(MD-82),MCDONNELL DOUGLAS
1617,N409CA,462.76649104320336,101.07713382507903,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
1618,N409SW,518.3658740965749,96.71896930973081,Fixed Wing Multi-Engine,Turbo-Jet,CL-600-2B19,CANADAIR
1619,N409UA,1303.7579936753339,193.8904602951511,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1620,N409US,575.5698157418256,108.97262754286932,Fixed Wing Multi-Engine,Turbo-Jet,737-401,BOEING
1621,N409WN,740.1930443548387,123.96421370967742,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1622,N410AA,917.7927872442345,151.8864554103073,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-82(MD-82),MCDONNELL DOUGLAS
1623,N410SW,520.1576819407009,97.34967862326353,Fixed Wing Multi-Engine,Turbo-Jet,CL-600-2B19,CANADAIR
1624,N410UA,1294.7735832375563,192.96189213085765,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1625,N410WN,732.9011270491803,123.61168032786885,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1626,N41104,769.0643102601865,137.26067746686303,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145XR,EMBRAER
1627,N41135,1426.759102611254,215.70926811327695,Fixed Wing Multi-Engine,Turbo-Jet,757-224,BOEING
1628,N41140,1381.61805725471,212.04820161487643,Fixed Wing Multi-Engine,Turbo-Jet,757-224,BOEING
1629,N411AA,902.901470788506,150.04495300367796,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-82(MD-82),MCDONNELL DOUGLAS
1630,N411SW,521.3918248490078,97.55770060396894,Fixed Wing Multi-Engine,Turbo-Jet,CL-600-2B19,CANADAIR
1631,N411UA,1286.7238773178663,191.74925294427842,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1632,N411WN,744.3855297157622,125.36175710594316,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1633,N412AA,913.7583860651833,151.2737852184565,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-82(MD-82),MCDONNELL DOUGLAS
1634,N412SW,507.8764139972513,96.32847023998309,Fixed Wing Multi-Engine,Turbo-Jet,CL-600-2B19,CANADAIR
1635,N412UA,1317.9583706356311,195.38920225624497,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1636,N412WN,757.5177013853258,126.9728065674705,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1637,N413AA,907.5309662000683,150.50467736428814,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-82(MD-82),MCDONNELL DOUGLAS
1638,N413SW,495.81738865780665,94.75276453281931,Fixed Wing Multi-Engine,Turbo-Jet,CL-600-2B19,CANADAIR
1639,N413UA,1298.8533567354102,193.2542343132953,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1640,N413WN,752.9554358472086,126.49363369245837,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1641,N414AA,909.7721457036985,150.81361029514616,,,,
1642,N414UA,1228.0002328108023,184.4055564178178,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1643,N414WN,721.1413562559694,122.20391595033429,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1644,N415AA,913.909518213866,151.25572070515037,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-82(MD-82),MCDONNELL DOUGLAS
1645,N415UA,1286.9464137816797,191.62097241779176,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1646,N415WN,755.4393263992075,126.36948984645865,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1647,N416AA,918.0527078302863,151.61098461326156,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-82(MD-82),MCDONNELL DOUGLAS
1648,N416SW,519.3846480067854,97.02905004240883,Fixed Wing Multi-Engine,Turbo-Jet,CL-600-2B19,CANADAIR
1649,N416UA,1298.2260418355766,192.91859899464893,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1650,N416WN,729.9299649824912,123.4367183591796,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1651,N417AA,909.9864799613713,150.88154536046912,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-82(MD-82),MCDONNELL DOUGLAS
1652,N417SW,525.6641852770884,97.80707196029776,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
1653,N417UA,1298.260527839828,192.88912791659772,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1654,N417US,580.1891745013858,109.5223085701864,Fixed Wing Multi-Engine,Turbo-Jet,737-401,BOEING
1655,N417WN,737.3813020068527,124.01615271659324,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1656,N418AA,914.3420851034194,151.3925734986763,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-82(MD-82),MCDONNELL DOUGLAS
1657,N418SW,520.7291196388262,97.18479376154319,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
1658,N418UA,1285.220352892901,191.5360689372179,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1659,N418US,579.5223223984358,109.50200955898327,Fixed Wing Multi-Engine,Turbo-Jet,737-401,BOEING
1660,N418WN,760.2290419161677,127.03842315369262,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1661,N419AA,905.9366861867034,150.2305360341739,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-82(MD-82),MCDONNELL DOUGLAS
1662,N419UA,1292.2287238407878,192.28239638900288,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1663,N419US,577.0693619979678,109.15621156211562,Fixed Wing Multi-Engine,Turbo-Jet,737-401,BOEING
1664,N419WN,758.3320138545274,126.95695200395843,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1665,N420AA,914.7434674261303,151.22874234439539,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-82(MD-82),MCDONNELL DOUGLAS
1666,N420CA,468.1292319353209,100.07175341081354,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
1667,N420UA,1300.4243469689502,193.20133070478067,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1668,N420US,571.5187838268067,108.48100392656266,Fixed Wing Multi-Engine,Turbo-Jet,737-401,BOEING
1669,N420WN,728.8293515358362,123.1984397854705,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1670,N421AA,899.7819686588426,149.68374270593026,Fixed Wing Multi-Engine,Reciprocating,421C,CESSNA
1671,N421LV,750.5816023738872,126.06824925816024,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1672,N421UA,1308.69416761967,194.1482843137255,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1673,N421US,577.7684396593284,109.20842037602442,Fixed Wing Multi-Engine,Turbo-Jet,737-401,BOEING
1674,N422AA,895.08891462833,148.99741073862089,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-82(MD-82),MCDONNELL DOUGLAS
1675,N422UA,1291.0305466237942,192.08080077182828,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1676,N422US,573.9370091360795,108.77304055137041,Fixed Wing Multi-Engine,Turbo-Jet,737-401,BOEING
1677,N422WN,763.727730246603,127.63210870659286,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1678,N423AA,909.1732229123534,150.8687008145796,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-82(MD-82),MCDONNELL DOUGLAS
1679,N423SW,523.0071655235951,97.4677039615109,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
1680,N423UA,1291.095413726748,191.99310400128297,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1681,N423US,569.116847826087,108.08908780903666,Fixed Wing Multi-Engine,Turbo-Jet,737-401,BOEING
1682,N423WN,745.2482690405539,125.10138476755688,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1683,N424AA,906.3491266675835,150.3265011348786,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-82(MD-82),MCDONNELL DOUGLAS
1684,N424UA,1303.818069510789,193.64549872333416,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1685,N424US,574.1344401587568,108.74939907205545,Fixed Wing Multi-Engine,Turbo-Jet,737-401,BOEING
1686,N424WN,727.67691556857,122.68667642752563,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1687,N425AA,911.5869059033009,150.93144774688398,Fixed Wing Single-Engine,Reciprocating,PA-28-180,PIPER
1688,N425LV,742.0460784313725,124.86519607843137,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1689,N425UA,1277.6115763546798,190.50057480702907,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1690,N425US,575.2174169979585,108.87310626410229,Fixed Wing Multi-Engine,Turbo-Jet,737-401,BOEING
1691,N426AA,911.6623161383882,151.04516574585637,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-82(MD-82),MCDONNELL DOUGLAS
1692,N426SW,522.2267967145791,97.48747433264887,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
1693,N426UA,1286.0318854725883,191.57174231332357,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1694,N426US,570.550193050193,108.16559416559417,Fixed Wing Multi-Engine,Turbo-Jet,737-4B7,BOEING
1695,N426WN,738.0412776412776,124.01965601965603,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1696,N427AA,916.6876629614381,151.6198188306341,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-82(MD-82),MCDONNELL DOUGLAS
1697,N427CA,461.3359335038363,98.98542199488492,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
1698,N427SW,520.3124175043151,97.14539547162148,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
1699,N427UA,1292.7218765351236,192.27091861797936,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1700,N427US,575.613444927303,109.00010730189388,Fixed Wing Multi-Engine,Turbo-Jet,737-4B7,BOEING
1701,N427WN,735.2611464968153,124.06663400293974,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1702,N428AA,901.7879746835443,149.90719288793105,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-82(MD-82),MCDONNELL DOUGLAS
1703,N428UA,1297.05628533422,192.9706493722458,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1704,N428WN,735.7086575875486,123.71108949416342,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1705,N429AA,912.5692839847803,151.39779961251037,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-82(MD-82),MCDONNELL DOUGLAS
1706,N429SW,521.6295273173727,97.39738080622058,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
1707,N429UA,1287.807701642262,191.74443815225305,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1708,N429WN,738.008875739645,124.2085798816568,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1709,N430AA,903.6717578259374,150.05036812770936,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-82(MD-82),MCDONNELL DOUGLAS
1710,N430CA,462.72359693877553,99.32946428571428,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
1711,N430SW,521.328036437247,97.16902834008097,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
1712,N430UA,1309.8764391113993,194.38619962701694,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1713,N430US,579.5476929902396,109.50598935226265,Fixed Wing Multi-Engine,Turbo-Jet,737-4B7,BOEING
1714,N430WN,755.9102501226091,126.85384992643452,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1715,N431AA,904.2753966045087,150.4018515940415,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-82(MD-82),MCDONNELL DOUGLAS
1716,N431SW,524.5403608736942,97.91600717526643,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
1717,N431UA,1308.422093218913,194.134286916281,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1718,N431WN,751.8669612174767,126.2125675012273,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1719,N432AA,920.862236851128,152.24303936359897,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-82(MD-82),MCDONNELL DOUGLAS
1720,N432SW,519.2928226779252,96.9279252110977,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
1721,N432UA,1297.6825807528587,192.97971788665387,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1722,N432US,578.3048421052631,109.30615789473684,Fixed Wing Multi-Engine,Turbo-Jet,737-4B7,BOEING
1723,N432WN,746.1645440652063,125.13754457463067,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1724,N433AA,1125.4935775632744,176.4296684914842,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-83(MD-83),MCDONNELL DOUGLAS
1725,N433LV,745.702649656526,125.56918547595681,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1726,N433SW,523.8498847579917,97.87874536526706,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
1727,N433UA,1296.218092867565,192.70217148742597,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1728,N433US,574.4900904782421,108.80644118914262,Fixed Wing Multi-Engine,Turbo-Jet,737-4B7,BOEING
1729,N434AA,1126.1660973202763,176.46199984815124,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-83(MD-83),MCDONNELL DOUGLAS
1730,N434UA,1298.7118070249683,193.01718154887854,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1731,N434US,572.4471540442529,108.57581331791664,Fixed Wing Multi-Engine,Turbo-Jet,737-4B7,BOEING
1732,N434WN,765.8040473840078,128.09970384995063,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1733,N434YV,194.43416161220895,72.39479350166373,Fixed Wing Multi-Engine,Turbo-Prop,DHC-8-202,DEHAVILLAND
1734,N435AA,1124.3308578357078,176.39692284371685,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-83(MD-83),MCDONNELL DOUGLAS
1735,N435CA,464.0220860462147,99.30154474658497,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
1736,N435SW,520.8327312863737,97.30292996187036,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
1737,N435UA,1322.2293586109142,195.9962792345854,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1738,N435US,571.0208411065508,108.28212781834657,Fixed Wing Multi-Engine,Turbo-Jet,737-4B7,BOEING
1739,N435WN,753.947290640394,126.20197044334975,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1740,N436AA,1135.9161025328972,177.550931913275,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-83(MD-83),MCDONNELL DOUGLAS
1741,N436CA,460.9360059760956,99.05129482071713,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
1742,N436UA,1290.9634711332858,192.44146471846045,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1743,N436WN,744.8606237816764,125.0219298245614,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1744,N436YV,190.20405379068407,71.4958097836679,Fixed Wing Multi-Engine,Turbo-Prop,DHC-8-202,DEHAVILLAND
1745,N437AA,1125.322654989629,176.33983864771417,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-83(MD-83),MCDONNELL DOUGLAS
1746,N437SW,519.884149970244,97.30995834159889,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
1747,N437UA,1308.1895395619133,194.53437639696023,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1748,N437WN,750.8679525222552,125.68743818001978,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1749,N437YV,241.0628609506886,82.21479342514438,Fixed Wing Multi-Engine,Turbo-Prop,DHC-8-202,DEHAVILLAND
1750,N438AA,1126.148506616257,176.48298548094374,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-83(MD-83),MCDONNELL DOUGLAS
1751,N438SW,523.7809257781324,97.66041500399042,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
1752,N438UA,1170.4161650902838,177.77067927773,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1753,N438US,576.6363190585158,108.96414950419528,Fixed Wing Multi-Engine,Turbo-Jet,737-4B7,BOEING
1754,N438WN,775.2376387487386,128.9757820383451,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1755,N439AA,1118.8014109079875,175.63611532625188,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-83(MD-83),MCDONNELL DOUGLAS
1756,N439SW,521.5919405718938,97.30579016993997,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
1757,N439UA,1246.8838129496403,186.85224820143884,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1758,N439US,552.4627614620748,105.84713712233255,Fixed Wing Multi-Engine,Turbo-Jet,737-4B7,BOEING
1759,N439WN,743.5222772277227,124.81435643564356,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1760,N440AA,917.8612440191388,151.77310637134264,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-82(MD-82),MCDONNELL DOUGLAS
1761,N440LV,769.956874682902,128.40943683409438,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1762,N440SW,515.4100668422119,96.77020457767875,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
1763,N440UA,1195.3082125603864,180.91848924022838,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1764,N440US,558.1513739092732,106.56918324210069,Fixed Wing Multi-Engine,Turbo-Jet,737-4B7,BOEING
1765,N441AA,917.6964999649296,151.7827733744827,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-82(MD-82),MCDONNELL DOUGLAS
1766,N441SW,522.4124513618677,97.56500049885264,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
1767,N441UA,1177.5215009586416,178.79886789007577,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1768,N441US,550.3080093921211,105.66000521784503,Fixed Wing Multi-Engine,Turbo-Jet,737-4B7,BOEING
1769,N441WN,741.2060128141942,124.54657466732381,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1770,N442AA,914.5032480995162,151.33326422005666,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-82(MD-82),MCDONNELL DOUGLAS
1771,N442CA,466.27568602425015,99.63599234205488,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
1772,N442SW,517.7059059460544,96.79073498445804,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
1773,N442UA,1145.8846767050486,174.8194862710363,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1774,N442US,553.6356457107464,106.1115928564055,Fixed Wing Multi-Engine,Turbo-Jet,737-4B7,BOEING
1775,N442WN,745.28125,125.234375,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1776,N443AA,918.8233004309745,151.82842046718577,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-82(MD-82),MCDONNELL DOUGLAS
1777,N443CA,426.6541194067057,94.67543312975197,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
1778,N443SW,500.3108252947481,95.32115365877424,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
1779,N443UA,1270.5048455481526,190.1392085604684,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1780,N443US,551.9939840970915,105.95213433772756,Fixed Wing Multi-Engine,Turbo-Jet,737-4B7,BOEING
1781,N443WN,747.7988252569751,125.58247674987763,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1782,N444AA,913.0640964185442,151.27429628107663,Fixed Wing Single-Engine,Reciprocating,182P,CESSNA
1783,N444UA,1143.9234200743495,174.66880461052241,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1784,N444US,549.8190695002872,105.66080100255861,Fixed Wing Multi-Engine,Turbo-Jet,737-4B7,BOEING
1785,N444WN,740.0014720314033,124.63444553483808,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1786,N444YV,193.03265545561206,72.09249120062573,Fixed Wing Multi-Engine,Turbo-Prop,DHC-8-202,DEHAVILLAND
1787,N445AA,911.4328648949493,150.8679284670517,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-82(MD-82),MCDONNELL DOUGLAS
1788,N445SW,520.3102653980972,97.09734601902855,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
1789,N445UA,1132.4398805078417,173.38330843913369,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1790,N445US,555.0600693905028,106.30713065092435,Fixed Wing Multi-Engine,Turbo-Jet,737-4B7,BOEING
1791,N445WN,751.56005859375,126.30615234375,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
