,UniqueCarrier,Origin,Dest,Route,count,Description,lat1,long1,lat2,long2
223,NW,MSY,DTW,MSYDTW,11293,Northwest Airlines Inc.,29.99338889,-90.25802778,42.21205889,-83.34883583
224,AA,ORD,DTW,ORDDTW,26492,American Airlines Inc.,41.979595,-87.90446417,42.21205889,-83.34883583
225,DH,ORD,DTW,ORDDTW,365,Independence Air,41.979595,-87.90446417,42.21205889,-83.34883583
226,MQ,ORD,DTW,ORDDTW,1386,American Eagle Airlines Inc.,41.979595,-87.90446417,42.21205889,-83.34883583
227,NW,ORD,DTW,ORDDTW,36753,Northwest Airlines Inc.,41.979595,-87.90446417,42.21205889,-83.34883583
228,OO,ORD,DTW,ORDDTW,1250,Skywest Airlines Inc.,41.979595,-87.90446417,42.21205889,-83.34883583
229,UA,ORD,DTW,ORDDTW,25788,United Air Lines Inc.,41.979595,-87.90446417,42.21205889,-83.34883583
230,YV,ORD,DTW,ORDDTW,29,Mesa Airlines Inc.,41.979595,-87.90446417,42.21205889,-83.34883583
231,NW,PBI,DTW,PBIDTW,10352,Northwest Airlines Inc.,26.68316194,-80.09559417,42.21205889,-83.34883583
232,NW,PDX,DTW,PDXDTW,5810,Northwest Airlines Inc.,45.58872222,-122.5975,42.21205889,-83.34883583
233,HP,PHX,DTW,PHXDTW,11946,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),33.43416667,-112.0080556,42.21205889,-83.34883583
234,NW,PHX,DTW,PHXDTW,20005,Northwest Airlines Inc.,33.43416667,-112.0080556,42.21205889,-83.34883583
235,US,PHX,DTW,PHXDTW,2817,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),33.43416667,-112.0080556,42.21205889,-83.34883583
236,WN,PHX,DTW,PHXDTW,3482,Southwest Airlines Co.,33.43416667,-112.0080556,42.21205889,-83.34883583
237,NW,PVD,DTW,PVDDTW,17018,Northwest Airlines Inc.,41.72399917,-71.42822111,42.21205889,-83.34883583
238,NW,RNO,DTW,RNODTW,2313,Northwest Airlines Inc.,39.49857611,-119.7680647,42.21205889,-83.34883583
239,NW,SAN,DTW,SANDTW,9081,Northwest Airlines Inc.,32.73355611,-117.1896567,42.21205889,-83.34883583
240,NW,SAT,DTW,SATDTW,3570,Northwest Airlines Inc.,29.53369444,-98.46977778,42.21205889,-83.34883583
241,NW,SEA,DTW,SEADTW,17058,Northwest Airlines Inc.,47.44898194,-122.3093131,42.21205889,-83.34883583
242,NW,SFO,DTW,SFODTW,15136,Northwest Airlines Inc.,37.61900194,-122.3748433,42.21205889,-83.34883583
243,NW,SJC,DTW,SJCDTW,2109,Northwest Airlines Inc.,37.36186194,-121.9290089,42.21205889,-83.34883583
244,NW,SJU,DTW,SJUDTW,2800,Northwest Airlines Inc.,18.43941667,-66.00183333,42.21205889,-83.34883583
245,NW,SNA,DTW,SNADTW,4951,Northwest Airlines Inc.,33.67565861,-117.8682225,42.21205889,-83.34883583
246,NW,SYR,DTW,SYRDTW,16910,Northwest Airlines Inc.,43.11118694,-76.10631056,42.21205889,-83.34883583
247,FL,TPA,DTW,TPADTW,180,AirTran Airways Corporation,27.97547222,-82.53325,42.21205889,-83.34883583
248,NW,TPA,DTW,TPADTW,21241,Northwest Airlines Inc.,27.97547222,-82.53325,42.21205889,-83.34883583
249,WN,TPA,DTW,TPADTW,12,Southwest Airlines Co.,27.97547222,-82.53325,42.21205889,-83.34883583
250,NW,TUS,DTW,TUSDTW,14,Northwest Airlines Inc.,32.11608333,-110.9410278,42.21205889,-83.34883583
251,DH,ABE,IAD,ABEIAD,2030,Independence Air,40.65236278,-75.44040167,38.94453194,-77.45580972
252,DH,ALB,IAD,ALBIAD,4499,Independence Air,42.74811944,-73.80297861,38.94453194,-77.45580972
253,DH,ATL,IAD,ATLIAD,4178,Independence Air,33.64044444,-84.42694444,38.94453194,-77.45580972
254,DL,ATL,IAD,ATLIAD,35350,Delta Air Lines Inc.,33.64044444,-84.42694444,38.94453194,-77.45580972
255,EV,ATL,IAD,ATLIAD,1507,Atlantic Southeast Airlines,33.64044444,-84.42694444,38.94453194,-77.45580972
256,FL,ATL,IAD,ATLIAD,9201,AirTran Airways Corporation,33.64044444,-84.42694444,38.94453194,-77.45580972
257,OH,ATL,IAD,ATLIAD,408,Comair Inc.,33.64044444,-84.42694444,38.94453194,-77.45580972
258,OO,ATL,IAD,ATLIAD,14,Skywest Airlines Inc.,33.64044444,-84.42694444,38.94453194,-77.45580972
259,UA,ATL,IAD,ATLIAD,7223,United Air Lines Inc.,33.64044444,-84.42694444,38.94453194,-77.45580972
260,US,ATL,IAD,ATLIAD,2232,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),33.64044444,-84.42694444,38.94453194,-77.45580972
261,YV,ATL,IAD,ATLIAD,1767,Mesa Airlines Inc.,33.64044444,-84.42694444,38.94453194,-77.45580972
262,UA,AUS,IAD,AUSIAD,1552,United Air Lines Inc.,30.19453278,-97.66987194,38.94453194,-77.45580972
263,YV,AUS,IAD,AUSIAD,1514,Mesa Airlines Inc.,30.19453278,-97.66987194,38.94453194,-77.45580972
264,AA,BDL,IAD,BDLIAD,1,American Airlines Inc.,41.93887417,-72.68322833,38.94453194,-77.45580972
265,DH,BDL,IAD,BDLIAD,4637,Independence Air,41.93887417,-72.68322833,38.94453194,-77.45580972
266,UA,BDL,IAD,BDLIAD,8495,United Air Lines Inc.,41.93887417,-72.68322833,38.94453194,-77.45580972
267,US,BDL,IAD,BDLIAD,1590,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),41.93887417,-72.68322833,38.94453194,-77.45580972
268,YV,BDL,IAD,BDLIAD,309,Mesa Airlines Inc.,41.93887417,-72.68322833,38.94453194,-77.45580972
269,DH,BGM,IAD,BGMIAD,1591,Independence Air,42.20848278,-75.97961361,38.94453194,-77.45580972
270,DH,BHM,IAD,BHMIAD,12,Independence Air,33.56294306,-86.75354972,38.94453194,-77.45580972
271,US,BHM,IAD,BHMIAD,465,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),33.56294306,-86.75354972,38.94453194,-77.45580972
272,YV,BHM,IAD,BHMIAD,466,Mesa Airlines Inc.,33.56294306,-86.75354972,38.94453194,-77.45580972
273,AA,BNA,IAD,BNAIAD,2,American Airlines Inc.,36.12447667,-86.67818222,38.94453194,-77.45580972
274,DH,BNA,IAD,BNAIAD,4078,Independence Air,36.12447667,-86.67818222,38.94453194,-77.45580972
275,YV,BNA,IAD,BNAIAD,2446,Mesa Airlines Inc.,36.12447667,-86.67818222,38.94453194,-77.45580972
276,B6,BOS,IAD,BOSIAD,3675,JetBlue Airways,42.3643475,-71.00517917,38.94453194,-77.45580972
277,DH,BOS,IAD,BOSIAD,6443,Independence Air,42.3643475,-71.00517917,38.94453194,-77.45580972
278,UA,BOS,IAD,BOSIAD,26226,United Air Lines Inc.,42.3643475,-71.00517917,38.94453194,-77.45580972
279,US,BOS,IAD,BOSIAD,15336,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),42.3643475,-71.00517917,38.94453194,-77.45580972
280,XE,BOS,IAD,BOSIAD,131,Expressjet Airlines Inc.,42.3643475,-71.00517917,38.94453194,-77.45580972
281,YV,BOS,IAD,BOSIAD,2999,Mesa Airlines Inc.,42.3643475,-71.00517917,38.94453194,-77.45580972
282,DH,BTV,IAD,BTVIAD,4676,Independence Air,44.47300361,-73.1503125,38.94453194,-77.45580972
283,YV,BTV,IAD,BTVIAD,1,Mesa Airlines Inc.,44.47300361,-73.1503125,38.94453194,-77.45580972
284,DH,BUF,IAD,BUFIAD,5064,Independence Air,42.94052472,-78.73216667,38.94453194,-77.45580972
285,UA,BUF,IAD,BUFIAD,8,United Air Lines Inc.,42.94052472,-78.73216667,38.94453194,-77.45580972
286,YV,BUF,IAD,BUFIAD,1952,Mesa Airlines Inc.,42.94052472,-78.73216667,38.94453194,-77.45580972
287,AA,BWI,IAD,BWIIAD,1,American Airlines Inc.,39.17540167,-76.66819833,38.94453194,-77.45580972
288,HP,BWI,IAD,BWIIAD,1,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),39.17540167,-76.66819833,38.94453194,-77.45580972
289,DH,CAE,IAD,CAEIAD,5450,Independence Air,33.93884,-81.11953944,38.94453194,-77.45580972
290,YV,CAE,IAD,CAEIAD,2790,Mesa Airlines Inc.,33.93884,-81.11953944,38.94453194,-77.45580972
291,DH,CHS,IAD,CHSIAD,5349,Independence Air,32.89864639,-80.04050583,38.94453194,-77.45580972
292,YV,CHS,IAD,CHSIAD,2948,Mesa Airlines Inc.,32.89864639,-80.04050583,38.94453194,-77.45580972
293,DH,CLE,IAD,CLEIAD,4564,Independence Air,41.41089417,-81.84939667,38.94453194,-77.45580972
294,XE,CLE,IAD,CLEIAD,4640,Expressjet Airlines Inc.,41.41089417,-81.84939667,38.94453194,-77.45580972
295,YV,CLE,IAD,CLEIAD,2774,Mesa Airlines Inc.,41.41089417,-81.84939667,38.94453194,-77.45580972
296,DH,CLT,IAD,CLTIAD,4528,Independence Air,35.21401111,-80.94312583,38.94453194,-77.45580972
297,US,CLT,IAD,CLTIAD,18837,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),35.21401111,-80.94312583,38.94453194,-77.45580972
298,YV,CLT,IAD,CLTIAD,4099,Mesa Airlines Inc.,35.21401111,-80.94312583,38.94453194,-77.45580972
299,DH,CMH,IAD,CMHIAD,4680,Independence Air,39.99798528,-82.89188278,38.94453194,-77.45580972
300,MQ,CMH,IAD,CMHIAD,46,American Eagle Airlines Inc.,39.99798528,-82.89188278,38.94453194,-77.45580972
301,US,CMH,IAD,CMHIAD,1034,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),39.99798528,-82.89188278,38.94453194,-77.45580972
302,DL,CVG,IAD,CVGIAD,3406,Delta Air Lines Inc.,39.04614278,-84.6621725,38.94453194,-77.45580972
303,EV,CVG,IAD,CVGIAD,29,Atlantic Southeast Airlines,39.04614278,-84.6621725,38.94453194,-77.45580972
304,OH,CVG,IAD,CVGIAD,6622,Comair Inc.,39.04614278,-84.6621725,38.94453194,-77.45580972
305,DH,DAY,IAD,DAYIAD,2389,Independence Air,39.90237583,-84.219375,38.94453194,-77.45580972
306,AA,DCA,IAD,DCAIAD,1,American Airlines Inc.,38.85208333,-77.03772222,38.94453194,-77.45580972
307,OH,DCA,IAD,DCAIAD,2,Comair Inc.,38.85208333,-77.03772222,38.94453194,-77.45580972
308,UA,DEN,IAD,DENIAD,34787,United Air Lines Inc.,39.85840806,-104.6670019,38.94453194,-77.45580972
309,AA,DFW,IAD,DFWIAD,27008,American Airlines Inc.,32.89595056,-97.0372,38.94453194,-77.45580972
310,DL,DFW,IAD,DFWIAD,232,Delta Air Lines Inc.,32.89595056,-97.0372,38.94453194,-77.45580972
311,UA,DFW,IAD,DFWIAD,3725,United Air Lines Inc.,32.89595056,-97.0372,38.94453194,-77.45580972
312,9E,DTW,IAD,DTWIAD,153,Pinnacle Airlines Inc.,42.21205889,-83.34883583,38.94453194,-77.45580972
313,DH,DTW,IAD,DTWIAD,5072,Independence Air,42.21205889,-83.34883583,38.94453194,-77.45580972
314,NW,DTW,IAD,DTWIAD,17963,Northwest Airlines Inc.,42.21205889,-83.34883583,38.94453194,-77.45580972
315,UA,DTW,IAD,DTWIAD,1902,United Air Lines Inc.,42.21205889,-83.34883583,38.94453194,-77.45580972
316,YV,DTW,IAD,DTWIAD,2756,Mesa Airlines Inc.,42.21205889,-83.34883583,38.94453194,-77.45580972
317,B6,FLL,IAD,FLLIAD,4370,JetBlue Airways,26.07258333,-80.15275,38.94453194,-77.45580972
318,DL,FLL,IAD,FLLIAD,1464,Delta Air Lines Inc.,26.07258333,-80.15275,38.94453194,-77.45580972
319,UA,FLL,IAD,FLLIAD,2154,United Air Lines Inc.,26.07258333,-80.15275,38.94453194,-77.45580972
320,US,FLL,IAD,FLLIAD,2429,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),26.07258333,-80.15275,38.94453194,-77.45580972
321,TW,FSD,IAD,FSDIAD,1,Trans World Airways LLC,43.58135111,-96.74170028,38.94453194,-77.45580972
322,DH,GSO,IAD,GSOIAD,5231,Independence Air,36.09774694,-79.9372975,38.94453194,-77.45580972
323,YV,GSO,IAD,GSOIAD,800,Mesa Airlines Inc.,36.09774694,-79.9372975,38.94453194,-77.45580972
324,DH,GSP,IAD,GSPIAD,4865,Independence Air,34.89566722,-82.21885833,38.94453194,-77.45580972
325,YV,GSP,IAD,GSPIAD,2800,Mesa Airlines Inc.,34.89566722,-82.21885833,38.94453194,-77.45580972
326,DH,HPN,IAD,HPNIAD,4027,Independence Air,41.06695778,-73.70757444,38.94453194,-77.45580972
327,DH,HSV,IAD,HSVIAD,1763,Independence Air,34.6404475,-86.77310944,38.94453194,-77.45580972
328,YV,HSV,IAD,HSVIAD,508,Mesa Airlines Inc.,34.6404475,-86.77310944,38.94453194,-77.45580972
329,CO,IAH,IAD,IAHIAD,6967,Continental Air Lines Inc.,29.98047222,-95.33972222,38.94453194,-77.45580972
330,UA,IAH,IAD,IAHIAD,1326,United Air Lines Inc.,29.98047222,-95.33972222,38.94453194,-77.45580972
331,XE,IAH,IAD,IAHIAD,4955,Expressjet Airlines Inc.,29.98047222,-95.33972222,38.94453194,-77.45580972
332,YV,IAH,IAD,IAHIAD,143,Mesa Airlines Inc.,29.98047222,-95.33972222,38.94453194,-77.45580972
333,DH,IND,IAD,INDIAD,3706,Independence Air,39.71732917,-86.29438417,38.94453194,-77.45580972
334,DH,JAX,IAD,JAXIAD,5070,Independence Air,30.49405556,-81.68786111,38.94453194,-77.45580972
335,OH,JAX,IAD,JAXIAD,408,Comair Inc.,30.49405556,-81.68786111,38.94453194,-77.45580972
336,YV,JAX,IAD,JAXIAD,2027,Mesa Airlines Inc.,30.49405556,-81.68786111,38.94453194,-77.45580972
337,DH,LAN,IAD,LANIAD,934,Independence Air,42.7787,-84.58735806,38.94453194,-77.45580972
338,DH,LGA,IAD,LGAIAD,3534,Independence Air,40.77724306,-73.87260917,38.94453194,-77.45580972
339,DL,LGA,IAD,LGAIAD,65,Delta Air Lines Inc.,40.77724306,-73.87260917,38.94453194,-77.45580972
340,UA,LGA,IAD,LGAIAD,10271,United Air Lines Inc.,40.77724306,-73.87260917,38.94453194,-77.45580972
341,US,LGA,IAD,LGAIAD,3843,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),40.77724306,-73.87260917,38.94453194,-77.45580972
342,YV,LGA,IAD,LGAIAD,3189,Mesa Airlines Inc.,40.77724306,-73.87260917,38.94453194,-77.45580972
343,CO,LIT,IAD,LITIAD,1,Continental Air Lines Inc.,34.72939611,-92.22424556,38.94453194,-77.45580972
344,YV,MCI,IAD,MCIIAD,1021,Mesa Airlines Inc.,39.29760528,-94.71390556,38.94453194,-77.45580972
345,DH,MDT,IAD,MDTIAD,2131,Independence Air,40.19349528,-76.76340361,38.94453194,-77.45580972
346,TW,MDT,IAD,MDTIAD,330,Trans World Airways LLC,40.19349528,-76.76340361,38.94453194,-77.45580972
347,YV,MDT,IAD,MDTIAD,1320,Mesa Airlines Inc.,40.19349528,-76.76340361,38.94453194,-77.45580972
348,UA,MDW,IAD,MDWIAD,299,United Air Lines Inc.,41.7859825,-87.75242444,38.94453194,-77.45580972
349,US,MDW,IAD,MDWIAD,2214,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),41.7859825,-87.75242444,38.94453194,-77.45580972
350,WN,MDW,IAD,MDWIAD,2959,Southwest Airlines Co.,41.7859825,-87.75242444,38.94453194,-77.45580972
351,YV,MDW,IAD,MDWIAD,600,Mesa Airlines Inc.,41.7859825,-87.75242444,38.94453194,-77.45580972
352,NW,MEM,IAD,MEMIAD,298,Northwest Airlines Inc.,35.04241667,-89.97666667,38.94453194,-77.45580972
353,YV,MEM,IAD,MEMIAD,238,Mesa Airlines Inc.,35.04241667,-89.97666667,38.94453194,-77.45580972
354,DH,MHT,IAD,MHTIAD,4552,Independence Air,42.93451639,-71.43705583,38.94453194,-77.45580972
355,YV,MHT,IAD,MHTIAD,2255,Mesa Airlines Inc.,42.93451639,-71.43705583,38.94453194,-77.45580972
356,US,MKE,IAD,MKEIAD,462,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),42.94722222,-87.89658333,38.94453194,-77.45580972
357,TW,MLI,IAD,MLIIAD,1,Trans World Airways LLC,41.44852639,-90.50753917,38.94453194,-77.45580972
358,9E,MSP,IAD,MSPIAD,180,Pinnacle Airlines Inc.,44.88054694,-93.2169225,38.94453194,-77.45580972
359,NW,MSP,IAD,MSPIAD,13928,Northwest Airlines Inc.,44.88054694,-93.2169225,38.94453194,-77.45580972
360,YV,MYR,IAD,MYRIAD,1692,Mesa Airlines Inc.,33.67975,-78.92833333,38.94453194,-77.45580972
361,DH,ORF,IAD,ORFIAD,4876,Independence Air,36.89461111,-76.20122222,38.94453194,-77.45580972
362,YV,ORF,IAD,ORFIAD,2062,Mesa Airlines Inc.,36.89461111,-76.20122222,38.94453194,-77.45580972
363,AA,PHL,IAD,PHLIAD,4,American Airlines Inc.,39.87195278,-75.24114083,38.94453194,-77.45580972
364,DH,PHL,IAD,PHLIAD,2114,Independence Air,39.87195278,-75.24114083,38.94453194,-77.45580972
365,UA,PHL,IAD,PHLIAD,3136,United Air Lines Inc.,39.87195278,-75.24114083,38.94453194,-77.45580972
366,US,PHL,IAD,PHLIAD,558,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),39.87195278,-75.24114083,38.94453194,-77.45580972
367,YV,PHL,IAD,PHLIAD,2117,Mesa Airlines Inc.,39.87195278,-75.24114083,38.94453194,-77.45580972
368,DH,PIT,IAD,PITIAD,5569,Independence Air,40.49146583,-80.23287083,38.94453194,-77.45580972
369,US,PIT,IAD,PITIAD,3328,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),40.49146583,-80.23287083,38.94453194,-77.45580972
370,YV,PIT,IAD,PITIAD,3093,Mesa Airlines Inc.,40.49146583,-80.23287083,38.94453194,-77.45580972
371,DH,PWM,IAD,PWMIAD,4458,Independence Air,43.64616667,-70.30875,38.94453194,-77.45580972
372,YV,PWM,IAD,PWMIAD,1256,Mesa Airlines Inc.,43.64616667,-70.30875,38.94453194,-77.45580972
373,AA,RDU,IAD,RDUIAD,3,American Airlines Inc.,35.87763889,-78.78747222,38.94453194,-77.45580972
374,DH,RDU,IAD,RDUIAD,5620,Independence Air,35.87763889,-78.78747222,38.94453194,-77.45580972
375,MQ,RDU,IAD,RDUIAD,400,American Eagle Airlines Inc.,35.87763889,-78.78747222,38.94453194,-77.45580972
376,UA,RDU,IAD,RDUIAD,412,United Air Lines Inc.,35.87763889,-78.78747222,38.94453194,-77.45580972
377,US,RDU,IAD,RDUIAD,1794,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),35.87763889,-78.78747222,38.94453194,-77.45580972
378,YV,RDU,IAD,RDUIAD,3123,Mesa Airlines Inc.,35.87763889,-78.78747222,38.94453194,-77.45580972
379,DH,RIC,IAD,RICIAD,1373,Independence Air,37.50516667,-77.31966667,38.94453194,-77.45580972
380,US,RIC,IAD,RICIAD,1,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),37.50516667,-77.31966667,38.94453194,-77.45580972
381,DH,ROA,IAD,ROAIAD,2047,Independence Air,37.32546833,-79.97542833,38.94453194,-77.45580972
382,YV,ROA,IAD,ROAIAD,823,Mesa Airlines Inc.,37.32546833,-79.97542833,38.94453194,-77.45580972
383,DH,ROC,IAD,ROCIAD,5110,Independence Air,43.11886611,-77.67238389,38.94453194,-77.45580972
384,UA,ROC,IAD,ROCIAD,2070,United Air Lines Inc.,43.11886611,-77.67238389,38.94453194,-77.45580972
385,YV,ROC,IAD,ROCIAD,647,Mesa Airlines Inc.,43.11886611,-77.67238389,38.94453194,-77.45580972
386,DH,RSW,IAD,RSWIAD,606,Independence Air,26.53616667,-81.75516667,38.94453194,-77.45580972
387,UA,RSW,IAD,RSWIAD,164,United Air Lines Inc.,26.53616667,-81.75516667,38.94453194,-77.45580972
388,DH,SAV,IAD,SAVIAD,4104,Independence Air,32.12758333,-81.20213889,38.94453194,-77.45580972
389,YV,SAV,IAD,SAVIAD,2508,Mesa Airlines Inc.,32.12758333,-81.20213889,38.94453194,-77.45580972
390,DH,SCE,IAD,SCEIAD,2018,Independence Air,40.851206,-77.846302,38.94453194,-77.45580972
391,DH,SDF,IAD,SDFIAD,1759,Independence Air,38.17438889,-85.736,38.94453194,-77.45580972
392,DL,SLC,IAD,SLCIAD,8556,Delta Air Lines Inc.,40.78838778,-111.9777731,38.94453194,-77.45580972
393,AA,STL,IAD,STLIAD,2434,American Airlines Inc.,38.74768694,-90.35998972,38.94453194,-77.45580972
394,TW,STL,IAD,STLIAD,8318,Trans World Airways LLC,38.74768694,-90.35998972,38.94453194,-77.45580972
395,US,STL,IAD,STLIAD,903,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),38.74768694,-90.35998972,38.94453194,-77.45580972
396,DH,SWF,IAD,SWFIAD,1846,Independence Air,41.50409361,-74.10483833,38.94453194,-77.45580972
397,FL,TLH,IAD,TLHIAD,1,AirTran Airways Corporation,30.39652778,-84.35033333,38.94453194,-77.45580972
398,DH,TYS,IAD,TYSIAD,3847,Independence Air,35.81248722,-83.99285583,38.94453194,-77.45580972
399,UA,ABQ,IAD,ABQIAD,470,United Air Lines Inc.,35.04022222,-106.6091944,38.94453194,-77.45580972
400,UA,EGE,IAD,EGEIAD,17,United Air Lines Inc.,39.64256778,-106.9176953,38.94453194,-77.45580972
401,B6,EWR,IAD,EWRIAD,1,JetBlue Airways,40.69249722,-74.16866056,38.94453194,-77.45580972
402,CO,EWR,IAD,EWRIAD,557,Continental Air Lines Inc.,40.69249722,-74.16866056,38.94453194,-77.45580972
403,DH,EWR,IAD,EWRIAD,7964,Independence Air,40.69249722,-74.16866056,38.94453194,-77.45580972
404,XE,EWR,IAD,EWRIAD,10380,Expressjet Airlines Inc.,40.69249722,-74.16866056,38.94453194,-77.45580972
405,YV,EWR,IAD,EWRIAD,2164,Mesa Airlines Inc.,40.69249722,-74.16866056,38.94453194,-77.45580972
406,AA,JFK,IAD,JFKIAD,7,American Airlines Inc.,40.63975111,-73.77892556,38.94453194,-77.45580972
407,B6,JFK,IAD,JFKIAD,2600,JetBlue Airways,40.63975111,-73.77892556,38.94453194,-77.45580972
408,DH,JFK,IAD,JFKIAD,8521,Independence Air,40.63975111,-73.77892556,38.94453194,-77.45580972
409,DL,JFK,IAD,JFKIAD,282,Delta Air Lines Inc.,40.63975111,-73.77892556,38.94453194,-77.45580972
410,EV,JFK,IAD,JFKIAD,1,Atlantic Southeast Airlines,40.63975111,-73.77892556,38.94453194,-77.45580972
411,MQ,JFK,IAD,JFKIAD,1278,American Eagle Airlines Inc.,40.63975111,-73.77892556,38.94453194,-77.45580972
412,OH,JFK,IAD,JFKIAD,1638,Comair Inc.,40.63975111,-73.77892556,38.94453194,-77.45580972
413,YV,JFK,IAD,JFKIAD,2742,Mesa Airlines Inc.,40.63975111,-73.77892556,38.94453194,-77.45580972
414,B6,LAS,IAD,LASIAD,597,JetBlue Airways,36.08036111,-115.1523333,38.94453194,-77.45580972
415,DH,LAS,IAD,LASIAD,584,Independence Air,36.08036111,-115.1523333,38.94453194,-77.45580972
416,HP,LAS,IAD,LASIAD,1011,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),36.08036111,-115.1523333,38.94453194,-77.45580972
417,UA,LAS,IAD,LASIAD,8025,United Air Lines Inc.,36.08036111,-115.1523333,38.94453194,-77.45580972
418,US,LAS,IAD,LASIAD,352,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),36.08036111,-115.1523333,38.94453194,-77.45580972
419,WN,LAS,IAD,LASIAD,451,Southwest Airlines Co.,36.08036111,-115.1523333,38.94453194,-77.45580972
420,AA,LAX,IAD,LAXIAD,14385,American Airlines Inc.,33.94253611,-118.4080744,38.94453194,-77.45580972
421,B6,LAX,IAD,LAXIAD,1,JetBlue Airways,33.94253611,-118.4080744,38.94453194,-77.45580972
422,DH,LAX,IAD,LAXIAD,163,Independence Air,33.94253611,-118.4080744,38.94453194,-77.45580972
423,HP,LAX,IAD,LAXIAD,354,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),33.94253611,-118.4080744,38.94453194,-77.45580972
424,UA,LAX,IAD,LAXIAD,33032,United Air Lines Inc.,33.94253611,-118.4080744,38.94453194,-77.45580972
425,B6,LGB,IAD,LGBIAD,5917,JetBlue Airways,33.81772222,-118.1516111,38.94453194,-77.45580972
426,B6,MCO,IAD,MCOIAD,462,JetBlue Airways,28.42888889,-81.31602778,38.94453194,-77.45580972
427,DH,MCO,IAD,MCOIAD,1803,Independence Air,28.42888889,-81.31602778,38.94453194,-77.45580972
428,DL,MCO,IAD,MCOIAD,12111,Delta Air Lines Inc.,28.42888889,-81.31602778,38.94453194,-77.45580972
429,FL,MCO,IAD,MCOIAD,1342,AirTran Airways Corporation,28.42888889,-81.31602778,38.94453194,-77.45580972
430,UA,MCO,IAD,MCOIAD,19738,United Air Lines Inc.,28.42888889,-81.31602778,38.94453194,-77.45580972
431,US,MCO,IAD,MCOIAD,4508,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),28.42888889,-81.31602778,38.94453194,-77.45580972
432,WN,MCO,IAD,MCOIAD,903,Southwest Airlines Co.,28.42888889,-81.31602778,38.94453194,-77.45580972
433,AA,MIA,IAD,MIAIAD,4943,American Airlines Inc.,25.79325,-80.29055556,38.94453194,-77.45580972
434,MQ,MIA,IAD,MIAIAD,531,American Eagle Airlines Inc.,25.79325,-80.29055556,38.94453194,-77.45580972
435,UA,MIA,IAD,MIAIAD,9029,United Air Lines Inc.,25.79325,-80.29055556,38.94453194,-77.45580972
436,US,MIA,IAD,MIAIAD,1504,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),25.79325,-80.29055556,38.94453194,-77.45580972
437,DH,MSY,IAD,MSYIAD,364,Independence Air,29.99338889,-90.25802778,38.94453194,-77.45580972
438,UA,MSY,IAD,MSYIAD,6582,United Air Lines Inc.,29.99338889,-90.25802778,38.94453194,-77.45580972
439,B6,OAK,IAD,OAKIAD,4295,JetBlue Airways,37.72129083,-122.2207167,38.94453194,-77.45580972
