,UniqueCarrier,Origin,Dest,Route,count,Description,lat1,long1,lat2,long2
7447,EV,MSY,AUS,MSYAUS,3,Atlantic Southeast Airlines,29.99338889,-90.25802778,30.19453278,-97.66987194
7448,OO,MSY,AUS,MSYAUS,2,Skywest Airlines Inc.,29.99338889,-90.25802778,30.19453278,-97.66987194
7449,UA,MSY,AUS,MSYAUS,1,United Air Lines Inc.,29.99338889,-90.25802778,30.19453278,-97.66987194
7450,WN,MSY,AUS,MSYAUS,2,Southwest Airlines Co.,29.99338889,-90.25802778,30.19453278,-97.66987194
7451,XE,MSY,AUS,MSYAUS,443,Expressjet Airlines Inc.,29.99338889,-90.25802778,30.19453278,-97.66987194
7452,EV,ONT,AUS,ONTAUS,1,Atlantic Southeast Airlines,34.056,-117.6011944,30.19453278,-97.66987194
7453,XE,ONT,AUS,ONTAUS,726,Expressjet Airlines Inc.,34.056,-117.6011944,30.19453278,-97.66987194
7454,AA,ORD,AUS,ORDAUS,23678,American Airlines Inc.,41.979595,-87.90446417,30.19453278,-97.66987194
7455,CO,ORD,AUS,ORDAUS,1,Continental Air Lines Inc.,41.979595,-87.90446417,30.19453278,-97.66987194
7456,DH,ORD,AUS,ORDAUS,419,Independence Air,41.979595,-87.90446417,30.19453278,-97.66987194
7457,OO,ORD,AUS,ORDAUS,3085,Skywest Airlines Inc.,41.979595,-87.90446417,30.19453278,-97.66987194
7458,UA,ORD,AUS,ORDAUS,5730,United Air Lines Inc.,41.979595,-87.90446417,30.19453278,-97.66987194
7459,YV,ORD,AUS,ORDAUS,993,Mesa Airlines Inc.,41.979595,-87.90446417,30.19453278,-97.66987194
7460,EV,PBI,AUS,PBIAUS,1,Atlantic Southeast Airlines,26.68316194,-80.09559417,30.19453278,-97.66987194
7461,HP,PHX,AUS,PHXAUS,12731,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),33.43416667,-112.0080556,30.19453278,-97.66987194
7462,OO,PHX,AUS,PHXAUS,2,Skywest Airlines Inc.,33.43416667,-112.0080556,30.19453278,-97.66987194
7463,US,PHX,AUS,PHXAUS,1452,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),33.43416667,-112.0080556,30.19453278,-97.66987194
7464,WN,PHX,AUS,PHXAUS,16731,Southwest Airlines Co.,33.43416667,-112.0080556,30.19453278,-97.66987194
7465,YV,PHX,AUS,PHXAUS,1347,Mesa Airlines Inc.,33.43416667,-112.0080556,30.19453278,-97.66987194
7466,WN,RNO,AUS,RNOAUS,12,Southwest Airlines Co.,39.49857611,-119.7680647,30.19453278,-97.66987194
7467,WN,SAN,AUS,SANAUS,3711,Southwest Airlines Co.,32.73355611,-117.1896567,30.19453278,-97.66987194
7468,CO,SAT,AUS,SATAUS,2,Continental Air Lines Inc.,29.53369444,-98.46977778,30.19453278,-97.66987194
7469,DL,SAT,AUS,SATAUS,4381,Delta Air Lines Inc.,29.53369444,-98.46977778,30.19453278,-97.66987194
7470,TW,SAT,AUS,SATAUS,3,Trans World Airways LLC,29.53369444,-98.46977778,30.19453278,-97.66987194
7471,US,SAT,AUS,SATAUS,554,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),29.53369444,-98.46977778,30.19453278,-97.66987194
7472,XE,SAT,AUS,SATAUS,1,Expressjet Airlines Inc.,29.53369444,-98.46977778,30.19453278,-97.66987194
7473,AA,SEA,AUS,SEAAUS,246,American Airlines Inc.,47.44898194,-122.3093131,30.19453278,-97.66987194
7474,CO,SEA,AUS,SEAAUS,3,Continental Air Lines Inc.,47.44898194,-122.3093131,30.19453278,-97.66987194
7475,OO,SFO,AUS,SFOAUS,155,Skywest Airlines Inc.,37.61900194,-122.3748433,30.19453278,-97.66987194
7476,UA,SFO,AUS,SFOAUS,2549,United Air Lines Inc.,37.61900194,-122.3748433,30.19453278,-97.66987194
7477,AA,SJC,AUS,SJCAUS,10888,American Airlines Inc.,37.36186194,-121.9290089,30.19453278,-97.66987194
7478,XE,SMF,AUS,SMFAUS,1,Expressjet Airlines Inc.,38.69542167,-121.5907669,30.19453278,-97.66987194
7479,AA,SNA,AUS,SNAAUS,115,American Airlines Inc.,33.67565861,-117.8682225,30.19453278,-97.66987194
7480,EV,SNA,AUS,SNAAUS,2,Atlantic Southeast Airlines,33.67565861,-117.8682225,30.19453278,-97.66987194
7481,WN,TPA,AUS,TPAAUS,3237,Southwest Airlines Co.,27.97547222,-82.53325,30.19453278,-97.66987194
7482,EV,TUS,AUS,TUSAUS,1,Atlantic Southeast Airlines,32.11608333,-110.9410278,30.19453278,-97.66987194
7483,OO,TUS,AUS,TUSAUS,3,Skywest Airlines Inc.,32.11608333,-110.9410278,30.19453278,-97.66987194
7484,XE,TUS,AUS,TUSAUS,470,Expressjet Airlines Inc.,32.11608333,-110.9410278,30.19453278,-97.66987194
7485,CO,CRP,AUS,CRPAUS,2,Continental Air Lines Inc.,27.77036083,-97.50121528,30.19453278,-97.66987194
7486,XE,CRP,AUS,CRPAUS,303,Expressjet Airlines Inc.,27.77036083,-97.50121528,30.19453278,-97.66987194
7487,WN,LBB,AUS,LBBAUS,8652,Southwest Airlines Co.,33.66363889,-101.8227778,30.19453278,-97.66987194
7488,WN,MAF,AUS,MAFAUS,7653,Southwest Airlines Co.,31.94252778,-102.2019139,30.19453278,-97.66987194
7489,EV,MLU,AUS,MLUAUS,2,Atlantic Southeast Airlines,32.51086556,-92.03768778,30.19453278,-97.66987194
7490,EV,VPS,AUS,VPSAUS,3,Atlantic Southeast Airlines,30.48325,-86.5254,30.19453278,-97.66987194
7491,EV,AEX,AUS,AEXAUS,1,Atlantic Southeast Airlines,31.32737167,-92.54855611,30.19453278,-97.66987194
7492,DL,ATL,BOI,ATLBOI,588,Delta Air Lines Inc.,33.64044444,-84.42694444,43.56444444,-116.2227778
7493,F9,DEN,BOI,DENBOI,149,Frontier Airlines Inc.,39.85840806,-104.6670019,43.56444444,-116.2227778
7494,OO,DEN,BOI,DENBOI,3141,Skywest Airlines Inc.,39.85840806,-104.6670019,43.56444444,-116.2227778
7495,UA,DEN,BOI,DENBOI,14384,United Air Lines Inc.,39.85840806,-104.6670019,43.56444444,-116.2227778
7496,MQ,DFW,BOI,DFWBOI,457,American Eagle Airlines Inc.,32.89595056,-97.0372,43.56444444,-116.2227778
7497,OO,FCA,BOI,FCABOI,1,Skywest Airlines Inc.,48.31140472,-114.2550694,43.56444444,-116.2227778
7498,XE,IAH,BOI,IAHBOI,1308,Expressjet Airlines Inc.,29.98047222,-95.33972222,43.56444444,-116.2227778
7499,DL,MSP,BOI,MSPBOI,2,Delta Air Lines Inc.,44.88054694,-93.2169225,43.56444444,-116.2227778
7500,NW,MSP,BOI,MSPBOI,9834,Northwest Airlines Inc.,44.88054694,-93.2169225,43.56444444,-116.2227778
7501,DL,SLC,BOI,SLCBOI,13100,Delta Air Lines Inc.,40.78838778,-111.9777731,43.56444444,-116.2227778
7502,EV,SLC,BOI,SLCBOI,452,Atlantic Southeast Airlines,40.78838778,-111.9777731,43.56444444,-116.2227778
7503,OO,SLC,BOI,SLCBOI,10525,Skywest Airlines Inc.,40.78838778,-111.9777731,43.56444444,-116.2227778
7504,WN,SLC,BOI,SLCBOI,12922,Southwest Airlines Co.,40.78838778,-111.9777731,43.56444444,-116.2227778
7505,XE,SLC,BOI,SLCBOI,13,Expressjet Airlines Inc.,40.78838778,-111.9777731,43.56444444,-116.2227778
7506,XE,FAT,BOI,FATBOI,1,Expressjet Airlines Inc.,36.77619444,-119.7181389,43.56444444,-116.2227778
7507,WN,LAS,BOI,LASBOI,8729,Southwest Airlines Co.,36.08036111,-115.1523333,43.56444444,-116.2227778
7508,OO,LAX,BOI,LAXBOI,1206,Skywest Airlines Inc.,33.94253611,-118.4080744,43.56444444,-116.2227778
7509,XE,LAX,BOI,LAXBOI,181,Expressjet Airlines Inc.,33.94253611,-118.4080744,43.56444444,-116.2227778
7510,WN,OAK,BOI,OAKBOI,3979,Southwest Airlines Co.,37.72129083,-122.2207167,43.56444444,-116.2227778
7511,XE,ONT,BOI,ONTBOI,530,Expressjet Airlines Inc.,34.056,-117.6011944,43.56444444,-116.2227778
7512,OO,ORD,BOI,ORDBOI,665,Skywest Airlines Inc.,41.979595,-87.90446417,43.56444444,-116.2227778
7513,UA,ORD,BOI,ORDBOI,4909,United Air Lines Inc.,41.979595,-87.90446417,43.56444444,-116.2227778
7514,OO,PDX,BOI,PDXBOI,2,Skywest Airlines Inc.,45.58872222,-122.5975,43.56444444,-116.2227778
7515,WN,PDX,BOI,PDXBOI,12635,Southwest Airlines Co.,45.58872222,-122.5975,43.56444444,-116.2227778
7516,HP,PHX,BOI,PHXBOI,3761,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),33.43416667,-112.0080556,43.56444444,-116.2227778
7517,US,PHX,BOI,PHXBOI,1208,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),33.43416667,-112.0080556,43.56444444,-116.2227778
7518,WN,PHX,BOI,PHXBOI,2,Southwest Airlines Co.,33.43416667,-112.0080556,43.56444444,-116.2227778
7519,YV,PHX,BOI,PHXBOI,305,Mesa Airlines Inc.,33.43416667,-112.0080556,43.56444444,-116.2227778
7520,OO,RNO,BOI,RNOBOI,1,Skywest Airlines Inc.,39.49857611,-119.7680647,43.56444444,-116.2227778
7521,WN,RNO,BOI,RNOBOI,12525,Southwest Airlines Co.,39.49857611,-119.7680647,43.56444444,-116.2227778
7522,XE,SAN,BOI,SANBOI,463,Expressjet Airlines Inc.,32.73355611,-117.1896567,43.56444444,-116.2227778
7523,AS,SEA,BOI,SEABOI,2981,Alaska Airlines Inc.,47.44898194,-122.3093131,43.56444444,-116.2227778
7524,OO,SEA,BOI,SEABOI,1,Skywest Airlines Inc.,47.44898194,-122.3093131,43.56444444,-116.2227778
7525,WN,SEA,BOI,SEABOI,12293,Southwest Airlines Co.,47.44898194,-122.3093131,43.56444444,-116.2227778
7526,OO,SFO,BOI,SFOBOI,9792,Skywest Airlines Inc.,37.61900194,-122.3748433,43.56444444,-116.2227778
7527,UA,SFO,BOI,SFOBOI,8722,United Air Lines Inc.,37.61900194,-122.3748433,43.56444444,-116.2227778
7528,OO,GEG,BOI,GEGBOI,1,Skywest Airlines Inc.,47.61985556,-117.5338425,43.56444444,-116.2227778
7529,WN,GEG,BOI,GEGBOI,12373,Southwest Airlines Co.,47.61985556,-117.5338425,43.56444444,-116.2227778
7530,OO,PSC,BOI,PSCBOI,1,Skywest Airlines Inc.,46.26468028,-119.1190292,43.56444444,-116.2227778
7531,OO,SBA,BOI,SBABOI,43,Skywest Airlines Inc.,34.42621194,-119.8403733,43.56444444,-116.2227778
7532,OO,EUG,BOI,EUGBOI,3,Skywest Airlines Inc.,44.12326,-123.2186856,43.56444444,-116.2227778
7533,OO,LWS,BOI,LWSBOI,1,Skywest Airlines Inc.,46.37449806,-117.0153944,43.56444444,-116.2227778
7534,OO,MFR,BOI,MFRBOI,1,Skywest Airlines Inc.,42.37422778,-122.8734978,43.56444444,-116.2227778
7535,OO,RDM,BOI,RDMBOI,1,Skywest Airlines Inc.,44.25406722,-121.1499633,43.56444444,-116.2227778
7536,OO,SLE,BOI,SLEBOI,1,Skywest Airlines Inc.,44.90952778,-123.0025,43.56444444,-116.2227778
7537,OO,TWF,BOI,TWFBOI,7,Skywest Airlines Inc.,42.48180389,-114.4877356,43.56444444,-116.2227778
7538,XE,TWF,BOI,TWFBOI,1,Expressjet Airlines Inc.,42.48180389,-114.4877356,43.56444444,-116.2227778
7539,DL,ATL,BTR,ATLBTR,9599,Delta Air Lines Inc.,33.64044444,-84.42694444,30.53316083,-91.14963444
7540,EV,ATL,BTR,ATLBTR,8753,Atlantic Southeast Airlines,33.64044444,-84.42694444,30.53316083,-91.14963444
7541,OH,ATL,BTR,ATLBTR,122,Comair Inc.,33.64044444,-84.42694444,30.53316083,-91.14963444
7542,XE,AUS,BTR,AUSBTR,1,Expressjet Airlines Inc.,30.19453278,-97.66987194,30.53316083,-91.14963444
7543,DL,BHM,BTR,BHMBTR,2110,Delta Air Lines Inc.,33.56294306,-86.75354972,30.53316083,-91.14963444
7544,EV,CAE,BTR,CAEBTR,1,Atlantic Southeast Airlines,33.93884,-81.11953944,30.53316083,-91.14963444
7545,EV,CVG,BTR,CVGBTR,1325,Atlantic Southeast Airlines,39.04614278,-84.6621725,30.53316083,-91.14963444
7546,CO,DCA,BTR,DCABTR,1,Continental Air Lines Inc.,38.85208333,-77.03772222,30.53316083,-91.14963444
7547,EV,DCA,BTR,DCABTR,179,Atlantic Southeast Airlines,38.85208333,-77.03772222,30.53316083,-91.14963444
7548,OH,DCA,BTR,DCABTR,495,Comair Inc.,38.85208333,-77.03772222,30.53316083,-91.14963444
7549,AA,DFW,BTR,DFWBTR,244,American Airlines Inc.,32.89595056,-97.0372,30.53316083,-91.14963444
7550,DL,DFW,BTR,DFWBTR,6008,Delta Air Lines Inc.,32.89595056,-97.0372,30.53316083,-91.14963444
7551,EV,DFW,BTR,DFWBTR,3487,Atlantic Southeast Airlines,32.89595056,-97.0372,30.53316083,-91.14963444
7552,MQ,DFW,BTR,DFWBTR,16260,American Eagle Airlines Inc.,32.89595056,-97.0372,30.53316083,-91.14963444
7553,OO,DFW,BTR,DFWBTR,1,Skywest Airlines Inc.,32.89595056,-97.0372,30.53316083,-91.14963444
7554,EV,GPT,BTR,GPTBTR,1,Atlantic Southeast Airlines,30.40728028,-89.07009278,30.53316083,-91.14963444
7555,OH,GSO,BTR,GSOBTR,1,Comair Inc.,36.09774694,-79.9372975,30.53316083,-91.14963444
7556,CO,IAH,BTR,IAHBTR,2019,Continental Air Lines Inc.,29.98047222,-95.33972222,30.53316083,-91.14963444
7557,XE,IAH,BTR,IAHBTR,11033,Expressjet Airlines Inc.,29.98047222,-95.33972222,30.53316083,-91.14963444
7558,EV,JAX,BTR,JAXBTR,1,Atlantic Southeast Airlines,30.49405556,-81.68786111,30.53316083,-91.14963444
7559,EV,LGA,BTR,LGABTR,25,Atlantic Southeast Airlines,40.77724306,-73.87260917,30.53316083,-91.14963444
7560,OH,LGA,BTR,LGABTR,104,Comair Inc.,40.77724306,-73.87260917,30.53316083,-91.14963444
7561,9E,MEM,BTR,MEMBTR,446,Pinnacle Airlines Inc.,35.04241667,-89.97666667,30.53316083,-91.14963444
7562,NW,MEM,BTR,MEMBTR,7372,Northwest Airlines Inc.,35.04241667,-89.97666667,30.53316083,-91.14963444
7563,DL,MOB,BTR,MOBBTR,3901,Delta Air Lines Inc.,30.69141667,-88.24283333,30.53316083,-91.14963444
7564,EV,MOB,BTR,MOBBTR,1,Atlantic Southeast Airlines,30.69141667,-88.24283333,30.53316083,-91.14963444
7565,DL,PNS,BTR,PNSBTR,1837,Delta Air Lines Inc.,30.47330556,-87.18744444,30.53316083,-91.14963444
7566,OH,TYS,BTR,TYSBTR,1,Comair Inc.,35.81248722,-83.99285583,30.53316083,-91.14963444
7567,CO,EWR,BTR,EWRBTR,57,Continental Air Lines Inc.,40.69249722,-74.16866056,30.53316083,-91.14963444
7568,XE,EWR,BTR,EWRBTR,194,Expressjet Airlines Inc.,40.69249722,-74.16866056,30.53316083,-91.14963444
7569,DL,MSY,BTR,MSYBTR,1,Delta Air Lines Inc.,29.99338889,-90.25802778,30.53316083,-91.14963444
7570,MQ,ORD,BTR,ORDBTR,1807,American Eagle Airlines Inc.,41.979595,-87.90446417,30.53316083,-91.14963444
7571,EV,AEX,BTR,AEXBTR,2,Atlantic Southeast Airlines,31.32737167,-92.54855611,30.53316083,-91.14963444
7572,DL,ATL,BUF,ATLBUF,11768,Delta Air Lines Inc.,33.64044444,-84.42694444,42.94052472,-78.73216667
7573,EV,ATL,BUF,ATLBUF,2951,Atlantic Southeast Airlines,33.64044444,-84.42694444,42.94052472,-78.73216667
7574,FL,ATL,BUF,ATLBUF,6717,AirTran Airways Corporation,33.64044444,-84.42694444,42.94052472,-78.73216667
7575,OH,ATL,BUF,ATLBUF,3054,Comair Inc.,33.64044444,-84.42694444,42.94052472,-78.73216667
7576,OO,ATL,BUF,ATLBUF,597,Skywest Airlines Inc.,33.64044444,-84.42694444,42.94052472,-78.73216667
7577,OH,AVP,BUF,AVPBUF,1,Comair Inc.,41.33814944,-75.7242675,42.94052472,-78.73216667
7578,B6,BOS,BUF,BOSBUF,1459,JetBlue Airways,42.3643475,-71.00517917,42.94052472,-78.73216667
7579,US,BOS,BUF,BOSBUF,4516,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),42.3643475,-71.00517917,42.94052472,-78.73216667
7580,XE,BOS,BUF,BOSBUF,81,Expressjet Airlines Inc.,42.3643475,-71.00517917,42.94052472,-78.73216667
7581,US,BWI,BUF,BWIBUF,522,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),39.17540167,-76.66819833,42.94052472,-78.73216667
7582,WN,BWI,BUF,BWIBUF,17220,Southwest Airlines Co.,39.17540167,-76.66819833,42.94052472,-78.73216667
7583,CO,CLE,BUF,CLEBUF,290,Continental Air Lines Inc.,41.41089417,-81.84939667,42.94052472,-78.73216667
7584,XE,CLE,BUF,CLEBUF,6188,Expressjet Airlines Inc.,41.41089417,-81.84939667,42.94052472,-78.73216667
7585,US,CLT,BUF,CLTBUF,13290,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),35.21401111,-80.94312583,42.94052472,-78.73216667
7586,YV,CLT,BUF,CLTBUF,57,Mesa Airlines Inc.,35.21401111,-80.94312583,42.94052472,-78.73216667
7587,DL,CVG,BUF,CVGBUF,4971,Delta Air Lines Inc.,39.04614278,-84.6621725,42.94052472,-78.73216667
7588,EV,CVG,BUF,CVGBUF,298,Atlantic Southeast Airlines,39.04614278,-84.6621725,42.94052472,-78.73216667
7589,OH,CVG,BUF,CVGBUF,3834,Comair Inc.,39.04614278,-84.6621725,42.94052472,-78.73216667
7590,US,DCA,BUF,DCABUF,8568,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),38.85208333,-77.03772222,42.94052472,-78.73216667
7591,AA,DFW,BUF,DFWBUF,702,American Airlines Inc.,32.89595056,-97.0372,42.94052472,-78.73216667
7592,MQ,DFW,BUF,DFWBUF,673,American Eagle Airlines Inc.,32.89595056,-97.0372,42.94052472,-78.73216667
7593,9E,DTW,BUF,DTWBUF,11,Pinnacle Airlines Inc.,42.21205889,-83.34883583,42.94052472,-78.73216667
7594,NW,DTW,BUF,DTWBUF,20064,Northwest Airlines Inc.,42.21205889,-83.34883583,42.94052472,-78.73216667
7595,B6,FLL,BUF,FLLBUF,59,JetBlue Airways,26.07258333,-80.15275,42.94052472,-78.73216667
7596,FL,FLL,BUF,FLLBUF,9,AirTran Airways Corporation,26.07258333,-80.15275,42.94052472,-78.73216667
7597,OH,FLL,BUF,FLLBUF,1,Comair Inc.,26.07258333,-80.15275,42.94052472,-78.73216667
7598,OH,GSO,BUF,GSOBUF,1,Comair Inc.,36.09774694,-79.9372975,42.94052472,-78.73216667
7599,DH,IAD,BUF,IADBUF,5093,Independence Air,38.94453194,-77.45580972,42.94052472,-78.73216667
7600,XE,IAD,BUF,IADBUF,1,Expressjet Airlines Inc.,38.94453194,-77.45580972,42.94052472,-78.73216667
7601,YV,IAD,BUF,IADBUF,1947,Mesa Airlines Inc.,38.94453194,-77.45580972,42.94052472,-78.73216667
7602,MQ,LGA,BUF,LGABUF,801,American Eagle Airlines Inc.,40.77724306,-73.87260917,42.94052472,-78.73216667
7603,US,LGA,BUF,LGABUF,11806,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),40.77724306,-73.87260917,42.94052472,-78.73216667
7604,WN,MDW,BUF,MDWBUF,2406,Southwest Airlines Co.,41.7859825,-87.75242444,42.94052472,-78.73216667
7605,OO,MKE,BUF,MKEBUF,1,Skywest Airlines Inc.,42.94722222,-87.89658333,42.94052472,-78.73216667
7606,NW,MSP,BUF,MSPBUF,5019,Northwest Airlines Inc.,44.88054694,-93.2169225,42.94052472,-78.73216667
7607,US,PHL,BUF,PHLBUF,16570,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),39.87195278,-75.24114083,42.94052472,-78.73216667
7608,YV,PHL,BUF,PHLBUF,56,Mesa Airlines Inc.,39.87195278,-75.24114083,42.94052472,-78.73216667
7609,US,PIT,BUF,PITBUF,11795,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),40.49146583,-80.23287083,42.94052472,-78.73216667
7610,US,RDU,BUF,RDUBUF,1,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),35.87763889,-78.78747222,42.94052472,-78.73216667
7611,XE,RIC,BUF,RICBUF,1,Expressjet Airlines Inc.,37.50516667,-77.31966667,42.94052472,-78.73216667
7612,UA,ROC,BUF,ROCBUF,1704,United Air Lines Inc.,43.11886611,-77.67238389,42.94052472,-78.73216667
7613,CO,EWR,BUF,EWRBUF,11523,Continental Air Lines Inc.,40.69249722,-74.16866056,42.94052472,-78.73216667
7614,UA,EWR,BUF,EWRBUF,1,United Air Lines Inc.,40.69249722,-74.16866056,42.94052472,-78.73216667
7615,XE,EWR,BUF,EWRBUF,7309,Expressjet Airlines Inc.,40.69249722,-74.16866056,42.94052472,-78.73216667
7616,B6,JFK,BUF,JFKBUF,12096,JetBlue Airways,40.63975111,-73.77892556,42.94052472,-78.73216667
7617,MQ,JFK,BUF,JFKBUF,1350,American Eagle Airlines Inc.,40.63975111,-73.77892556,42.94052472,-78.73216667
7618,OH,JFK,BUF,JFKBUF,2031,Comair Inc.,40.63975111,-73.77892556,42.94052472,-78.73216667
7619,WN,LAS,BUF,LASBUF,2637,Southwest Airlines Co.,36.08036111,-115.1523333,42.94052472,-78.73216667
7620,B6,MCO,BUF,MCOBUF,46,JetBlue Airways,28.42888889,-81.31602778,42.94052472,-78.73216667
7621,DL,MCO,BUF,MCOBUF,530,Delta Air Lines Inc.,28.42888889,-81.31602778,42.94052472,-78.73216667
7622,FL,MCO,BUF,MCOBUF,402,AirTran Airways Corporation,28.42888889,-81.31602778,42.94052472,-78.73216667
7623,US,MCO,BUF,MCOBUF,1209,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),28.42888889,-81.31602778,42.94052472,-78.73216667
7624,WN,MCO,BUF,MCOBUF,4145,Southwest Airlines Co.,28.42888889,-81.31602778,42.94052472,-78.73216667
7625,OH,MIA,BUF,MIABUF,1,Comair Inc.,25.79325,-80.29055556,42.94052472,-78.73216667
7626,AA,ORD,BUF,ORDBUF,12134,American Airlines Inc.,41.979595,-87.90446417,42.94052472,-78.73216667
7627,DH,ORD,BUF,ORDBUF,1742,Independence Air,41.979595,-87.90446417,42.94052472,-78.73216667
7628,MQ,ORD,BUF,ORDBUF,9721,American Eagle Airlines Inc.,41.979595,-87.90446417,42.94052472,-78.73216667
7629,OO,ORD,BUF,ORDBUF,60,Skywest Airlines Inc.,41.979595,-87.90446417,42.94052472,-78.73216667
7630,UA,ORD,BUF,ORDBUF,15970,United Air Lines Inc.,41.979595,-87.90446417,42.94052472,-78.73216667
7631,YV,ORD,BUF,ORDBUF,1259,Mesa Airlines Inc.,41.979595,-87.90446417,42.94052472,-78.73216667
7632,WN,PHX,BUF,PHXBUF,2629,Southwest Airlines Co.,33.43416667,-112.0080556,42.94052472,-78.73216667
7633,US,TPA,BUF,TPABUF,33,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),27.97547222,-82.53325,42.94052472,-78.73216667
7634,WN,TPA,BUF,TPABUF,1265,Southwest Airlines Co.,27.97547222,-82.53325,42.94052472,-78.73216667
7635,DL,ATL,BUR,ATLBUR,420,Delta Air Lines Inc.,33.64044444,-84.42694444,34.20061917,-118.3584969
7636,OO,COS,BUR,COSBUR,1,Skywest Airlines Inc.,38.80580556,-104.70025,34.20061917,-118.3584969
7637,OO,DEN,BUR,DENBUR,5071,Skywest Airlines Inc.,39.85840806,-104.6670019,34.20061917,-118.3584969
7638,UA,DEN,BUR,DENBUR,7483,United Air Lines Inc.,39.85840806,-104.6670019,34.20061917,-118.3584969
7639,AA,DFW,BUR,DFWBUR,12197,American Airlines Inc.,32.89595056,-97.0372,34.20061917,-118.3584969
7640,WN,MDW,BUR,MDWBUR,7,Southwest Airlines Co.,41.7859825,-87.75242444,34.20061917,-118.3584969
7641,B6,SLC,BUR,SLCBUR,17,JetBlue Airways,40.78838778,-111.9777731,34.20061917,-118.3584969
7642,OO,SLC,BUR,SLCBUR,3803,Skywest Airlines Inc.,40.78838778,-111.9777731,34.20061917,-118.3584969
7643,B6,JFK,BUR,JFKBUR,4005,JetBlue Airways,40.63975111,-73.77892556,34.20061917,-118.3584969
7644,B6,LAS,BUR,LASBUR,136,JetBlue Airways,36.08036111,-115.1523333,34.20061917,-118.3584969
7645,HP,LAS,BUR,LASBUR,1200,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),36.08036111,-115.1523333,34.20061917,-118.3584969
7646,WN,LAS,BUR,LASBUR,51185,Southwest Airlines Co.,36.08036111,-115.1523333,34.20061917,-118.3584969
7647,YV,LAS,BUR,LASBUR,555,Mesa Airlines Inc.,36.08036111,-115.1523333,34.20061917,-118.3584969
7648,OO,LAX,BUR,LAXBUR,2,Skywest Airlines Inc.,33.94253611,-118.4080744,34.20061917,-118.3584969
7649,B6,MCO,BUR,MCOBUR,122,JetBlue Airways,28.42888889,-81.31602778,34.20061917,-118.3584969
7650,UA,OAK,BUR,OAKBUR,51,United Air Lines Inc.,37.72129083,-122.2207167,34.20061917,-118.3584969
7651,WN,OAK,BUR,OAKBUR,61592,Southwest Airlines Co.,37.72129083,-122.2207167,34.20061917,-118.3584969
7652,AS,PDX,BUR,PDXBUR,9009,Alaska Airlines Inc.,45.58872222,-122.5975,34.20061917,-118.3584969
7653,HP,PHX,BUR,PHXBUR,15032,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),33.43416667,-112.0080556,34.20061917,-118.3584969
7654,US,PHX,BUR,PHXBUR,2322,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),33.43416667,-112.0080556,34.20061917,-118.3584969
7655,WN,PHX,BUR,PHXBUR,31068,Southwest Airlines Co.,33.43416667,-112.0080556,34.20061917,-118.3584969
7656,YV,PHX,BUR,PHXBUR,1199,Mesa Airlines Inc.,33.43416667,-112.0080556,34.20061917,-118.3584969
7657,WN,RNO,BUR,RNOBUR,9,Southwest Airlines Co.,39.49857611,-119.7680647,34.20061917,-118.3584969
7658,AS,SEA,BUR,SEABUR,13958,Alaska Airlines Inc.,47.44898194,-122.3093131,34.20061917,-118.3584969
7659,HP,SFO,BUR,SFOBUR,1,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),37.61900194,-122.3748433,34.20061917,-118.3584969
7660,OO,SFO,BUR,SFOBUR,6664,Skywest Airlines Inc.,37.61900194,-122.3748433,34.20061917,-118.3584969
7661,UA,SFO,BUR,SFOBUR,32976,United Air Lines Inc.,37.61900194,-122.3748433,34.20061917,-118.3584969
7662,WN,SJC,BUR,SJCBUR,35107,Southwest Airlines Co.,37.36186194,-121.9290089,34.20061917,-118.3584969
7663,WN,SMF,BUR,SMFBUR,41318,Southwest Airlines Co.,38.69542167,-121.5907669,34.20061917,-118.3584969
7664,DL,ATL,BZN,ATLBZN,105,Delta Air Lines Inc.,33.64044444,-84.42694444,45.77690139,-111.1530072
7665,NW,BIL,BZN,BILBZN,725,Northwest Airlines Inc.,45.8076625,-108.5428611,45.77690139,-111.1530072
7666,OO,BIL,BZN,BILBZN,2,Skywest Airlines Inc.,45.8076625,-108.5428611,45.77690139,-111.1530072
